gene	21373_7_39	21373_7_68	21373_7_72	21373_7_104	21373_7_127	21373_7_141	21373_7_156	21373_7_179	21373_7_206	21373_7_229	21373_7_242	21373_7_260	21373_7_283	21373_7_292	21373_7_298	21373_7_306	21373_7_321	21373_7_329	21373_7_348	21373_7_371
ENSMMUG00000002103	0	7.01	0	0	0	0	17.01	40.01	0	69.01	0	12.01	0	0	0	0	0	0	29.01	0
ENSMMUG00000021891	9.85731	0	0	0	0	0	6.01	0	11.01	4.01	0	0	0	0	0	0	18.5016	0	0	5.01
ENSMMUG00000017079	69.01	37.01	39.01	49.01	53.01	165.01	76.01	44.01	13.01	20.01	81.6878	0	94.01	39.01	42.01	86.01	51.0403	96.01	10.01	0
ENSMMUG00000007545	1.3046	0	0	0	0	1.1931	0	1.4989	0	0	0	0	0	1.37255	0	0	3.26614	0	0	1.38488
ENSMMUG00000004462	4.85392	0	0	2.88347	0	0	1.06436	11.2337	1.19435	0	0	0	3.44635	3.70167	0	7.1852	0	4.65471	3.67791	2.07379
ENSMMUG00000004591	8.01	0	19.01	0	0	35.01	0	0	34.01	122.01	1.01	24.01	0	0	0	65.01	5.01	0	1.01	105.01
ENSMMUG00000008301	26.01	0	6.01	38.02	0	0	3.01	8.01	0	0	11.01	19.01	30.01	0	0	23.01	63.01	0	0	42.01
ENSMMUG00000002370	0	5.01	64.0299	15.02	15.02	92.01	65.03	0	0	14.02	13.01	16.02	0	0	10.03	0	0	0	17.02	2.01
ENSMMUG00000031335	10.0154	0	11.5417	2.56709	5.50323	1.58437	4.09365	7.8666	0	9.67218	27.7502	0	3.40513	0	5.44424	0	4.42215	1.38164	14.4405	4.91398
ENSMMUG00000005883	26.01	0	27.01	58.01	2.01	69.01	38.01	35.01	0	41.01	0	0	0	0	55.01	0	0	0	18.01	0
ENSMMUG00000010250	11.01	0	7.01	17.01	17.01	30.01	41.01	48.01	0	0	0	14.1801	39.01	21.01	0	0	9.36614	0	3.01	49.01
ENSMMUG00000017080	292.01	140.01	136.01	489.841	411.318	259.01	347.01	421.299	360.01	202.01	75.01	199.01	537.968	131.01	322.01	831.793	510.167	636.586	96.01	501.01
ENSMMUG00000014896	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMMUG00000008940	2.0238	0	0	1.01586	1.01578	0	0	2.02425	1.01	1.01	3.01	1.01	1.01	1.01	0	2.01	1.01792	1.01838	2.01	3.06529
ENSMMUG00000003869	195.01	41.01	21.01	53.01	31.01	233.01	88.01	39.0291	27.01	122.01	0	30.01	5.01	81.01	61.01	295.01	192.01	125.01	28.01	226.01
ENSMMUG00000032351	5.7711	3.46071	0	8.6261	2.33902	13.4219	0	0	0	2.87235	1.75253	6.31003	11.1145	1.06636	13.1451	0	0	3.02775	2.90506	0
ENSMMUG00000017115	43.01	125.01	19.01	63.01	124.01	130.01	86.01	72.108	225.01	42.01	33.01	30.01	42.01	55.01	35.01	74.01	41.01	110.01	31.01	0
ENSMMUG00000002489	12.7795	6.91896	7.60317	16.4416	47.3563	0	0	11.8408	14.1057	42.6027	6.10742	16.93	0	23.3301	9.06742	27.922	46.3646	0	0	18.5117
ENSMMUG00000008932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003499	0	40.01	0	0	0	61.01	0	0	0	0	0	1.01	10.01	0	0	0	0	0	0	8.01
ENSMMUG00000005342	190.01	43.03	103.01	304.01	105.01	213.01	113.01	448.875	272.335	391.319	99.01	132.03	187.844	548.467	85.01	266.02	348.222	313.196	7.01	183.01
ENSMMUG00000015555	0	0	0	0	0	3.01	13.01	0	0	1.01	0	0	0	0	0	13.01	0	24.0336	0	0
ENSMMUG00000006771	85.0936	0	12.01	90.01	0	0	73.01	48.0274	1.01	9.01	14.01	9.01	55.01	1.01	16.01	69.01	111.069	26.01	4.01	36.01
ENSMMUG00000017681	0	0	0	43.01	0	0	51.01	275.272	0	104.01	25.01	72.01	5.01	141.01	0	147.01	91.01	121.01	49.01	100.01
ENSMMUG00000023499	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007228	32.01	0	0	0	0	0	0	0	0	4.01	10.01	0	0	113.01	0	4.01	0	0	0	0
ENSMMUG00000000215	0	3.06098	1.01	2.41328	0	7.01	1.01	11.1181	2.01	0	0	0	0	0	2.103	4.28361	0	6.01	4.01	0
ENSMMUG00000013156	0	0	4.01	0	0	0	0	17.01	14.01	0	0	0	0	0	15.01	0	0	39.01	0	0
ENSMMUG00000022920	6.01	0	1.01	6.01	28.01	50.01	35.01	30.01	15.01	0	0	2.01	19.01	4.01	30.01	58.01	35.01	21.01	6.01	20.01
ENSMMUG00000015663	223.01	100.01	0	75.02	97.02	1.01	111.03	152.03	42.02	0	6.01	65.0536	0	45.01	40.01	60.01	51.01	193.01	93.02	74.01
ENSMMUG00000019680	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000016513	0	0	2.01	0	31.01	51.02	0	80.01	0	41.01	0	0	0	20.01	50.032	17.01	36.01	0	11.01	0
ENSMMUG00000022322	5.01	0	3.01	13.01	0	0	15.01	26.01	0	0	14.01	0	0	0	0	0	0	0	7.01	0
ENSMMUG00000002840	65.2795	108.065	40.767	74.1813	121.041	25.3441	58.3013	76.4911	129.236	111.342	38.5034	6.89768	45.6205	55.7209	241.208	122.003	33.4627	134.434	56.6236	127.633
ENSMMUG00000012509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022245	0	3.69527	0	8.9988	2.01975	0	4.0188	2.05579	0	3.1065	0	4.75241	10.9592	6.92588	3.25452	1.03677	4.06532	0	5.56497	7.51905
ENSMMUG00000000438	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014172	40.01	0	0	41.01	1.01	89.02	82.1008	39.0338	7.01	44.01	0	15.01	2.01271	33.01	2.01	47.0309	126.01	200.277	18.01	63.02
ENSMMUG00000012638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000822	0	0	41.02	89.02	62.01	92.02	204.01	44.01	169.02	17.02	0	77.02	166.266	3.01	135.02	160.02	62.01	0	44.01	24.01
ENSMMUG00000014928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011066	275.991	36.01	71.01	510.01	312.01	310.01	225.01	32.01	212.01	242.01	106.01	102.72	252.976	292.01	372.005	316.972	412.01	299.01	52.01	166.01
ENSMMUG00000001938	16.01	0	4.01	0	0	0	17.01	62.02	0	0	0	0	12.02	0	0	51.02	13.02	0	0	18.02
ENSMMUG00000015852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.01	0	0
ENSMMUG00000015180	0	3.6494	5.01	1.35263	0	0	0	0	0	0	0	0	0	1.06859	1.05183	0	1.23345	2.12282	1.01	0
ENSMMUG00000031191	0	0	2.01	6.01	0	4.01	35.01	46.01	0	0	0	0	0	15.01	0	0	0	0	10.0168	0
ENSMMUG00000014717	0	0	0	0	0	0	12.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002777	11.01	0	2.01	14.01	0	0	0	0	39.1749	0	0	0	0	28.1349	14.01	0	20.0939	108.919	0	0
ENSMMUG00000031274	1.04658	2.03179	0	0	0	1.75798	0	5.99992	0	0	0	1.01411	0	0	0	1.08843	3.08841	0	7.17863	0
ENSMMUG00000007351	0	0	0	0	0	0	0	0	0	13.5873	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000489	92.01	26.01	59.01	146.01	191.01	63.01	384.01	179.01	235.01	178.01	36.01	69.01	151.01	227.01	140.01	204.01	199.01	27.01	36.01	187.01
ENSMMUG00000000329	85.01	0	27.01	0	0	0	7.01	53.01	0	0	0	22.01	39.01	15.01	95.01	72.01	59.01	93.0475	51.0279	53.01
ENSMMUG00000018937	0	0	0	15.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016408	61.01	0	3.01	125.01	149.01	43.01	88.01	0	135.01	56.0231	23.01	19.01	61.01	0	88.02	87.0138	22.0115	84.01	13.01	0
ENSMMUG00000008600	88.01	23.01	4.01	1.01	0	1.01	0	3.01	0	1.01	0	0	1.01	28.01	1.01	17.0103	0	17.01	0	0
ENSMMUG00000016292	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0
ENSMMUG00000015169	41.01	0	26.02	38.01	104.01	74.01	15.01	26.2835	127.01	135.01	24.01	28.01	209.079	0	0	13.01	70.01	130.055	6.01	71.01
ENSMMUG00000017169	36.02	0	23.01	56.4936	62.01	168.33	72.01	155.02	0	0	9.01	33.01	17.02	77.01	0	151.01	88.01	0	7.01	29.01
ENSMMUG00000007397	27.02	12.01	18.01	44.01	21.01	0	0	0	11.01	0	21.01	9.01	146.01	76.01	9.01	18.02	9.02	48.01	9.01	3.01
ENSMMUG00000018557	113.01	22.0413	35.3134	145.01	60.01	177.02	126.01	98.01	51.01	49.01	0	18.01	184.069	75.01	105.01	178.01	145.01	140.01	13.01	186.01
ENSMMUG00000016953	10.1353	8.44849	1.07803	16.8248	25.2418	12.6778	32.6559	18.0652	10.0336	22.3025	20.1002	8.5011	35.5145	34.0067	14.0191	22.1029	15.0495	44.541	42.6917	36.5763
ENSMMUG00000022811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009845	28.01	0	0	0	0	0	4.01	0	0	0	5.01	0	0	18.01	15.01	0	0	0	0	0
ENSMMUG00000005063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029851	5.53845	0	0	1.13449	1.72071	3.26545	0	14.6171	10.4654	8.22397	5.35497	3.49337	23.7648	4.67568	10.0326	23.2655	12.3921	2.32642	5.92287	14.6702
ENSMMUG00000021073	66.0039	13.01	17.01	174.02	0	0	8.01	2.01	0	0	0	17.01	0	14.01	0	0	0	0	0	0
ENSMMUG00000017793	22.02	0	0	0	0	1.01	0	12.02	0	0	7.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000022199	23.01	15.01	0	35.01	86.01	38.01	20.01	27.01	26.01	0	0	0	168.027	5.01	56.01	0	121.01	110.01	35.01	24.01
ENSMMUG00000019246	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0
ENSMMUG00000001290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	0
ENSMMUG00000000933	6.02005	28.0701	17.01	7.0362	3.01586	6.02016	6.9132	73.8672	5.03419	4.26448	6.01738	0	9.08459	5.03167	1.24954	3.01624	0	146.828	13.4405	12.2802
ENSMMUG00000008057	0	0	0	0	0	0	0	0	0	21.9167	0	0	0	0	0	0	0	0	6.01	0
ENSMMUG00000003434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003001	19.01	1.01216	8.01	91.01	48.01	79.01	52.01	15.0706	88.01	118.01	24.01	3.01	102.01	0	0	107.147	157.01	9.01	33.01	111.212
ENSMMUG00000016608	172.01	27.01	38.01	121.01	52.01	0	160.01	179.01	36.0378	110.01	23.01	123.01	318.01	210.01	27.01	27.01	189.01	0	65.01	104.01
ENSMMUG00000005781	116.85	14.3155	30.6719	47.0945	70.3489	11.0106	148.591	37.1169	4.01	2.11093	45.7004	18.3288	15.0568	116.191	22.0989	88.7809	171.714	66.1015	5.13912	67.9766
ENSMMUG00000015593	103.01	0	17.01	14.01	0	0	91.01	47.01	99.01	0	0	29.01	0	0	4.01	0	0	212.78	2.01	0
ENSMMUG00000014156	0	0	0	0	0	0	0	0	0	0	1.01412	0	0	0	2.02045	0	0	0	0	0
ENSMMUG00000016850	65.01	4.01	30.01	90.01	124.01	0	67.01	3.01	85.01	169.446	41.01	49.01	134.01	76.01	69.01	111.01	73.01	75.2063	43.01	137.01
ENSMMUG00000032355	8.28917	0	0	7.01	17.6597	0	4.01	0	11.5475	8.97358	0	0	0	0	0	10.01	9.94585	47.0036	0	26.3117
ENSMMUG00000019157	43.01	0	18.01	138.01	113.01	9.01	73.01	0	110.01	136.01	53.01	29.01	183.01	5.01	0	13.01	73.01	158.01	5.01	0
ENSMMUG00000008730	0	0	16.01	55.01	52.01	103.01	0	0	0	0	45.01	0	173.01	71.01	32.01	39.01	51.01	177.01	0	69.01
ENSMMUG00000003809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015348	37.01	14.01	21.01	106.02	53.01	0	59.0533	111.01	1.01	0	16.01	55.02	0	0	143.01	49.01	0	5.01	10.01	112.01
ENSMMUG00000017914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030451	0	0	0	0	0	1.02507	0	0	0	0	0	0	1.02687	0	1.02387	0	0	2.05007	0	0
ENSMMUG00000000681	0	0	0	0	0	0	0	10.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019665	3.12556	9.18621	21.5983	5.10577	2.01193	10.0419	90.5314	33.01	0	67.1177	0	0	155.263	70.01	136.565	48.6812	13.01	4.11199	23.2865	65.5948
ENSMMUG00000008091	26.01	0	0	0	0	0	0	25.01	0	1.0172	0	16.7523	0	0	61.01	0	0	143.01	0	4.19812
ENSMMUG00000008667	20.3862	0	1.02965	39.6377	4.05526	0	0	17.4014	20.4244	123.011	0	33.4162	40.5186	7.47699	15.3779	66.2093	53.0029	12.2629	12.5497	11.2116
ENSMMUG00000013364	5.01	4.01	0	0	0	0	0	6.01	12.01	11.01	0	13.01	0	0	0	0	0	0	0	0
ENSMMUG00000015850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029020	0	0	0	1.01	0	0	0	0	1.01203	0	0	0	1.0109	0	0	0	1.01154	0	0	0
ENSMMUG00000008520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000377	1.01	27.01	17.01	0	0	11.01	155.01	238.01	72.01	125.01	20.01	0	78.01	27.01	63.01	126.01	47.01	3.01	32.01	59.01
ENSMMUG00000018606	0	0	1.02854	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSMMUG00000028805	0	0	0	0	1.44699	0	1.02605	1.16419	0	0	0	0	1.12758	0	0	1.03491	2.75336	2.54082	2.38406	0
ENSMMUG00000016029	0	0	0	0	0	0	0	0	0	0	0	0	0	61.01	0	0	0	0	0	0
ENSMMUG00000030241	5.25016	4.80589	0	0	10.8976	29.8668	5.99053	2.91728	5.68314	0	0	0	11.6217	3.00231	6.86073	10.3036	0	5.40952	13.8403	0
ENSMMUG00000020411	8.10918	2.01	0	0	0	0	1.01	6.23902	104.863	24.4927	0	0	12.7137	0	19.3953	70.407	0	0	0	23.212
ENSMMUG00000015779	0	0	0	0	7.01	1.01	0	0	0	14.01	0	0	24.01	0	0	0	0	0	0	0
ENSMMUG00000000051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007743	36.01	136.775	7.01	45.01	11.01	43.01	19.01	46.01	30.01	53.01	54.01	29.01	17.01	14.01	82.01	66.01	28.01	65.01	6.01	69.01
ENSMMUG00000001278	0	0	6.01	0	0	0	0	55.02	0	42.02	10.01	0	0	171.02	0	0	4.01	0	0	3.01
ENSMMUG00000006038	0	0	0	0	0	0	0	0	24.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSMMUG00000031120	0	0	0	0	0	0	0	0	0	1.01584	0.51	0	0.510969	0.513856	0.51	0	0	0	0	0
ENSMMUG00000007860	8.01	0	0	0	18.01	0	0	0	0	0	27.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000019916	51.01	0	0	85.01	45.02	0	105.135	0	0	52.01	0	24.03	0	51.01	67.01	30.01	0	179.01	38.01	134.01
ENSMMUG00000021255	65.01	0	14.01	86.02	21.01	0	366.658	61.02	125.02	0	11.01	0	108.01	112.02	46.02	264.01	120.02	46.5028	44.02	102.02
ENSMMUG00000019099	326.377	132.01	176.01	688.55	495.01	748.01	229.01	115.01	674.01	335.309	177.01	228.01	722.102	426.01	225.773	395.01	633.199	428.01	152.086	522.01
ENSMMUG00000017025	29.01	117.01	51.01	138.01	6.01409	119.01	52.01	124.02	34.01	119.01	95.01	78.01	149.304	37.01	128.01	188.01	439.01	209.01	80.01	0
ENSMMUG00000014766	139.01	0	68.01	47.01	174.01	191.01	67.01	26.01	46.01	84.01	0	6.01	102.01	105.01	212.01	60.01	128.01	57.01	17.01	188.01
ENSMMUG00000005414	18.01	39.01	56.01	0	13.01	0	0	0	0	0	0	0	0	0	112.01	80.01	0	0	26.5772	0
ENSMMUG00000004346	0	0	0	1.01	0	0	0	0	0	0	35.01	22.01	0	0	0	0	67.02	0	6.01	0
ENSMMUG00000017768	47.6619	1.02967	6.90909	93.571	155.055	4.11993	5.99914	4.23855	10.7039	18.3392	52.1999	32.1631	104.307	67.1548	28.0551	42.4802	110.955	9.35644	18.5939	174.864
ENSMMUG00000019750	67.9436	3.01	9.01	51.01	14.1742	3.02576	59.2524	22.4304	37.8042	86.4577	122.851	85.8704	76.8852	14.709	36.3722	37.384	18.2696	10.01	7.56271	12.01
ENSMMUG00000030345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14317	0	0	0	0
ENSMMUG00000002403	0	0	37.01	0	106.01	136.01	35.01	172.01	0	79.01	35.01	0	264.01	61.01	0	0	139.01	0	0	275.01
ENSMMUG00000017301	0	0	0	2.01	0	83.01	0	0	82.01	0	0	0	0	0	0	56.01	0	0	0	0
ENSMMUG00000007058	43.01	0	32.1186	96.01	16.01	0	89.01	6.01	63.01	2.01	96.01	16.01	4.01	7.01	125.01	75.01	131.01	56.01	5.01	77.6895
ENSMMUG00000001641	0	0	0	0	0	0	60.01	0	62.01	0	0	19.01	0	0	0	0	0	0	33.01	0
ENSMMUG00000005240	77.8814	101.543	46.01	89.8572	141.69	113.843	173.446	121.773	170.782	174.631	49.01	72.7186	239.872	213.521	186.75	206.077	151.291	185.736	54.01	162.515
ENSMMUG00000009561	57.3293	24.01	12.01	166.063	0	82.01	62.02	22.01	153.01	66.01	0	26.01	0	0	54.01	43.01	102.01	77.01	2.01	162.01
ENSMMUG00000023624	4.06477	7.00238	0	5.01	2.01	5.23807	2.392	5.38588	3.06382	9.55471	4.78953	3.05401	5.94682	10.9837	2.14547	17.2575	15.6684	2.01	5.14071	13.9954
ENSMMUG00000002849	1.01	0	0	0	0	0	0	0	0	15.01	0	0	49.8413	0	0	0	19.01	0	0	0
ENSMMUG00000001648	0	0	0	3.01	79.01	4.01	28.01	8.01	0	5.01	2.01	0	0	0	15.01	2.01	39.01	0	0	0
ENSMMUG00000015493	293.01	165.01	85.01	255.01	349.954	191.01	286.978	319.167	213.01	322.548	111.01	85.01	440.01	274.01	275.01	161.01	336.01	438.01	156.01	94.01
ENSMMUG00000002561	37.01	0	30.01	185.01	122.01	28.01	98.01	32.01	0	101.01	60.01	54.01	33.01	192.01	115.01	237.01	103.06	371.01	9.01	217.01
ENSMMUG00000002187	40.01	25.01	23.01	83.01	113.01	169.01	96.01	15.01	40.01	99.01	39.01	33.01	0	83.01	85.01	0	34.01	377.135	24.01	103.01
ENSMMUG00000015969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005739	0	0	6.01	25.01	0	0	0	0	1.01	0	0	46.01	0	0	0	0	0	0	1.01	30.01
ENSMMUG00000014512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008994	132.01	74.01	25.01	90.01	119.01	50.01	200.01	56.01	79.01	28.01	53.01	12.01	195.01	195.01	19.01	82.01	23.01	40.01	115.01	94.01
ENSMMUG00000014389	222.197	9.01	105.01	218.01	358.251	253.135	171.352	246.01	173.01	146.01	93.01	79.0125	368.128	210.01	145.01	319.053	328.132	99.0454	118.01	143.01
ENSMMUG00000008655	145.01	35.01	28.01	57.01	35.01	93.01	51.01	115.01	134.01	111.01	31.01	39.01	71.01	138.01	155.01	185.01	143.01	90.01	43.01	168.01
ENSMMUG00000008434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020223	5.01	0	26.01	153.01	39.01	0	23.01	55.01	121.01	105.01	48.01	74.01	0	42.01	0	0	1.01	0	6.01	64.01
ENSMMUG00000005505	117.01	0	105.01	102.01	0	374.01	66.01	233.01	148.01	140.01	78.01	114.01	95.01	148.01	234.01	0	82.01	576.01	59.01	138.01
ENSMMUG00000001157	21.01	61.01	61.01	242.01	180.784	533.01	188.01	238.113	92.01	368.729	81.01	172.01	58.01	170.01	194.01	91.01	337.01	155.01	103.01	232.01
ENSMMUG00000005734	40.01	17.01	19.01	28.01	105.01	161.01	31.01	38.01	41.01	47.01	22.01	24.01	125.01	76.01	61.01	66.01	100.01	104.01	36.01	66.01
ENSMMUG00000020024	41.01	132.01	45.01	310.529	149.01	206.01	265.01	137.01	78.01	0	49.01	109.01	297.01	63.1638	191.01	123.01	282.01	306.141	90.01	52.01
ENSMMUG00000017055	0	0	27.01	0	26.01	0	48.0252	0	0	113.01	4.01	19.01	0	0	0	0	0	59.01	0	0
ENSMMUG00000009098	54.03	12.03	8.02	19.02	37.03	73.0301	29.03	10.02	40.02	5.03	13.03	3.02	7.03	6.02	22.03	22.02	6.02	38.0299	13.02	9.02
ENSMMUG00000014042	8.01	0	0	13.01	5.01	0	13.01	0	0	0	0	7.01	0	0	0	19.01	0	0	0	0
ENSMMUG00000001654	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	1.01
ENSMMUG00000014916	1.0106	1.01032	0	58.5365	0	4.02033	1.01017	46.1081	3.01	67.01	22.01	2.01036	59.5647	1.01	0	1.01167	42.2483	1.0101	3.01	0
ENSMMUG00000006437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021022	57.01	59.01	64.01	178.01	122.01	162.01	177.01	118.046	131.01	163.12	120.01	73.1883	168.019	0	93.01	196.01	97.01	235.01	63.01	251.02
ENSMMUG00000031787	0	0	0	0	0	20.1379	0	0	6.01	0	0	0	2.01	0	12.01	0	0	0	0	0
ENSMMUG00000031953	0	0	0	1.07558	0	0	0	0	0	0	0	0	4.84163	0	0	0	1.02011	0	0	0
ENSMMUG00000028748	3.09904	0	0	5.20911	1.27253	0	4.56408	3.27168	6.15247	4.29597	2.91382	2.05468	0	6.72901	0	1.01599	3.05959	1.26402	7.41134	3.19786
ENSMMUG00000002668	124.693	0	34.01	15.01	0	157.552	40.8744	259.116	36.01	36.861	61.01	29.99	71.9699	22.9319	130.701	0	57.8727	299.661	18.01	91.96
ENSMMUG00000005072	685.955	492.309	236.83	834.76	763.238	1228.27	1063.42	851.488	499.167	954.145	348.316	322.426	1043.17	997.219	851.342	1911.58	1050.02	1652.77	604.426	1292.56
ENSMMUG00000030619	0	0	0	1.03887	0	0	2.08117	0	0	0	1.06466	0	1.04653	0	0	0	1.0465	0	1.04271	0
ENSMMUG00000023036	666.03	441.02	323.02	1776.44	1321.83	1816.54	1152.02	921.316	964.845	1392.02	463.03	595.789	1849.63	1631.61	1227.03	2011.31	1847.72	915.893	532.02	1588.02
ENSMMUG00000012873	0	50.01	0	0	7.01	0	0	0	5.01	35.01	7.01	1.01	0	2.01	96.01	0	64.01	8.01	0	0
ENSMMUG00000016226	0	0	0	102.01	52.01	0	0	19.01	6.01	96.01	0	0	13.01	31.01	0	63.7074	0	0	63.01	0
ENSMMUG00000004612	0	22.02	1.01	0	35.01	0	33.02	1.01	9.02	0	0	30.02	86.02	57.02	0	0	0	0	26.02	0
ENSMMUG00000008262	63.01	0	11.01	0	48.01	0	5.01	0	0	0	29.01	0	0	123.01	0	0	0	96.01	0	119.01
ENSMMUG00000015512	43.01	0	0	0	0	0	10.01	5.01	38.4217	0	0	0	0	0	0	0	0	0	15.01	29.01
ENSMMUG00000005377	0	0	5.01	0	29.01	5.01	0	63.01	22.01	0	10.01	28.01	0	71.01	14.01	0	0	68.01	11.01	0
ENSMMUG00000017252	0	40.01	0	1.01	36.01	0	84.01	144.02	0	79.02	0	111.01	0	0	0	0	157.01	0	7.01	0
ENSMMUG00000007197	68.0284	0	11.01	102.01	208.185	0	136.017	0	0	29.01	52.01	0	0	153.043	0	95.01	161.01	213.01	2.01	0
ENSMMUG00000010468	35.0244	0	0	6.10282	22.0236	44.0414	68.0859	114.01	0	54.01	1.01	39.01	0	55.02	29.01	150.204	1.02642	141.33	1.01	40.0301
ENSMMUG00000002672	15.01	0	8.01	34.01	173.01	0	27.01	13.01	0	20.01	0	5.01	0	110.01	35.01	6.01	21.01	53.1609	0	70.01
ENSMMUG00000020134	0	1.01	0	24.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	10.01	102.01
ENSMMUG00000006767	0	0	0	0	18.01	0	2.01	1.01	0	16.01	4.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000007338	1.01	0	0	1.01	49.01	42.01	0	48.01	0	0	0	0	0	0	0	0	26.01	0	56.01	0
ENSMMUG00000008571	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011418	114.01	38.01	7.01	70.01	0	0	0	0	67.01	0	0	63.01	0	245.01	66.01	0	88.01	0	0	0
ENSMMUG00000004645	51.01	10.01	11.01	48.01	4.01	14.01	0	107.01	0	0	0	0	0	36.01	89.01	34.01	0	0	8.01	29.01
ENSMMUG00000009386	0	8.87456	2.01273	6.29907	7.0947	4.03221	3.33204	2.17778	13.6925	5.41167	7.72314	2.17497	3.53412	0	4.2131	7.09085	1.3512	20.9423	7.59812	5.37585
ENSMMUG00000008267	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000006611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018575	0	0	12.02	7.01	0	0	23.02	151.02	0	0	0	0	0	32.02	0	29.01	9.01	0	0	21.01
ENSMMUG00000020213	71.01	47.01	42.01	129.01	33.01	0	66.01	97.01	230.01	0	1.01	44.01	8.01	0	99.01	34.01	159.01	6.01	97.01	1.01
ENSMMUG00000017758	0	0	0	52.01	0	0	31.02	60.02	60.01	0	0	0	1.01	0	0	0	9.01	2.01	2.01	0
ENSMMUG00000007906	157.01	0	27.01	172.01	125.01	32.01	207.01	200.304	34.01	207.524	63.01	106.055	127.01	39.01	513.284	61.01	121.01	122.01	50.01	239.01
ENSMMUG00000031543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006233	49.01	10.01	3.01	0	19.01	15.01	51.01	71.01	30.01	59.01	10.01	4.01	0	0	4.01	78.01	7.01	0	2.01	0
ENSMMUG00000010381	3.75289	0	0	16.5018	3.01	0	9.75693	0	6.47728	0	0	10.8595	0	44.0911	8.64078	0	0	32.6249	5.37192	10.9315
