gene	21373_7_20	21373_7_37	21373_7_60	21373_7_102	21373_7_106	21373_7_139	21373_7_152	21373_7_160	21373_7_166	21373_7_169	21373_7_175	21373_7_183	21373_7_202	21373_7_204	21373_7_216	21373_7_221	21373_7_225	21373_7_239	21373_7_254	21373_7_262	21373_7_271	21373_7_279	21373_7_304	21373_7_317	21373_7_327	21373_7_340	21373_7_346	21373_7_354	21373_7_358	21373_7_369	21373_7_377	21373_7_381
ENSMMUG00000016486	0	26.02	6.03706	0	0	63.0586	12.01	21.02	0	3.19225	26.01	3.01164	24.0327	153.041	1.01	0	0	48.02	45.0489	6.01	0	3.01091	67.0291	0	0	1.01203	2.01147	3.01137	1.01054	1.01071	22.0206	0
ENSMMUG00000021795	36.01	74.1859	48.02	0	26.01	118.02	0	78.0199	0	21.02	101.617	52.0546	81.02	0	58.02	4.01	17.2385	27.02	21.01	46.02	245.02	249.02	90.02	60.01	122.02	0	151.02	55.02	12.0201	65.8077	94.02	16.02
ENSMMUG00000020187	25.01	30.7118	212.01	86.01	55.0009	81.01	91.01	90.01	1.01	22.01	108.01	0	23.7988	62.6722	10.01	129.104	0	56.01	0	116.01	0	192.431	195.041	68.01	87.01	0	94.01	103.081	0	73.01	19.01	25.01
ENSMMUG00000016904	0	0	0	0	0	0	0	13.1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.01	0
ENSMMUG00000021087	33.01	283.01	215.01	226.01	3.01	331.01	344.01	290.01	69.01	98.01	496.01	56.01	228.764	138.01	137.01	364.01	3.01	762.01	503.109	477.01	139.01	291.01	398.762	341.666	301.01	0	317.01	290.01	295.01	361.01	113.01	64.01
ENSMMUG00000003650	34.01	56.01	88.01	86.01	78.02	52.01	0	0	0	12.01	0	0	56.01	86.01	39.01	127.02	1.02	0	278.01	108.01	0	0	0	0	0	0	3.01	0	0	61.01	61.01	2.02
ENSMMUG00000019330	0	1.01	0	0	0	50.1635	0	0	0	6.01	26.01	0	0	0	0	0	0	85.01	0	80.01	0	0	2.01	0	0	0	90.01	0	0	0	0	13.01
ENSMMUG00000003718	0	0	0	28.01	0	0	0	13.01	0	0	0	0	7.01	0	0	0	0	0	0	28.01	0	0	27.01	0	0	2.01	0	0	0	0	0	10.01
ENSMMUG00000031113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	0	0	0
ENSMMUG00000031255	0	5.83967	4.87942	8.83881	14.1771	6.59594	14.0067	4.88245	47.3783	1.08471	11.8205	5.71082	4.01	1.44805	0	7.10395	8.01	14.8655	8.12095	8.05595	9.61607	5.71677	9.84111	7.20869	3.57849	15.9793	6.42462	7.73849	5.91747	2.41694	1.03068	4.01
ENSMMUG00000030048	0	7.44207	3.15341	5.63987	0	29.4854	13.912	11.4678	4.08275	1.04884	12.2171	1.09818	0	3.41697	0	0	0	0	3.73111	7.06603	3.98774	0	2.42318	0	33.6296	9.9288	0	1.08538	14.7103	0	0	0
ENSMMUG00000012643	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0
ENSMMUG00000023750	0	36.01	9.01	24.01	0	0	93.01	10.01	0	1.01	0	0	14.01	0	2.01	2.01	6.01	3.01	68.01	0	0	0	36.01	0	0	29.01	8.01	21.01	2.01	82.01	24.01	1.01
ENSMMUG00000022670	0	19.01	154.01	0	0	0	0	0	0	0	0	0	29.01	2.01	0	0	0	0	25.01	0	0	0	0	0	43.01	0	1.01	53.01	10.01	19.01	0	0
ENSMMUG00000021382	3.01	1.01	115.02	75.01	108.074	9.02	4.01	73.02	12.0248	19.02	16.02	0	80.04	30.02	79.04	43.02	83.0351	183.105	87.02	45.02	190.019	11.01	71.02	253.04	14.01	30.02	85.03	98.02	55.02	105.02	31.03	28.02
ENSMMUG00000029916	0	0	0	0	0	1.01	0	0	0	1.01	0	0	0	0	0	0	0	0	0	3.01	0	0	1.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000003103	11.02	0	24.0965	0	0	0	0	53.0225	0	6.02	0	0	21.01	0	0	0	3.01	0	187.01	0	0	0	57.02	0	0	0	0	0	0	42.02	0	0
ENSMMUG00000022630	18.01	96.02	0	189.03	64.02	0	0	23.02	0	3.01	0	0	0	43.02	29.02	0	2.01	0	0	0	11.01	0	0	43.02	0	65.02	51.02	0	0	112.01	22.02	0
ENSMMUG00000013342	0	0	0	0	0	0	2.04617	0	0	4.01	0	0	0	0	0	0	0	0	0	52.01	0	0	0	0	0	1.01	0	0	0	0	0	0
ENSMMUG00000009745	11.01	14.01	0	6.01	0	0	0	27.01	0	7.01	36.01	0	0	59.01	0	0	6.01	0	0	32.01	0	0	0	67.01	0	0	1.01	119.01	90.01	51.01	0	29.01
ENSMMUG00000018562	0	0	0	0	0	98.1449	12.01	32.01	0	0	44.01	0	4.01	0	0	0	21.01	0	0	0	0	0	0	0	0	0	40.01	74.01	0	17.0331	0	0
ENSMMUG00000000850	0	0	0	0	72.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.01	0	0	0	13.01	0
ENSMMUG00000018717	0	0	0	0	0	9.01	127.03	0	0	17.6533	0	0	3.16485	4.01	0	0	0	0	0	22.01	0	0	0	5.08665	0	4.01	17.03	4.01	0	0	3.01	0
ENSMMUG00000018689	1.01	18.01	102.01	0	0	66.01	65.01	45.01	1.01	12.01	129.01	0	100.02	53.01	17.01	0	0	0	74.01	60.02	0	45.02	2.01	237.01	24.01	0	142.02	73.01	0	113.02	40.01	0
ENSMMUG00000002911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.02	0	0	0	0	0	132.01	0	0	0	30.0302	0	0	0	0	0	0	0
ENSMMUG00000008532	3.01	29.01	0	72.6894	10.22	2.01	34.01	1.01	35.01	3.01	23.01	11.01	20.01	24.5601	0	0	69.1181	56.02	18.01	20.5376	17.01	0	44.01	75.01	78.3054	22.01	18.01	52.0773	54.02	16.01	0	0
ENSMMUG00000028776	0	0	0	0	0	0	0	0	0	0	14.01	0	0	0	0	0	0	0	0	14.318	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016875	67.02	133.02	379.03	77.02	261.182	259.242	18.01	289.02	0	61.02	72.03	423.02	160.273	402.03	9.01	257.03	78.02	576.03	509.297	26.01	29.01	101.02	143.02	105.01	356.569	92.03	205.02	104.03	112.995	174.02	78.02	24.02
ENSMMUG00000019265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007159	0	0	25.01	0	0	0	0	87.01	0	0	0	0	7.01	39.01	46.01	0	0	174.01	0	69.01	121.01	0	48.01	0	0	58.01	52.01	8.01	0	0	27.01	0
ENSMMUG00000022533	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	21.01	0	0	0	0	0	0	104.01	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000010989	1.01	11.01	0	20.01	0	1.01	0	25.0201	2.21546	5.03271	0	22.8292	10.3782	21.0278	0	1.01	1.01	0	1.03758	0	0	0	31.0458	21.6708	71.05	1.28719	0	22.01	96.1014	0	0	4.01
ENSMMUG00000029898	1.01	53.0283	9.01	67.7856	24.01	21.0725	13.01	66.436	0	9.01	30.01	136.904	29.01	123.65	36.8432	19.6498	53.01	61.01	35.01	13.01	107.331	65.01	39.8749	61.01	130.405	32.7257	38.2878	61.01	68.01	16.01	26.01	3.01
ENSMMUG00000032040	0	31.6184	59.6845	49.3843	36.5674	13.8132	30.9203	22.5169	54.5809	16.8819	29.8581	54.928	10.7702	24.5718	14.2935	14.2742	41.2859	19.8173	33.0063	32.3942	54.8818	40.6631	26.103	17.3822	42.8199	41.1739	35.0559	50.0842	37.5342	12.1644	23.8505	3.39365
ENSMMUG00000019929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15529	0	0	0	0	0	0
ENSMMUG00000009773	0	45.01	113.01	0	14.01	16.01	0	46.02	23.01	31.01	80.02	48.01	37.01	165.02	0	8.01	0	0	87.02	159.019	27.01	121.01	122.01	107.207	131.049	0	91.01	0	228.01	13.01	1.01	20.02
ENSMMUG00000018473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010429	0	20.01	0	0	2.05283	0	0	0	0	2.01	0	0	0	24.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMMUG00000021070	4.01	37.02	0	0	0	0	0	0	0	0	0	0	14.01	0	0	17.01	75.01	0	0	0	181.01	0	0	0	0	44.01	29.01	0	0	0	0	0
ENSMMUG00000030667	0	0	0	0	1.01	5.08782	0	2.02881	0	0	1.01372	15.4713	0	0	1.01	0	0	0	0	4.01	0	0	0	1.01	2.01296	0	3.08363	0	0	0	0	1.01
ENSMMUG00000016832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.01	0	0	0	0	0	0	0
ENSMMUG00000031193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030901	12.0226	6.01445	10.0192	2.01125	1.01	24.0442	4.01231	4.01202	1.01197	9.01716	5.01371	4.01324	9.04149	9.02376	5.01337	9.01903	4.01252	14.0244	14.0242	15.0263	6.01272	7.9447	14.0233	6.01588	10.0184	1.01224	15.0289	2.01118	24.0379	18.033	9.01	7.01405
ENSMMUG00000031040	0	0	48.3628	0	0	0	27.1273	0	0	0	0	0	0	0	0	0	30.01	0	0	0	0	0	17.0136	0	0	0	0	0	0	0	0	0
ENSMMUG00000020100	202.01	1198.01	1544.51	930.01	55.01	1135.53	1107.01	976.827	82.01	270.01	941.329	1479.01	1213.01	1542.12	643.01	1114.71	77.3556	2463.15	1463.48	1348.01	168.941	1404.66	1071.29	498.01	1991.03	108.273	1250.23	1058.95	919.601	1079.72	337.01	431.076
ENSMMUG00000005199	0	0	0	0	0	39.01	18.01	30.01	0	2.01	24.01	225.01	0	5.01	0	0	0	0	0	9.01	173.01	0	84.0235	0	0	60.01	71.01	54.01	0	0	0	10.01
ENSMMUG00000010824	19.01	0	80.2144	0	0	139.01	16.01	74.01	0	23.01	24.01	0	59.01	49.01	34.01	0	0	0	127.289	92.01	0	71.01	90.01	2.01	0	0	5.01	0	0	97.4542	0	49.01
ENSMMUG00000000603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029427	3.75725	4.9048	20.3563	11.7384	49.1519	19.6041	42.061	16.4224	83.0425	9.7173	10.6292	24.0502	13.685	16.1649	6.64538	14.8988	0	6.57617	22.7775	7.86581	100.225	7.47123	2.53897	26.9346	21.2523	30.1041	35.7134	3.36624	4.44878	9.85522	8.01224	2.61033
ENSMMUG00000013841	2.01	21.02	4.01	0	73.01	0	0	0	0	7.01	0	0	0	0	5.01	0	0	49.01	0	23.01	0	0	0	64.01	0	0	11.02	0	0	0	0	0
ENSMMUG00000029465	3.01	0	0	0	0	0	0	7.32065	0	0	0	0	0	0	0	0	0	2.36741	0	0	0	0	0	0	0	0	1.33413	0	0	0	0	0
ENSMMUG00000023748	14.01	272.01	0	5.07808	0	458.567	33.01	0	9.01	8.01	10.01	0	99.01	120.01	120.01	188.01	1.01	68.01	0	179.01	1.01	0	0	48.01	0	457.671	3.01	1.01	0	61.01	41.01	6.01
ENSMMUG00000001866	0	0	0	22.01	0	0	29.01	0	0	8.01	0	107.01	12.01	0	0	0	50.01	0	0	0	0	0	0	0	0	0	2.01	28.01	0	0	7.01	18.01
ENSMMUG00000013735	23.01	15.01	104.02	0	0	88.02	75.01	55.01	0	3.01	0	119.01	111.438	132.02	31.02	25.01	1.01	288.02	46.01	95.01	28.01	172.01	128.02	136.715	135.02	2.01	102.02	51.01	71.02	148.02	52.01	12.01
ENSMMUG00000008003	13.01	10.01	0	39.01	0	38.01	0	0	0	15.01	36.01	0	27.01	57.01	6.01	0	0	0	0	44.01	0	0	0	0	0	0	104.01	0	0	58.01	0	0
ENSMMUG00000006553	0	0	0	51.4168	0	0	0	0	0	0	0	3.01	0	93.02	3.01	0	80.358	0	0	0	0	2.01	16.01	0	1.01	50.01	31.02	0	0	0	0	7.02
ENSMMUG00000010699	0	76.01	102.707	73.722	0	99.5864	1.01	33.1283	1.01	5.01	4.01	7.01	82.3699	25.2113	0	96.4379	142.76	0	3.01	0	34.2667	372.336	0	0	0	13.01	70.6763	2.01	0	0	24.01	0
ENSMMUG00000030032	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000619	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1501	0	0	0	0	0
ENSMMUG00000012387	0	0	0	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.01	0	66.01	0	0	0
ENSMMUG00000010146	15.02	58.02	0	0	0	17.02	0	209.019	0	12.02	52.02	0	84.02	104.02	0	50.02	0	0	141.02	49.02	0	57.02	80.02	190.02	68.02	0	254.02	1.01	0	159.02	142.02	0
ENSMMUG00000009570	7.01849	1.1792	3.24245	0	0	0	0	2.81594	0	4.02097	2.25298	0	0	1.12034	0	0	2.6304	1.10931	1.07313	0	0	0	10.9172	1.14469	1.17535	14.3222	3.07515	0	1.61569	1.13646	0	0
ENSMMUG00000012937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010516	0	0	12.0188	0	55.01	0	0	10.01	0	0	15.01	0	4.01	0	0	10.01	0	0	0	0	0	0	0	0	0	0	1.01	0	47.01	0	0	0
ENSMMUG00000008563	0	4.01	0	0	0	0	0	0	0	2.01	3.01	0	1.01	15.01	0	0	0	16.01	0	0	0	33.01	0	22.1162	0	3.01	19.01	4.01	0	0	0	0
ENSMMUG00000015800	0	0	0	34.9455	65.7756	99.5589	79.7628	38.7758	0	18.01	2.13823	1.01	44.3573	101.01	1.01	22.3255	1.05448	0	64.4787	20.637	60.4764	0	161.684	214.057	20.1232	2.76107	133.78	116.025	10.31	0	13.01	112.192
ENSMMUG00000003474	48.01	0	121.01	0	1.01	304.212	151.01	0	0	70.02	0	69.01	0	0	4.01	0	0	127.02	70.01	0	0	214.02	45.01	0	0	1.01	232.01	0	0	0	45.01	0
ENSMMUG00000030505	1.20178	0	4.8394	2.67473	3.52619	4.86235	1.27049	1.14416	0	1.23153	1.17254	12.256	3.28361	0	0	0	31.6593	4.00187	1.20754	1.16934	14.6024	0	1.85067	4.54965	5.08165	8.71907	3.6597	1.23994	1.97175	1.14219	3.03557	1.43783
ENSMMUG00000016887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000001916	47.01	182.01	253.01	32.01	44.01	187.01	125.01	516.01	0	30.01	172.01	178.01	408.01	119.01	112.01	480.01	0	141.01	335.638	314.01	170.01	244.335	466.106	11.01	247.01	0	470.01	366.01	134.01	552.087	156.01	82.01
ENSMMUG00000032267	5.85999	0	0	0	0	0	10.0866	0	0	0	0	4.35054	0	1.33829	0	0	0	7.50735	1.9523	0	6.66216	0	0	1.16419	1.02679	4.08481	0	0	3.12766	4.10746	4.88336	0
ENSMMUG00000004321	0	0	0	87.01	0	0	0	64.01	0	0	0	0	0	0	12.01	7.01	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	23.01	0
ENSMMUG00000014244	0	0	41.02	0	0	0	0	15.01	0	0	28.01	0	0	45.02	0	0	0	9.01	0	43.01	0	82.03	0	0	0	0	31.02	1.01	1.01	0	20.01	0
ENSMMUG00000016347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000769	0	3.18474	0	1.01	0	0	0	0	0	7.01	0	0	0	1.01	0	0	0	0	0	0	13.01	0	14.01	0	0	3.01016	4.01039	1.01	0	0	1.01	0
ENSMMUG00000023374	33.01	199.01	230.763	206.01	1.01	445.56	459.516	345.606	17.01	72.01	245.01	340.359	390.679	283.193	187.01	344.781	135.302	610.01	507.699	230.01	107.096	637.262	329.205	109.204	699.208	144.33	319.019	393.622	330.01	281.179	156.01	104.01
ENSMMUG00000001874	57.01	71.01	243.97	35.01	0	120.01	70.01	230.01	0	53.01	151.01	84.01	99.01	250.01	88.01	164.01	25.0182	62.01	266.01	65.4069	49.01	229.948	345.01	30.01	44.01	0	372.01	108.01	184.85	197.469	50.01	4.01
ENSMMUG00000019701	0	0	0	0	0	0	0	42.01	0	9.01	39.01	0	21.01	0	0	0	27.01	0	0	0	0	0	0	45.01	132.01	0	30.01	0	0	0	0	0
ENSMMUG00000014656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008691	165.01	430.01	909.01	587.01	109.01	1103.65	1074.37	892.01	80.01	287.01	863.343	700.149	728.01	831.01	520.02	798.01	11.01	978.02	1271.01	529.01	23.01	1029.23	727.01	160.01	1665.28	61.01	816.02	457.253	1098.01	1112.01	191.02	141.01
ENSMMUG00000020474	90.01	231.01	737.928	309.01	1.01	588.01	914.01	486.712	0	99.01	364.01	349.01	255.01	513.01	208.01	260.01	8.01	241.166	500.953	524.925	38.01	1693.95	206.01	262.836	674.261	0	327.01	775.79	715.01	1066.92	228.01	24.01
ENSMMUG00000000653	111.01	478.01	1411.09	997.01	0	907.01	1047.01	1278.01	2.01	260.01	758.01	841.01	759.01	984.01	401.01	1254.01	2.01	1116.01	837.01	850.01	512.896	1303.01	1084.01	113.01	1345.88	99.01	1030.01	1487.94	623.01	723.01	320.01	110.01
ENSMMUG00000004486	12.01	55.01	19.01	0	31.01	42.01	0	0	0	12.01	14.01	5.01	0	15.01	0	0	17.01	48.01	0	38.01	0	178.064	36.01	207.01	2.01	0	0	52.0243	36.01	0	6.01	1.01
ENSMMUG00000017668	0	0	0	0	0	0	65.01	0	0	7.01	0	0	3.01	21.01	0	0	0	0	21.01	0	0	0	0	0	0	0	21.01	0	0	0	0	0
ENSMMUG00000030889	8.01	9.01	40.01	5.01	0	0	0	14.01	0	9.01	31.01	0	25.01	14.01	9.01	5.01	0	0	2.01	1.01	0	38.01	0	0	0	8.01	28.1477	2.01	0	24.01	34.01	0
ENSMMUG00000019529	225.02	519.703	714.02	158.333	46.02	372.02	634.819	1402.89	18.03	50.01	606.205	257.122	1104.02	882.02	379.02	437.72	159.03	770.361	1106.02	1027.03	154.138	323.248	833.251	92.1021	342.738	26.02	1324.03	1029.03	908.996	848.03	88.02	221.72
ENSMMUG00000029879	0	2.01	0	1.01	6.1788	3.12477	0	0	35.4644	0	6.67674	0	0	0	3.01	0	2.0154	5.3163	0	0	2.33084	2.27931	1.01	1.01	4.98209	5.35766	3.01816	13.6478	3.01	2.02384	0	1.01
ENSMMUG00000030253	6.84266	15.2116	54.805	39.957	1.01	76.4175	32.3097	25.2745	0	12.1341	31.4917	12.9119	37.3134	71.5685	21.6717	40.1002	4.01	50.7206	41.3144	22.1377	22.6282	64.0279	60.2457	16.6765	51.2473	3.566	30.3763	39.5021	17.6268	38.5969	13.01	5.40392
ENSMMUG00000003397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01
ENSMMUG00000005080	0	40.01	0	169.01	28.01	0	0	99.01	0	2.01	66.01	122.01	29.01	108.01	7.01	63.01	0	210.01	87.01	123.418	0	68.01	20.01	102.693	13.01	31.01	4.01	87.01	65.01	110.01	0	3.01
ENSMMUG00000000383	6.01	0	0	53.01	0	32.01	7.01	0	9.01	15.01	22.01	0	13.01	0	17.01	24.01	0	0	0	69.02	0	58.01	43.01	80.0711	0	9.01	32.01	0	0	148.02	0	0
ENSMMUG00000018903	3.01	47.0587	6.01	2.01	54.01	96.02	9.01269	117.02	0	16.01	3.01	28.01	37.01	3.01	1.01	0	2.01	123.01	107.03	90.01	0	0	44.01	8.01	1.01	11.01	78.02	86.01	0	19.01	0	14.02
ENSMMUG00000015885	0	0	0	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	16.01	0	0	1.01
ENSMMUG00000009843	1.01	2.01	11.01	0	0	0	10.01	4.81811	0	0	4.98341	17.9055	0	22.6829	0	0	5.01	0	2.79609	5.96216	3.01	2.01	5.01	0	0	0	6.94858	13.01	2.01	10.7826	3.01	0
ENSMMUG00000032587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000914	0	0	0	99.01	0	0	0	0	0	5.01	0	0	5.01	19.01	0	0	0	0	0	0	0	28.01	8.01	6.01	39.01	2.01	0	0	0	18.01	0	0
ENSMMUG00000006188	0	0	1.01	0	0	0	0	1.01	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	1.21166	0	2.15744	0	3.01	0	0	0	0	0
ENSMMUG00000029441	0	2.01	0	0	4.35417	0	10.2621	0	12.7425	1.145	1.089	20.4558	1.88635	1.14815	1.0152	9.05099	0	0	25.699	5.11241	0	10.415	3.18193	1.13206	4.04122	7.37935	1.21712	5.44795	0	0	1.06256	0
ENSMMUG00000023708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008157	0	0	0	0	0	0	19.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012496	0	0	0	0	0	0	0	0	0	0	0	0	0	10.01	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001153	0	0	0	0	0	0	119.01	2.01	0	8.01	0	0	0	38.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005579	0	21.01	0	0	0	0	0	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	45.0155	0	21.01	0	1.01	0	0	0	0	0
ENSMMUG00000022812	110.01	194.01	107.01	0	15.01	316.01	231.01	164.01	0	46.01	387.01	160.01	349.01	177.01	3.01	170.01	6.0173	1.01	605.01	18.01	23.01	288.738	305.01	159.01	103.01	51.01	208.02	145.01	382.01	104.01	0	33.01
ENSMMUG00000001001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016659	4.01	42.01	13.01	0	250.02	0	15.01	24.02	0	3.01	4.01	15.0451	0	9.01	10.01	124.02	0	63.02	157.01	0	0	287.02	91.02	0	20.2236	84.01	49.02	4.01	0	97.02	1.01	6.02
ENSMMUG00000029105	10.01	23.01	6.01	0	49.01	52.01	36.01	148.01	0	23.01	88.01	0	71.01	153.01	0	0	1.01	205.01	19.01	56.01	136.01	149.01	125.01	467.828	135.01	0	125.01	49.01	199.01	70.01	47.01	55.01
ENSMMUG00000019847	0	0	0	0	1.01224	1.01	1.01661	0	0	0	0	0	1.01557	1.01579	0	0	0	1.01	0	0	3.01485	1.02062	0	0	0	1.03259	1.01393	0	0	0	0	0
ENSMMUG00000008946	3.01	0	0	0	0	1.01	0	41.01	0	6.01	0	0	1.01	0	0	0	40.01	0	0	0	1.01	0	0	0	0	0	14.538	109.01	0	45.01	0	0
ENSMMUG00000016814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000023814	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	91.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003269	0	46.01	134.01	60.02	1.01197	32.01	145.01	53.01	0	20.02	1.01	171.01	0	1.01	28.01	83.01	16.01	29.01	72.01	0	8.01	0	222.064	0	24.0176	28.01	67.01	0	0	1.01	32.01	0
ENSMMUG00000014755	0	0	55.01	0	422.01	14.01	0	25.01	74.01	11.01	0	0	0	4.01	8.01	0	0	0	0	0	16.01	0	74.01	61.01	35.01	1.01	12.01	5.01	0	0	0	0
ENSMMUG00000009868	0	2.01	0	5.01	14.01	0	0	4.01931	0	1.01	0	0	0	0	0	9.01	0	0	0	0	0	11.01	0	2.01	0	0	0	0	0	0	0	4.01
ENSMMUG00000022831	0	52.01	127.098	56.01	21.01	167.01	0	0	0	6.01	57.02	139.856	30.01	51.01	3.01	7.04754	40.0328	126.01	35.01	63.01	74.01	109.01	60.01	0	91.01	0	48.01	90.01	0	118.01	0	37.01
ENSMMUG00000012011	0	66.01	0	32.01	0	84.01	37.3252	0	0	6.01	33.01	3.01	10.01	0	95.01	0	0	0	0	5.01	68.01	6.01	81.01	33.01	60.01	37.01	1.01	0	2.01046	74.01	2.01	1.01
ENSMMUG00000007671	4.01	86.01	25.1411	0	0	74.01	19.01	4.01	0	11.01	16.01	0	28.01	76.01	38.01	22.01	0	143.01	124.01	80.01	0	24.01	79.01	19.01	290.01	71.01	3.01	0	0	0	0	18.01
ENSMMUG00000015034	1.01	2.01	72.01	0	3.01	0	32.01	9.01	0	0	0	13.01	0	2.01	10.02	0	0	0	0	0	2.01129	47.01	0	0	0	0	14.01	0	0	0	0	0
ENSMMUG00000015740	0	0	0	78.01	0	16.01	66.01	0	0	10.01	1.01	0	10.01	0	1.01	23.01	0	282.01	308.01	92.01	46.0408	180.01	59.01	261.323	0	39.01	47.01	177.01	0	57.01	23.01	27.01
ENSMMUG00000015809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007976	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	0	0	0	30.01	0	0	0
ENSMMUG00000012741	14.01	71.01	62.01	37.01	0	101.01	106.01	62.01	0	19.01	12.01	71.01	100.01	40.01	69.01	30.01	17.01	127.23	170.278	107.01	12.01	68.01	73.01	58.01	56.6191	0	56.01	0	72.01	181.01	35.01	9.01
ENSMMUG00000011170	0	0	0	0	0	0	0	0	38.0278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	31.01	0	0	0
ENSMMUG00000015141	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001745	1.01	28.01	57.01	6.01	0	0	0	46.01	0	7.01	0	1.01	15.01	113.01	1.01	0	44.0193	59.01	0	2.01	4.01	0	125.01	1.01	0	0	1.01	18.01	0	93.01	0	0
ENSMMUG00000029259	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001008	0	1.01	0	50.01	21.01	36.02	50.01	65.02	0	23.03	85.0788	0	37.02	12.01	14.01	190.03	0	23.01	102.01	81.2114	24.01	0	84.01	0	34.02	36.02	38.02	13.01	0	0	5.01	33.01
