gene	21373_7_20	21373_7_37	21373_7_60	21373_7_102	21373_7_106	21373_7_139	21373_7_152	21373_7_160	21373_7_166	21373_7_169	21373_7_175	21373_7_183	21373_7_202	21373_7_204	21373_7_216	21373_7_221	21373_7_225	21373_7_239	21373_7_254	21373_7_262	21373_7_271	21373_7_279	21373_7_304	21373_7_317	21373_7_327	21373_7_340	21373_7_346	21373_7_354	21373_7_358	21373_7_369	21373_7_377	21373_7_381
ENSMMUG00000018187	20.03	0	0	0	0	32.9749	1.01	0	0	4.01	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	28.02	0	0	0	0	0	0
ENSMMUG00000030984	0	3.13436	0	1.01854	1.01767	0	0	0	0	1.02599	0	0	0	1.02607	1.01698	1.10406	0	0	0	1.01665	0	4.05062	2.02336	1.01865	2.02899	0	2.0355	1.01602	1.019	1.02011	0	0
ENSMMUG00000012022	2.05794	10.8241	21.3672	136.005	31.0709	10.4745	95.6263	5.26095	52.2256	3.30047	4.28956	157.578	9.75417	61.0043	4.80989	44.8406	36.8608	34.3618	16.2496	11.7418	42.76	16.112	20.258	10.8077	122.648	25.4762	76.8144	100.583	137.522	26.0714	8.01	0
ENSMMUG00000003470	0	0	0	0	0	0	0	0	0	0	4.01	0	0	22.01	3.01	0	1.01	0	29.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010973	0	7.01	0	0	0	0	105.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.01	0	0	0	0	0	46.01	0	0	14.01
ENSMMUG00000018435	0	0	0	2.07938	0	3.08623	1.09217	6.09231	0	0	3.05805	4.04937	2.01232	0	0	0	3.23301	0	1.0174	2.03033	0	0	6.09057	0	0	0	2.04607	9.23761	1.02714	5.13161	2.02148	0
ENSMMUG00000002506	0	0	0	170.01	0	0	37.01	5.01	0	1.01	22.01	0	0	2.01	4.01	0	223.662	0	0	66.01	166.01	0	29.01	0	0	4.01	1.01	0	0	0	0	6.01
ENSMMUG00000004216	19.01	99.01	216.01	62.6917	0	299.01	0	55.01	0	84.01	226.01	0	61.01	111.69	38.01	130.01	0	246.01	4.01	0	0	2.01	64.2798	0	133.01	15.0272	55.01	87.01	53.1352	227.01	73.01	8.01
ENSMMUG00000022171	2.01	0	0	0	0	0	0	0	0	0	0	59.01	0	7.01	0	0	0	0	0	0	0	0	0	0	0	21.01	0	0	0	0	13.01	0
ENSMMUG00000021563	0	75.01	128.01	21.01	0	53.01	25.01	82.01	0	41.01	94.01	14.01	88.01	143.01	0	0	0	273.01	64.01	61.01	0	0	46.01	69.01	0	37.01	101.207	21.01	57.01	206.01	14.01	17.01
ENSMMUG00000032606	0	3.27255	0	0	0	3.01	8.20667	0	0	0	6.70651	0	6.96684	1.64399	0	0	0	0	3.72101	5.32118	0	0	3.41416	7.24702	0	0	0	8.63955	0	0	0	0
ENSMMUG00000015201	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000015862	6.01	7.02	0	52.4467	0	0	44.01	8.01	0	0	7.02	66.1399	0	12.01	0	10.01	14.01	15.01	50.01	12.01	0	20.01	1.01	0	81.01	42.01	6.06271	16.01	31.01	103.01	0	0
ENSMMUG00000023558	9.01	34.02	131.038	63.7158	32.01	1.01	0	174.07	0	14.01	47.01	79.01	52.8178	0	0	19.0457	0	16.1334	118.607	0	0	116.02	40.2446	47.01	53.0187	0	1.01	138.616	0	126.647	0	20.4941
ENSMMUG00000017423	15.01	208.019	163.02	17.01	0	0	43.0394	0	6.01	20.01	46.0231	157.02	0	84.02	25.01	34.01	8.01	171.02	152.02	138.645	7.03392	264.087	231.02	0	125.023	15.01	100.01	0	34.01	0	29.02	11.01
ENSMMUG00000021358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01	0	0	0	0
ENSMMUG00000018787	25.01	8.01	112.01	6.01	77.321	58.01	0	34.01	0	8.01	33.01	164.01	58.01	29.01	32.01	0	42.058	4.01	8.01	0	1.01	264.01	9.01136	0	68.01	53.8983	134.01	30.01	52.01	9.01	0	19.01
ENSMMUG00000023366	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011953	0	0	0	102.01	0	59.01	0	0	0	27.01	0	0	105.01	0	33.01	182.01	0	0	0	48.01	0	0	53.01	0	0	0	1.01	0	0	0	0	21.01
ENSMMUG00000001011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006215	0	0	0	0	0	42.01	16.01	40.01	0	7.01	29.01	50.01	0	0	0	0	0	0	0	30.01	0	15.01	64.0345	0	0	11.01	0	0	0	0	0	3.01
ENSMMUG00000021685	21.01	61.01	120.01	0	5.01	0	131.01	27.01	0	11.01	20.01	195.01	0	178.01	55.01	0	0	106.01	59.01	11.01	2.01	226.01	122.01	81.01	115.01	0	16.02	114.01	13.01	0	0	20.01
ENSMMUG00000013773	0	0	0	0	0	0	1.01	0	0	1.01	0	11.1639	0	1.01	0	0	0	1.01	0	0	3.01	0	0	1.01	0	3.01	1.01	5.01	0	2.01	0	0
ENSMMUG00000007089	1.494	1.74194	11.8241	9.28542	7.62136	6.34194	10.2357	4.22943	49.3954	13.9006	2.63766	6.04819	6.8455	2.20353	4.50622	12.8797	32.6547	2.39217	8.47336	11.2791	36.6802	16.0711	12.4841	1.14318	3.24589	34.0525	30.3466	26.7955	7.32954	7.6015	5.35809	1.90744
ENSMMUG00000011732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	35.01	0	0	0	0	0	0	0	0
ENSMMUG00000012991	0	0	0	0	0	0	0	1.01117	0	0	0	0	0	1.01237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01285	0	0
ENSMMUG00000004093	19.01	61.02	148.01	86.01	0	125.02	29.01	47.01	0	16.01	7.01	0	34.01	19.01	23.01	66.01	1.01	89.02	140.01	20.01	0	159.02	11.01	0	53.01	0	154.01	59.01	97.02	0	11.01	11.01
ENSMMUG00000009728	0	5.35673	1.16098	0	0	3.54985	0	2.23378	4.02609	0	0	0	0	0	0	0	0	0	0	9.01	21.5866	0	0	0	10.8269	0	0	0	0	1.05998	0	0
ENSMMUG00000013872	17.01	95.01	145.01	42.01	0	47.01	106.01	175.01	0	29.01	115.01	0	128.01	191.01	67.01	43.01	11.01	504.01	445.01	102.01	0	174.01	74.01	50.01	0	0	213.01	0	55.01	87.01	47.01	20.01
ERCC-00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017467	0	0	0	6.01	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.01	0	0	0	0
ENSMMUG00000008856	0	0	0	13.01	75.01	0	10.01	0	23.01	0	5.01	23.01	0	5.01	0	15.01	0	29.01	6.01	0	0	14.01	34.01	0	0	2.01	9.01	0	0	0	0	0
ENSMMUG00000013984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018478	0	0	0	0	0	0	0	0	0	0	0	0	14.01	0	0	0	0	132.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018547	10.01	21.01	68.01	0	1.01	6.01	46.0113	77.01	0	14.01	0	76.01	0	15.01	30.01	62.01	146.01	0	63.01	37.01	0	0	41.01	0	65.01	3.01	11.01	0	0	58.01	0	17.01
ENSMMUG00000015089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005679	2.09608	4.28438	15.9991	14.2963	5.95138	4.24032	5.38119	18.9645	0	7.57194	24.2975	12.8966	21.417	12.0459	11.2154	10.2969	0	24.3357	10.7825	7.81548	3.1113	15.0899	7.2223	23.1598	5.59487	0	24.7739	10.2509	11.6426	19.8747	6.01	6.16512
ENSMMUG00000031204	9.06766	107.002	130.55	66.61	13.6657	119.693	100.419	50.2032	0	14.9944	159.292	72.5146	92.3638	87.0009	56.1496	144.187	0	101.332	198.166	50.8847	42.2837	39.2291	182.275	78.1807	134.12	22.1712	80.5961	94.8734	150.651	61.0737	19.1692	0
ENSMMUG00000005382	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	37.01	43.01	0	0	0	1.01	0	0	0	4.01	9.01
ENSMMUG00000006943	109.01	311.01	457.01	681.01	25.01	257.01	618.01	492.253	0	85.01	561.01	278.01	217.01	451.01	240.01	375.597	13.01	915.01	410.01	178.01	187.142	300.01	621.01	231.083	638.697	53.01	415.01	465.01	644.9	381.01	52.01	83.01
ENSMMUG00000020841	0	0	0	0	0	0	0	0	0	8.01	12.01	0	36.01	24.02	0	0	0	51.01	0	0	173.01	0	0	0	0	0	0	0	23.01	61.01	0	12.01
ENSMMUG00000003409	0	0	0	77.01	0	0	0	0	1.01	15.01	0	0	29.02	0	30.01	0	0	59.01	0	39.01	0	0	0	151.446	0	0	5.01	0	0	0	66.01	0
ENSMMUG00000031395	0	0	18.01	0	0	0	0	0	0	0	0	0	0	0	0	0	32.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007661	0	0	0	0	0	13.01	0	10.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008855	10.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.01	0	0	0	47.01	0	0	0	112.01	0	0	0	0	0
ENSMMUG00000029581	1.43677	0	2.27313	2.24419	3.1742	0	4.11726	0	1.06297	1.18932	0	2.01604	0	0	1.06579	0	2.11847	0	8.05225	0	0	8.35849	0	0	0	1.03958	1.05335	3.34901	3.18271	1.03744	0	0
ENSMMUG00000021461	0	17.01	18.2217	0	0	4.01	0	68.0238	0	0	0	76.0298	11.01	0	0	27.01	0	0	2.01	0	0	5.01	5.01	24.01	0	44.01	0	4.02	0	0	0	0
ENSMMUG00000008763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.01	0	0	0	0	0
ENSMMUG00000013536	0	0	0	0	0	22.01	0	62.01	0	4.01	0	1.01	0	18.01	1.01	0	0	0	0	0	0	0	17.01	0	0	0	1.01	87.01	0	0	0	0
ENSMMUG00000010874	0	0	5.01	0	0	0	1.01	0	0	5.01	7.01	0	0	23.01	9.01	0	0	0	56.01	35.01	0	0	58.01	0	68.0251	0	39.01	0	0	0	23.01	13.01
ENSMMUG00000006075	73.5436	443.727	464.127	234.819	1.01	779.305	473.042	454.196	0	120.785	757.476	609.865	343.667	797.057	218.779	446.965	20.01	679.305	512.999	588.495	53.16	519.217	496.16	341.532	456.246	82.8139	650.778	468.638	876.033	506.833	128.438	104.85
ENSMMUG00000013233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004162	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	107.01	0	0	37.01	0	0	0	0	0	0	0
ENSMMUG00000022899	0	1.01	13.0566	15.01	17.0761	2.01	8.01	3.03643	11.1265	4.01	3.01	4.01	1.01	1.01979	1.01	3.14982	0	4.01	9.01	1.01	4.01959	3.02984	6.01	10.6409	0	2.01	0	12.01	0	3.01	1.01	0
ENSMMUG00000031149	0	0	0	0	0	0	0	5.9909	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014189	0	1.146	1.01076	8.93453	8.81786	0	10.3049	0	10.5437	1.43408	4.04547	24.5922	2.0494	0	0	0	0	0	2.05916	1.83347	1.16423	3.39121	0	0	0	14.5011	2.77715	0	1.01	0	0	0
ENSMMUG00000029204	5.99104	5.24687	12.2558	8.42407	17.4106	9.93131	5.12069	3.06575	23.6014	3.02519	3.09828	16.1601	1.0347	7.99234	3.08455	5.17879	1.01	12.6603	11.1157	3.52559	31.1787	5.23029	9.11296	2.53518	11.7323	20.9489	9.54605	1.30252	14.0033	7.92298	2.68627	2.01
ENSMMUG00000018817	0	62.01	33.01	108.02	0	45.01	76.01	76.01	0	18.01	0	0	59.01	61.0289	0	149.01	0	4.01	170.01	0	10.01	1.01	167.026	0	131.01	8.01	12.0194	2.02565	14.01	36.01	3.01	5.01
ENSMMUG00000021472	6.01	0	23.01	0	0	38.01	41.01	0	4.01191	0	2.01	0	0	0	0	0	0	0	0	0	3.01	45.02	0	0	0	0	10.01	10.01	74.01	0	28.01	0
ENSMMUG00000007783	1.01	95.01	52.01	0	0	67.01	115.01	66.01	0	14.01	15.01	7.01	50.01	44.01	11.01	223.01	22.01	8.01	46.01	20.01	0	0	48.01	0	184.01	0	79.01	179.061	108.01	141.01	38.01	1.01
ENSMMUG00000012384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000031236	7.32393	7.04641	7.40875	17.8812	36.4957	12.4784	24.5492	31.7808	15.6271	2.11063	17.3864	51.8421	14.8332	11.0971	1.20874	17.5534	17.9203	25.6784	33.2565	16.6492	39.8932	32.373	20.5184	10.0584	26.8828	15.8509	19.8134	8.29858	14.5567	9.39854	1.16706	2.09819
ENSMMUG00000002160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009174	15.01	91.01	129.002	72.01	0	0	0	72.0007	0	21.01	18.01	344.397	28.01	61.9894	16.01	1.01	1.01	127.01	117	0	163.01	0	34.01	26.01	278.315	0	50.01	223.975	118.01	62.01	0	0
ENSMMUG00000017905	0	22.01	49.01	62.01	0	88.01	21.01	73.01	0	4.01	145.01	38.01	28.01	128.01	21.01	35.01	0	0	87.01	36.01	0	61.01	0	0	31.01	0	59.01	0	0	66.01	13.01	0
ENSMMUG00000030919	0	0	5.33194	0	1.08443	3.19421	1.04411	1.03943	0	2.18536	0	3.23901	1.04443	1.04645	0	2.11827	1.12235	1.05219	6.36956	1.04679	0	2.09437	0	0	3.19379	1.05854	7.52857	2.09949	2.14072	2.14602	2.21857	0
ENSMMUG00000016458	0	0	8.01	0	0	0	0	0	0	3.01	35.02	0	0	4.01	25.01	0	4.01	153.01	1.01	0	0	0	6.01	0	0	0	1.01	0	0	0	24.01	25.01
ENSMMUG00000021002	15.01	84.01	184.02	0	0	162.02	77.02	56.02	0	26.01	109.02	6.01	59.02	128.02	0	7.01	8.01	291.01	137.02	121.01	113.01	201.938	70.0421	102.812	0	21.01	228.02	370.176	17.01	1.01	52.01	7.01
ENSMMUG00000017858	0	22.01	0	0	0	0	36.01	8.01	0	0	0	0	0	26.01	9.01	28.01	0	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	13.01
ENSMMUG00000020032	0	0	0	63.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000008518	7.01	0	0	78.01	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	46.0545	0	0	0	0	0
ENSMMUG00000031261	0	0	1.01	1.03277	0	1.02531	0	0	0	0	1.03196	1.03299	1.01945	1.01899	0	0	0	0	2.05729	0	0	0	1.03009	0	0	0	0	0	0	0	2.11882	0
ENSMMUG00000002232	3.01	0	0	0	0	0	38.01	1.01	0	2.01	0	85.01	7.01	30.01	5.01	0	4.01	0	56.01	22.01	0	76.0511	0	0	0	1.01	1.01	0	0	0	0	0
ENSMMUG00000021784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000030669	11.3067	10.8543	22.3475	32.8561	70.3547	17.7755	16.9757	21.7193	60.9776	13.3503	53.075	47.2115	11.8162	5.22039	6.31697	12.2583	81.5268	7.03189	3.9508	37.4071	56.3977	17.9246	30.2292	32.1051	127.134	10.3724	22.164	41.0774	37.3155	1.76811	2.69965	6.33061
ENSMMUG00000009393	0	0	0	0	0	0	0	0	0	0	0	0	14.01	0	0	0	0	0	1.01	0	0	0	0	0	0	0	3.01	0	0	0	0	0
ENSMMUG00000016111	12.01	0	0	1.01	0	33.01	124.01	88.01	0	7.01	72.01	0	68.01	2.01	13.01	49.01	0	0	146.01	66.768	0	309.01	132.103	171.206	0	35.01	34.01	0	0	94.01	33.01	31.01
ENSMMUG00000021695	73.9812	342.434	1075.52	157.188	152.01	668.01	400.01	399.01	90.01	126.39	841.062	286.01	325.01	1086.57	278.01	528.467	10.01	575.01	1268.14	337.01	357.01	750.715	445.01	551.679	813.322	68.6237	767.01	500.853	395.01	581.01	164.01	118.01
ENSMMUG00000014270	36.01	129.02	176.01	174.02	67.4955	146.01	19.01	76.01	0	19.02	72.01	260.063	62.0495	121.02	78.6131	108.02	117.142	135.378	535.02	166.01	309.182	540.136	449.431	135.01	202.02	31.02	74.02	70.0722	392.288	84.02	150.01	30.02
ENSMMUG00000004600	0	0	67.01	0	329.179	0	73.01	35.01	359.02	60.01	146.01	0	0	0	0	24.01	31.01	0	0	0	0	105.02	115.02	57.01	0	0	55.02	0	0	79.01	15.01	13.01
ENSMMUG00000015282	0	48.02	69.02	0	0	0	0	68.01	0	0	0	75.02	27.02	0	0	0	0	0	0	0	0	0	64.01	0	0	0	51.01	0	3.01	0	0	19.01
ENSMMUG00000001570	4.01	32.01	0	16.01	0	26.01	0	5.01	0	3.01	40.01	32.01	14.01	43.01	10.01	36.01	3.01	79.01	0	8.01	0	0	0	0	0	22.01	0	40.01	0	25.01	8.01	7.01
ENSMMUG00000015029	0	0	0	0	0	0	77.01	0	0	0	25.01	0	0	0	2.01	0	0	0	0	0	0	0	0	0	119.03	1.01	0	13.01	60.01	0	18.01	0
ENSMMUG00000009198	0	4.01	0	180.01	67.01	0	0	0	29.01	0	0	0	0	0	61.01	3.01	0	0	32.01	0	0	0	9.01	272.188	0	37.01	20.01	0	0	142.01	0	0
ENSMMUG00000018560	0	0	12.1229	2.21493	5.031	0	0	1.01	17.753	2.01	0	16.5634	0	3.18733	1.77431	2.1488	0	0	0	0	15.1669	11.8527	2.01	7.82754	11.4192	6.99275	1.01	9.85448	3.01	11.1327	1.01	0
ENSMMUG00000030044	0	2.61715	11.2076	8.27799	4.6235	0	1.05846	5.95533	12.9553	0	1.1692	1.91489	3.35941	1.0729	2.05299	0	1.08143	5.65013	7.85926	1.01395	23.3942	9.98741	6.28896	10.6356	0	3.5898	2.07579	0	0	3.24267	1.11009	0
ENSMMUG00000019255	1.01	0	0	0	0	1.01	0	0	0	0	0	0	0	1.01	0	9.01	0	0	0	0	0	0	0	0	18.0413	3.01	0	0	0	0	0	6.01
ENSMMUG00000011924	0	0	0	77.01	0	0	93.01	0	0	0	0	9.01	0	10.02	0	0	0	0	11.01	1.01	0	0	12.01	1.01	0	0	47.02	0	37.01	17.01	0	0
ENSMMUG00000019470	0	0	40.01	0	0	0	0	84.01	0	8.01	0	0	65.0333	0	3.01	0	0	0	0	0	24.01	59.01	48.01	0	167.216	0	31.01	2.01	0	91.6639	0	4.01
ENSMMUG00000028717	0	0	0	0	0	0	0	0	0	0	1.01	0	0	17.01	0	0	0	0	0	0	0	0	0	0	0	0	46.01	0	0	0	0	0
ENSMMUG00000014828	27.01	26.01	109.028	0	60.01	0	14.01	0	38.01	3.02	67.01	100.01	64.02	0	11.01	1.01	43.01	7.01	0	0	10.01	0	70.02	8.01	176.133	1.01	19.01	36.01	3.01	30.01	22.01	0
ENSMMUG00000009059	45.01	169.01	257.326	142.01	86.01	24.01	148.946	95.01	0	57.01	96.0957	0	179.01	283.671	27.01	133.01	92.01	221.01	160.01	70.1038	0	160.01	91.0385	151.01	322.01	2.01	205.166	150.01	224.869	57.01	40.01	17.01
ENSMMUG00000019547	0	28.0235	0	141.97	0	93.01	157.01	9.01	0	17.01	23.01	111.01	30.01	0	30.01	44.01	3.01	0	146.01	0	69.01	1.01	43.01	6.01	80.0374	0	6.01	98.01	84.01	0	45.01	9.01
ENSMMUG00000013279	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022207	0	20.01	0	0	0	0	69.0316	1.01	0	1.01	0	0	22.01	48.01	24.01	0	0	166.01	0	0	9.01	0	66.01	19.01	62.01	4.01	0	0	7.01	0	2.01	0
ENSMMUG00000010828	0	0	0	0	0	0	0	1.0115	0	0	0	1.01164	1.01133	0	0	1.01121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSMMUG00000005884	0	85.01	92.01	16.0198	45.2922	83.01	24.01	97.01	0	16.01	36.01	143.01	74.01	175.01	36.01	49.01	1.01	190.01	142.01	35.01	213.01	219.953	211.059	0	182.01	13.01	29.01	107.01	165.01	75.01	52.01	14.01
ENSMMUG00000008268	9.02	20.01	197.02	27.01	111.062	7.01	44.01	11.01	0	24.01	0	0	30.01	66.02	14.02	0	9.01	0	62.01	0	0	126.02	52.01	16.1992	118.151	28.01	57.01	81.01	47.01	115.02	2.01	16.02
ENSMMUG00000015830	19.02	61.02	212.362	10.01	181.01	192.439	148.02	147.019	23.3534	13.01	99.02	75.01	97.02	107.351	56.02	51.01	61.01	562.563	84.9579	41.01	260.431	0	132.679	78.02	134.333	67.01	85.01	129.01	68.01	61.01	16.01	24.01
ENSMMUG00000030037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029448	0	0	86.8139	31.01	26.01	0	0	0	3.01	2.01	0	0	0	112.995	0	3.01	0	0	7.01	0	0	1.01	0	0	0	5.01	46.01	0	0	0	0	0
ENSMMUG00000007154	4.01	0	0	0	0	0	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031607	0	0	0	0	0	1.03326	0	5.04271	0	0	1.01	12.6819	0	0	0	1.13946	0	0	0	1.21852	0	0	0	1.01	1.01	1.06851	0	0	0	5.3162	1.01	0
ENSMMUG00000030137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02227	0	1.01124	0	0	0	0	4.10629	0	0	0	0	0
ENSMMUG00000031457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010922	0	0	0	0	0	0	0	1.01	0	0	4.09146	0	0	4.01	0	0	0	0	0	0	0	0	2.57187	0	0	0	0	0	0	0	0	0
ENSMMUG00000010143	0	0	0	0	0	21.01	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	115.01	49.01	0	1.01	0	0	0	0	0
ENSMMUG00000030521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000029854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005338	0	0	43.01	0	0	0	0	0	0	3.01	44.02	0	0	4.98178	0	0	0	0	99.02	0	0	0	34.5015	0	99.02	0	25.01	0	0	29.02	0	0
ENSMMUG00000007268	14.01	29.01	0	0	0	0	0	0	0	6.01	49.01	190.01	32.01	0	2.01	0	0	106.01	0	81.01	14.01	0	44.01	0	79.01	0	3.01	0	0	94.01	33.01	0
ENSMMUG00000020760	6.01	4.01	0	0	0	0	17.01	1.01	0	4.01	3.01	55.01	38.01	0	24.01	0	113.147	0	25.01	0	0	0	43.01	0	0	0	0	0	77.01	69.01	17.01	0
ENSMMUG00000004458	10.01	63.01	60.01	33.01	2.01	0	176.01	14.01	0	17.01	51.01	0	36.01	46.01	9.02	21.01	60.01	7.01	0	0	0	71.01	59.0262	51.01	51.01	0	161.01	0	0	55.01	0	0
ENSMMUG00000031771	0	0	0	0	3.62863	0	0	0	2.03686	0	0	1.42298	1.13608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011210	3.01	30.02	21.02	13.01	0	25.01	0	18.01	0	0	29.01	26.01	22.01	1.01	1.01	34.02	1.01	0	0	16.01	1.01	53.01	22.02	0	127.057	53.02	14.02	0	0	0	0	5.01
ENSMMUG00000009381	35.01	97.01	0	12.0402	0	86.01	0	174.01	0	21.01	121.01	18.0131	118.01	80.01	66.01	117.01	0	427.01	253.01	142.01	16.01	32.01	126.01	225.01	81.01	19.01	86.01	156.01	0	119.01	30.01	28.01
ENSMMUG00000009271	2.01	0	0	0	19.9087	0	0	0	0	1.01	12.01	0	0	0	0	0	0	0	0	0	0	0	27.1796	0	0	0	0	0	0	0	0	0
ENSMMUG00000011155	2.01	145.481	37.01	127.559	0	140.432	0	141.804	0	45.7627	119.031	78.01	58.1276	110.427	34.02	113.887	1.01	151.817	61	71.8227	0	102.01	122.559	0	20.01	7.26285	136.273	133.783	0	202.36	47.03	23.03
ENSMMUG00000001683	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000012193	12.01	10.01	2.01	22.01	24.01	84.01	5.01	120.989	0	2.01	2.01	139.01	15.01	32.01	13.01	12.01	27.01	33.01	4.01	2.01	38.01	132.011	76.0207	11.01	70.01	46.01	65.01	50.1733	0	11.01	52.01	47.01
ENSMMUG00000000070	11.01	161.01	108.01	362.01	1.01	25.01	17.01	524.39	0	60.01	98.01	486.275	135.01	510.6	109.01	7.01	0	0	38.1708	35.01	0	365.01	283.087	0	450.536	0	614.01	155.01	119.01	162.01	0	13.01
ENSMMUG00000016742	5.01	19.01	8.03986	41.01	52.01	47.01	7.01	67.01	0	14.01	25.0164	212.01	24.0509	29.01	23.01	34.01	0	142.01	6.01	32.01	350.01	82.01	42.1416	0	19.01	28.01	6.01	0	13.01	8.01	23.01	2.01996
ENSMMUG00000010377	67.8107	159.439	563.055	284.172	149.36	161.977	361.177	145.629	345.285	419.063	376.405	531.979	171.45	276.494	65.2043	874.192	21.0083	302.288	75.749	469.977	284.965	170.094	811.48	35.2588	361.003	172.181	325.534	738.085	1034.93	227.725	41.9722	66.8359
ENSMMUG00000022441	1.01	0	0	0	0	0	0	19.01	0	8.03835	0	0	0	0	0	42.01	1.01	0	149.02	0	88.021	0	0	23.01	112.01	12.01	0	0	0	0	0	8.01
ENSMMUG00000011775	2.01	1.04529	0	0	0	45.02	111.02	0	0	4.01	70.02	1.02972	0	40.01	0	69.02	3.01	11.5163	100.02	3.01	8.26485	113.02	0	46.02	133.02	2.1634	0	0	0	76.02	5.01	0
ENSMMUG00000012711	0	0	36.01	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000028796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0
