gene	21373_7_6	21373_7_10	21373_7_33	21373_7_35	21373_7_41	21373_7_52	21373_7_56	21373_7_58	21373_7_62	21373_7_75	21373_7_79	21373_7_112	21373_7_135	21373_7_148	21373_7_162	21373_7_173	21373_7_185	21373_7_212	21373_7_214	21373_7_235	21373_7_244	21373_7_258	21373_7_269	21373_7_273	21373_7_281	21373_7_287	21373_7_338	21373_7_352	21373_7_375
ENSMMUG00000010432	0	0	6.01	0	18.01	61.01	0	0	0	0	0	0	0	0	0	0	0	0	0	64.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000003180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.01	0	0	0	0	0	0
ENSMMUG00000007656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	1.01	0	0	0	0	0	0
ENSMMUG00000032547	1.01	0	0	4.01	0	4.70115	2.01	0	0	1.01	6.81025	1.01	12.2795	4.09566	0	0	0	19.2046	0	13.4474	9.01	0	0	0	0	0	1.01	18.6077	0
ENSMMUG00000031610	0	0	19.01	0	0	2.01	190.01	75.01	23.01	0	87.01	115.01	0	21.01	58.01	0	0	72.7509	15.01	0	0	0	0	100.01	1.01	0	5.01	108.01	0
ENSMMUG00000032064	3.12062	2.01653	6.1006	18.2159	10.3091	37.2289	17.2287	11.3707	44.9368	21.55	6.04627	26.0961	15.9082	54.5227	7.02708	6.05952	32.855	12.4227	2.05706	4.21093	8.82686	48.1192	7.24939	6.26505	162.041	7.65776	14.1526	30.789	35.6156
ENSMMUG00000022956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000122	14.01	0	75.01	0	12.01	0	128.01	203.051	13.0751	0	343.415	154.17	5.01	0	53.01	51.01	0	77.7412	55.01	233.829	0	85.01	0	202.185	0	45.01	30.01	0	91.3397
ENSMMUG00000009306	12.01	93.01	99.01	112.01	75.01	54.01	59.01	72.01	312.374	0	28.01	92.01	110.01	150.01	80.01	109.01	119.01	74.01	95.01	120.01	148.01	278.28	426.01	149.958	249.01	6.01	17.01	146.01	0
ENSMMUG00000001287	13.01	0	0	164.01	1.01	113.01	150.01	56.01	0	0	66.02	46.01	3.01	0	0	35.01	0	57.01	8.01	0	0	99.01	0	161.01	0	0	0	0	0
ENSMMUG00000000994	3.01	0	15.01	0	54.01	2.01	43.01	0	0	0	16.01	18.01	0	0	13.01	0	0	0	0	0	0	88.01	0	0	0	0	8.01	0	11.01
ENSMMUG00000030043	0	0	0	3.61873	0	12.1663	10.7893	1.11303	11.9131	0	1.0294	8.12088	8.33082	2.04635	1.29435	0	9.02341	0	0	2.14204	1.09065	6.49087	0	5.46282	1.04641	0	2.06196	9.52948	2.28661
ENSMMUG00000030534	4.30853	9.8952	8.37437	40.1487	1.01	14.5108	8.25437	1.52242	8.80182	37.9589	8.17741	27.2742	48.7886	10.0523	2.01	6.61777	33.1029	10.2417	8.25911	5.83891	0	20.7578	44.9469	12.0512	24.5515	5.8237	5.85481	28.1909	4.99223
ENSMMUG00000001791	1.01	0	0	172.01	36.01	0	110.152	0	195.01	81.01	28.01	34.01	63.0505	0	26.01	0	0	0	0	0	109.01	0	0	0	0	0	66.01	103.01	0
ENSMMUG00000018098	2.01	0	4.34787	12.0997	0	2.01	0	4.01	10.01	0	0	2.01	0	15.01	1.01	0	6.01	0	0	0	0	16.1648	7.61739	3.01	13.9495	0	1.18332	27.0852	8.37479
ENSMMUG00000011962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.173	0	0	0	0	63.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000003200	25.01	0	0	0	23.02	9.20822	45.02	58.01	353.019	0	97.02	83.02	238.01	0	21.01	47.01	0	33.02	33.01	66.01	81.01	0	0	73.02	0	0	38.02	234.02	49.0403
ENSMMUG00000009491	0	0	0	0	0	0	0	37.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019402	2.01	0	0	0	0	14.01	69.01	0	416.31	0	0	644.655	4.01	0	82.01	70.0283	0	86.01	77.01	0	86.01	0	1.01	1.01	0	0	196.01	2.01	66.01
ENSMMUG00000015993	5.35925	0	2.08769	1.07808	4.72063	7.63192	2.02374	8.63126	11.7382	12.5146	4.15903	8.15068	9.43174	8.38397	7.18401	1.02582	19.9723	6.25979	0	19.4142	3.15847	3.03812	28.7075	22.3283	18.2238	22.0998	4.26078	18.4287	1.2242
ENSMMUG00000005283	2.02	2.01	2.6946	4.04404	0	5.0178	59.0332	1.01	9.16207	2.01	56.02	5.01	6.40169	8.01	32.1408	3.08042	3.02087	0	0	4.01011	1.01	1.0101	1.01657	8.03	6.01	17.4392	6.01	2.03181	1.01
ENSMMUG00000003981	0	0	0	0	0	0	0	48.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008630	6.52645	3.42653	10.6482	21.9971	7.96165	14.4413	2.19671	10.2953	15.8354	6.18283	16.2143	14.0955	22.8526	4.81017	2.44882	4.62458	8.06706	1.31379	1.20518	2.2144	0	41.5904	3.77199	2.98811	37.1859	7.58399	9.6732	19.1917	0
ENSMMUG00000004683	0	0	9.01	0	34.01	1.01	68.01	41.0356	0	0	37.01	12.01	7.01	0	65.01	13.01	0	0	2.01	0	0	0	0	55.01	0	0	0	0	0
ENSMMUG00000006382	5.01	0	34.01	108.01	61.01	14.01	47.01	33.01	64.01	47.01	2.01	35.01	0	15.01	9.01	92.01	0	37.01	3.01	0	459.01	60.01	0	63.01	6.2548	4.50399	0	119.01	0
ENSMMUG00000004616	30.01	0	1.01	1117.01	131.01	204.01	194.01	86.01	270.01	1320.01	0	225.01	13.01	0	0	919.01	0	0	0	367.01	1589.01	0	0	0	0	0	61.01	656.01	138.01
ENSMMUG00000023631	2.01	0	1.01	0	40.01	4.01	19.01	12.01	0	0	154.01	0	0	0	27.01	0	0	7.01	0	0	0	0	0	99.01	2.01	0	0	0	0
ENSMMUG00000021204	0	0	2.01	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005430	8.01	0	0	11.01	31.01	128.01	0	3.01	96.01	0	0	0	31.01	0	24.01	94.4435	122.01	59.01	3.01	1.01	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000007449	4.01	0	0	0	18.01	6.01	1.01	16.01	86.02	0	4.01	78.01	30.01	0	31.02	14.01	0	20.01	7.02	85.01	37.1871	0	0	20.01	0	0	49.01	82.01	17.01
ENSMMUG00000021223	1.01	0	0	0	0	0	0	0	0	0	0	19.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001565	2.01	0	0	0	0	4.01	42.02	0	0	0	4.01	0	0	0	7.02	0	0	0	0	0	0	0	0	30.01	0	0	0	0	32.0299
ENSMMUG00000000857	23.2704	2.01	266.01	0	0	11.01	193.01	28.01	0	0	173.01	118.01	32.01	0	75.01	1.01	0	145.01	38.01	0	0	59.1918	0	297.01	0	1.01	46.01	0	61.01
ENSMMUG00000001514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.01	0	0	0	0	0	0	0	0	0	0	64.01	0	0
ENSMMUG00000006307	8.01	0	41.01	8.01	24.01	0	452.01	222.01	0	0	145.01	103.01	0	0	0	0	0	45.01	10.01	191.01	0	0	241.01	272.735	0	0	34.01	0	0
ENSMMUG00000015422	0	0	0	0	0	2.01	17.1036	0	0	0	6.01	0	31.01	0	0	0	21.01	0	0	0	0	0	0	0	0	30.01	0	0	0
ENSMMUG00000029245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015716	0	0	4.0951	0	1.01	5.24352	0	2.0245	1.06021	2.05183	0	0	3.06233	1.02472	0	0	0	1.01946	3.01	0	0	22.2461	2.02046	1.15235	9.53049	4.02847	4.19519	7.34053	2.04411
ENSMMUG00000005662	0	5.01	23.01	0	25.01	3.01	20.01	43.02	0	0	15.02	0	0	0	114.169	2.01	0	0	5.01	0	0	0	0	0	0	30.01	58.01	0	0
ENSMMUG00000009392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01944	0	0	0	0	0	0	0
ENSMMUG00000010810	49.02	1.05527	27.03	3.0208	85.03	50.0617	229.121	136.03	331.033	0	158.02	313.031	19.02	51.02	224.03	29.01	14.02	8.01894	37.02	3.01	0	35.0578	8.20841	270.03	170.135	3.01	160.03	303.206	151.172
ENSMMUG00000004268	4.01	0	21.02	0	28.01	0	0	3.01	0	0	27.01	0	0	0	0	30.01	51.01	0	3.01	0	0	0	0	0	0	0	0	0	27.01
ENSMMUG00000021938	9.01	0	0	102.01	0	0	1.0366	0	116.01	111.02	13.02	46.01	16.01	0	85.7572	189.01	0	0	21.01	0	215.126	0	0	46.01	0	0	0	340.02	0
ENSMMUG00000004746	24.9589	41.2702	17.715	98.1792	31.1028	45.8389	29.3005	10.5409	93.7161	55.7141	40.2042	17.1361	40.7296	206.182	9.21074	79.7555	71.8805	43.5599	2.81338	33.0129	66.565	101.893	53.8734	17.467	144.241	85.6711	9.35716	75.1753	55.3537
ENSMMUG00000030176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02795	0
ENSMMUG00000032054	0	0	0	0	0	0	0	3.31729	1.97102	0	1.38876	1.55969	0	1.2598	0	0	0	0	1.32359	0	0	0	2.16051	0	0	0	3.224	8.49976	0
ENSMMUG00000001214	0	0	0	0	0	0	0	0	0	0	0	0	0	24.01	0	0	0	0	0	1.01	0	3.01	0	0	0	0	0	9.01	4.01
ENSMMUG00000012926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000965	6.01	0	0	127.01	11.01	4.01	99.01	26.01	0	0	0	0	0	0	37.01	0	0	10.01	0	0	0	0	0	0	0	0	20.01	0	83.0239
ENSMMUG00000030407	0	0	0	2.08106	0	0	0	0	0	0	1.34246	0	0	0	4.93748	0	0	6.78034	4.84355	0	0	0	13.15	0	2.05501	22.3611	1.9802	31.3875	2.41743
ENSMMUG00000021199	14.01	15.02	80.02	8.02	1.01	30.02	114.02	71.02	15.02	0	38.02	99.2418	4.01	0	75.02	0	0	152.02	42.02	76.4728	0	56.02	43.02	142.02	0	0	60.02	39.02	54.02
ENSMMUG00000003993	0	0	5.01	0	1.01	0	23.01	0	11.01	0	0	0	0	0	0	0	0	0	0	0	18.01	0	0	12.01	0	0	0	0	0
ENSMMUG00000013954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01
ENSMMUG00000005223	0	0	0	0	0	0	6.74283	0	10.3206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68316	0	0	0	0	0
ENSMMUG00000003218	11.01	0	7.01	27.01	0	1.01	8.01	49.01	73.01	0	123.151	118.01	0	0	23.01	0	0	0	41.01	0	0	0	0	27.01	0	0	24.01	0	0
ENSMMUG00000006605	0	0	0	0	0	0	0	0	0	0	0	0	37.8214	0	0	38.4827	0	0	0	2.26183	0	3.33427	27.4701	0	16.9268	0	0	0	0
ENSMMUG00000005839	7.01	0	82.0697	2.01	10.01	10.01	48.0304	72.01	1.01	1.01	58.0395	4.01	3.01	1.01	146.01	0	54.01	39.01	23.01	0	12.01	14.01	0	109.01	0	0	30.01	31.0128	7.01
ENSMMUG00000004800	12.1163	2.022	16.0975	11.134	26.0511	16.397	59.7219	16.2958	84.4864	9.46438	17.5779	24.9454	12.4527	22.0695	46.4054	17.3101	2.06539	1.03799	1.02188	1.02995	6.07572	154.73	32.8721	52.0892	15.3786	53.4791	2.06347	24.7211	31.8085
ENSMMUG00000022669	0	0	0	0	0	7.01	48.01	14.01	54.01	0	8.01	18.01	0	0	27.01	0	0	27.01	0	0	0	0	0	7.01	0	0	23.01	63.01	0
ENSMMUG00000029345	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.01	0
ENSMMUG00000004985	5.01	0	0	0	0	0	77.01	0	0	0	0	17.01	0	0	23.01	0	0	46.01	0	0	0	0	0	30.9591	0	0	0	0	0
ENSMMUG00000007180	0	0	0	0	0	2.01	0	9.01	0	0	0	31.01	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016461	0	0	0	25.01	0	0	0	0	0	0	18.01	0	0	0	9.03079	0	0	0	10.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031160	0	0	0	0	0	0	19.0299	0	0	0	0	30.03	0	0	23.02	0	0	0	11.01	0	0	0	0	46.0301	0	0	0	0	0
ENSMMUG00000009087	5.01	0	22.01	0	0	0	50.01	0	0	1.01	0	0	0	0	8.01	0	0	11.01	0	0	0	1.01	0	22.01	0	0	7.01	43.01	0
ENSMMUG00000014529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016741	28.02	0	247.02	172.03	31.02	196.625	19.01	297.862	143.02	310.533	600.02	95.4097	86.2886	42.01	209.02	360.797	124.098	252.02	69.02	184.02	54.01	72.01	8.25207	238.171	4.71335	80.01	136.49	98.3075	8.01
ENSMMUG00000030512	3.08346	4.5192	9.8345	8.92967	1.44797	6.55026	18.8644	8.27118	20.2843	10.785	7.49928	9.48787	17.6577	11.2563	4.96745	12.591	34.3177	9.88204	5.0079	4.88563	9.25737	38.065	7.00658	21.4584	3.87618	0	4.46023	9.25572	0
ENSMMUG00000030059	3.01	0	0	22.01	1.01	16.01	1.01979	7.01	0	0	4.01	0	0	0	3.01	0	70.01	0	0	0	5.01	33.01	0	8.01	0	0	9.01	15.01	16.01
ENSMMUG00000021739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.01	0	0	0	0	0	0	0
ENSMMUG00000022528	5.01	0	5.01	14.02	0	4.01	0	19.0199	0	0	4.05157	15.01	13.0144	0	5.01	0	0	0	9.01	3.01	5.01	0	0	95.02	0	0	0	0	0
ENSMMUG00000007962	12.4553	12.0661	31.5083	0	11.74	84.469	138.71	183.458	0	25.4124	78.3835	258.455	0	16.6864	162.361	26.2375	0	4.30611	33.7972	206.037	0	0	0	233.388	0	0	25.9428	0	0
ENSMMUG00000007186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000017144	3.01	0	37.01	0	37.01	6.02	161.02	109.02	0	0	45.02	0	140.02	0	0	0	126.02	0	0	7.01	0	0	0	35.02	0	0	0	0	174.03
ENSMMUG00000020343	3.01	1.01	40.01	5.01	16.01	7.01	30.01	0	0	0	7.01	21.01	92.9181	0	44.01	0	59.01	8.01	22.01	14.218	0	103.01	0	24.01	65.01	0	25.01	0	140.01
ENSMMUG00000009588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015113	3.01	0	24.01	0	13.01	2.01	4.01	0	0	0	61.2648	0	0	7.01	19.01	0	0	1.01	0	17.0181	0	0	0	0	0	0	0	212.09	2.01
ENSMMUG00000018088	0	0	44.3093	0	0	0	0	13.7812	0	0	2.01	34.0619	0	0	0	0	0	0	4.94915	0	0	0	0	6.99087	0	0	0	0	0
ENSMMUG00000009060	5.02	0	0	43.3512	0	5.01	0	14.02	0	0	0	0	0	0	0	0	0	0	0	0	0	22.01	0	27.02	0	0	0	0	7.01
ENSMMUG00000017131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010010	26.01	3.01	6.01	52.01	67.02	5.01	248.01	518.02	196.02	59.01	334.02	509.02	0	45.01	286.02	0	4.01189	107.174	101.02	0	0	3.01	57.01	408.021	0	0	189.02	141.02	68.02
ENSMMUG00000011809	0	0	0	0	0	0	0	59.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.02	0	0
ENSMMUG00000008350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017040	3.01	0	0	9.01	1.01	0	0	0	58.01	84.01	0	62.01	14.01	2.01	0	1.01	1.01	6.01	8.01	0	44.01	67.01	0	0	0	0	0	7.01	0
ENSMMUG00000003975	0	0	50.01	0	3.01	8.01	0	0	0	0	0	0	0	0	42.01	0	0	0	0	0	0	0	0	108.01	0	0	0	0	0
ENSMMUG00000008452	0	1.01	0	1.03155	2.01576	0	1.01	1.0105	0	1.01004	0	3.02257	14.1857	3.15272	0	0	9.35769	1.01009	0	1.12496	5.23472	10.3564	4.05609	0	1.01007	2.01574	0	1.01107	4.02203
ENSMMUG00000019232	6.02	0	1.01	0	0	2.01	186.02	100.02	0	0	0	76.02	0	0	50.02	0	0	0	0	0	0	0	0	0	0	0	25.02	99.02	0
ERCC-00051	0	0	0	0	0	0	0	0	1.01	0	3.01	7.01	0	0	0	1.01	20.2574	0	3.01	9.01	0	0	44.01	5.01	26.01	30.01	3.01	0	0
ENSMMUG00000019624	8.02	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	96.01	0	0	0	114.02	0	0	0	0	0	0	38.01	0
ENSMMUG00000006983	0	0	1.01	7.85941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000028753	6.01	0	0	0	1.01	4.02	0	3.01	14.01	0	0	0	0	0	21.03	0	0	10.01	0	38.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000031499	9.01	0	30.01	17.01	22.0253	2.01	148.01	102.01	0	0	125.01	99.2714	0	49.01	54.01	0	1.01	0	26.01	117.01	0	0	0	79.01	3.0727	0	52.01	8.01	2.01
ENSMMUG00000014293	30.01	36.01	0	0	29.01	16.01	0	0	0	22.01	0	0	0	0	40.01	0	0	0	0	0	1.01	0	0	199.101	87.01	0	0	133.01	89.3671
ENSMMUG00000009535	2.09711	0	5.45184	10.3847	0	9.49736	2.21122	1.02567	9.66327	2.3832	0	5.06316	4.01	13.157	2.01	0	1.09786	6.08044	0	0	0	28.2408	0	0	2.04126	7.48917	1.04096	4.60689	0
ENSMMUG00000011319	0	0	0	0	0	52.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSMMUG00000008519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010817	50.01	0	0	0	0	53.01	103.01	51.01	64.01	0	55.01	169.01	0	0	0	76.01	2.03123	0	45.01	12.01	31.01	193.01	0	107.01	0	0	16.01	74.01	21.01
ENSMMUG00000009273	9.01	0	0	0	0	2.01	38.01	83.01	0	0	47.01	48.01	0	0	20.01	0	0	17.01	9.01	0	0	218.01	0	0	0	30.01	12.01	56.033	0
ENSMMUG00000029670	5.7173	0	0	1.87329	11.9406	1.97491	0	0	0	0	2.44719	5.00347	24.1621	12.7401	7.16583	0	16.73	5.89108	0	0	0	0	0	0	0	0	0	39.2745	0
ENSMMUG00000007306	0	0	0	0	0	0	0	0	0	0	39.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016665	39.01	50.01	427.01	74.01	67.01	69.01	333.01	242.01	110.01	0	211.01	440.763	68.01	10.01	188.75	2.01	98.1945	206.01	91.01	211.01	50.01	359.148	288.01	314.275	90.01	301.01	70.01	204.275	223.01
ENSMMUG00000012911	3.01	4.01	35.01	6.01	14.01	2.01	45.01	9.01	34.01	47.01	15.01	0	0	0	27.01	0	0	0	17.01	51.01	0	0	0	55.01	0	0	25.01	2.01272	0
ENSMMUG00000022680	0	0	4.67822	18.181	26.99	17.1883	18.2228	43.616	34.7072	1.01629	8.80448	10.6303	4.91858	23.4907	5.13362	3.09744	1.1469	15.4015	0	4.03051	11.0428	3.04567	47.2096	13.3769	18.0228	52.1782	6.17308	29.3584	11.5187
ENSMMUG00000032536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.01	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000028834	2.01	6.01	1.01	0	11.01	1.01	42.01	25.01	0	0	39.01	64.01	5.01	0	58.01	3.01	0	68.01	0	192.01	0	0	0	136.01	0	1.01	0	0	0
ENSMMUG00000011610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000033	1.01	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004418	0	0	11.01	11.01	0	3.02	0	61.02	126.02	0	11.02	62.01	0	23.01	68.02	39.02	0	0	13.02	0	0	0	0	33.01	114.01	0	26.02	0	17.01
ENSMMUG00000018318	0	0	4.01	0	0	0	9.01	0	0	0	39.0248	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	0	0	0
ENSMMUG00000014065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021407	4.01	0	0	0	0	16.01	43.01	49.01	213.01	0	0	0	186.01	15.01	0	1.01	0	0	0	0	41.01	236.01	0	0	0	0	0	0	0
ENSMMUG00000018994	71.01	0	225.892	45.01	55.01	80.01	1285.35	526.963	576.36	116.01	521.103	678.555	61.01	1.01	416.818	1.01	0	391.068	145.81	948.692	2.01	0	0	969.069	0	0	440.01	623.505	257.934
ENSMMUG00000032272	0	0	7.01411	13.3608	15.3435	13.1754	25.2019	6.33255	35.7317	0	6.5148	4.30195	1.09965	18.7727	17.3318	36.7594	0	0	0	4.39407	0	26.5519	44.6207	4.29474	5.25631	2.72497	8.63558	43.179	44.4836
ENSMMUG00000008136	49.01	0	104.01	0	3.09361	10.5932	2.01	35.01	3.48526	0	236.977	235.941	78.01	3.57157	14.01	0	0	1.10162	23.01	35.2678	0	12.01	3.01	0	2.09561	112.708	65.01	175.946	6.01
ENSMMUG00000012728	8.01	0	2.01	55.01	20.01	2.01	14.01	0	0	31.01	0	22.01	57.01	0	21.01	0	0	0	2.01	0	70.01	0	1.01	1.01	0	94.01	0	1.01	0
ENSMMUG00000008126	2.01	0	0	1.01	0	74.01	0	0	0	0	0	0	0	0	20.01	0	0	0	0	0	0	52.01	0	11.01	0	0	0	0	0
ENSMMUG00000009852	17.03	0	214.04	308.04	0	247.04	34.01	6.01	19.01	0	416.03	176.04	0	0	0	0	198.02	57.02	204.04	84.02	0	180.971	1.01	747.351	0	0	0	206.02	301.04
ENSMMUG00000020028	5.02	0	95.01	0	58.01	7.02	35.4151	39.01	0	12.01	107.01	136.01	0	53.6496	144.956	76.01	0	29.01	32.01	130.01	0	144.536	0	147.01	0	0	71.01	0	9.01
ENSMMUG00000000502	0	0	0	10.01	0	0	8.01	0	0	0	2.13709	0	0	0	8.40865	0	0	0	0	0	0	0	0	10.9441	0	0	0	0	0
ENSMMUG00000015648	0	0	0	0	2.01	4.01	0	0	0	0	0	0	1.01	31.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSMMUG00000004481	4.01	0	8.01	0	19.01	0	97.01	106.01	21.01	0	14.01	79.01	0	0	51.01	40.0171	0	47.01	26.01	0	0	0	0	57.01	0	0	75.01	76.01	8.07216
ENSMMUG00000019802	13.01	53.01	30.01	87.01	55.01	10.01	19.01	34.4411	63.01	27.01	139.01	43.1653	27.01	32.01	57.3089	74.01	29.01	14.0156	20.01	100.601	41.01	181.396	34.01	31.01	18.01	36.01	65.01	161.396	81.01
ENSMMUG00000031665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030351	9.37919	0	7.49107	1.15851	3.21721	0	0	3.72294	1.06165	0	0	7.60412	1.22716	6.95555	0	0	19.1515	0	2.31995	0	0	7.86141	1.26917	0	3.75918	33.7607	0	0	0
ENSMMUG00000022123	0	0	0	0	0	13.01	0	62.01	0	0	0	114.01	161.145	0	65.01	0	4.01	20.01	31.01	0	0	167.01	0	0	0	259.01	0	0	17.01
ENSMMUG00000018192	0	0	0	7.01	21.02	7.01	0	0	181.01	25.01	1.01	0	0	0	16.01	192.01	0	6.01	0	0	0	11.01	232.02	3.01	0	0	0	0	0
ENSMMUG00000018781	9.02691	0	19.01	0	0	1.01	32.02	23.02	0	0	30.02	58.02	0	0	54.02	0	0	32.01	0	304.02	0	141.02	0	0	0	34.01	13.01	0	0
ENSMMUG00000021904	24.01	0	0	82.01	0	2.01	0	146.433	0	0	118.01	0	0	0	155.01	0	0	0	12.01	21.01	0	0	566.01	0	0	0	48.01	1.01	0
ENSMMUG00000003741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015022	0	0	0	0	0	0	0	0	0	59.01	0	0	0	0	0	1.01	0	0	0	0	0	0	0	77.01	0	0	5.01	0	0
ENSMMUG00000020935	0	0	0	0	0	19.02	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000032155	1.20181	0	0	18.5644	2.83871	6.90638	11.0035	0	16.1693	23.1121	4.99149	17.1595	13.9063	6.72918	3.40766	17.195	7.62165	20.3146	3.21761	3.75529	5.08194	6.70826	10.0955	1.07557	11.3176	0	4.04624	3.6326	27.3159
ENSMMUG00000001682	127.011	0	809.855	140.278	51.01	135.01	2197.38	756.731	213.12	0	1712.69	1060.5	82.2293	1.01	914.837	163.01	79.0826	325.833	208.01	418.39	0	231.848	7.02	2365.32	17.01	0	706.02	281.074	237.01
ENSMMUG00000009945	100.01	0	205.497	44.01	11.01	92.01	1968.71	982.301	819.352	0	789.328	785.784	497.11	34.01	446.154	245.01	51.01	366.872	235.01	500.364	0	38.01	261.782	902.155	458.01	389.01	345.588	31.01	149.953
ENSMMUG00000007891	1.01	0	5.01	23.01	0	34.029	68.01	113.071	25.0412	59.01	49.01	54.01	0	0	32.01	208.01	34.01	0	9.01	28.01	0	51.01	0	104.01	0	0	20.01	0	155.01
ENSMMUG00000010963	0	4.01	2.01	0	5.01	2.01	0	43.01	0	0	3.01	15.01	0	0	0	0	12.1903	0	0	0	0	0	0	0	0	0	0	0	1.01
ENSMMUG00000023717	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
