gene	21373_7_6	21373_7_10	21373_7_33	21373_7_35	21373_7_41	21373_7_52	21373_7_56	21373_7_58	21373_7_62	21373_7_75	21373_7_79	21373_7_112	21373_7_135	21373_7_148	21373_7_162	21373_7_173	21373_7_185	21373_7_212	21373_7_214	21373_7_235	21373_7_244	21373_7_258	21373_7_269	21373_7_273	21373_7_281	21373_7_287	21373_7_338	21373_7_352	21373_7_375
ENSMMUG00000014419	0	0	17.3602	0	0	7.01	0	0	0	0	57.1926	55.8383	0	0	101.838	0	0	0	0	0	0	0	0	160.8	0	0	10.01	112.663	0
ENSMMUG00000002612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0
ENSMMUG00000023577	0	2.12816	2.09196	8.26378	0	1.73185	1.19269	2.11616	0	2.24615	0	1.04659	1.0928	11.1207	2.14481	0	0	0	0	0	0	0	4.42391	8.122	1.43855	0	0	0	14.4803
ENSMMUG00000006994	0	0	0	0	21.01	2.01	17.01	0	0	0	0	0	53.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.01	0
ENSMMUG00000032559	2.01	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	12.7018	0	0	0	0	0	0	0
ENSMMUG00000010406	0	0	19.01	0	0	1.01	47.01	0	0	0	75.01	0	0	0	5.01	0	0	0	0	0	0	0	0	53.01	0	0	0	1.01	0
ENSMMUG00000023446	0	0	0	30.959	3.01	42.01	63.01	127.876	17.01	0	139.925	213.01	6.01	56.01	0	0	0	1.01	38.5845	181.114	2.01	43.01	0	26.01	5.01	0	75.01	6.01	0
ENSMMUG00000012310	17.2491	8.90808	84.4102	31.6449	5.34524	21.6444	153.42	33.0725	2.94945	24.7717	30.4105	17.8209	31.9846	116.448	39.6621	78.3656	109.078	6.05078	10.01	0	1.03705	23.0638	6.16748	123.666	20.7182	9.72914	5.34773	18.0149	51.4126
ENSMMUG00000006840	11.02	23.01	0	0	0	10.02	7.01	23.01	15.01	0	0	0	0	0	0	0	0	0	0	0	18.01	1.01	0	0	12.01	0	0	1.01	0
ENSMMUG00000000436	0	0	0	0	0	0	0	0	0	0	1.01117	0	1.01411	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023308	0	0	0	0	0	0	25.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003213	1.01566	5.01592	0	4.14366	5.01	3.02249	3.02158	1.0222	0	2.04076	0	2.01765	10.2539	9.45221	5.0287	5.08458	2.01855	4.23179	4.1245	7.01368	15.0798	5.18182	5.02928	11.0486	19.0267	7.89087	1.03798	93.4219	6.22354
ENSMMUG00000021498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0
ENSMMUG00000021964	0	2.01	33.02	0	5.01	15.01	48.02	10.02	0	0	4.01	0	22.01	0	11.02	0	0	2.01	0	0	0	0	0	14.082	0	0	4.01	39.1721	23.02
ENSMMUG00000008546	0	0	0	0	20.01	5.01	0	73.01	244.01	0	0	101.01	0	0	44.01	0	0	43.01	32.01	133.01	0	0	0	69.01	0	0	0	434.01	0
ENSMMUG00000018073	0	0	0	11.01	0	4.01	45.02	11.01	0	0	18.01	44.02	5.01	0	0	81.01	0	0	6.02	1.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000012948	0	0	8.01	15.01	0	0	49.01	0	0	0	0	0	83.01	1.01	0	0	0	2.01	0	13.01	0	0	0	12.01	0	0	0	0	13.01
ENSMMUG00000013348	3.01	54.03	2.01	10.02	0	17.02	107.03	5.01	52.0199	0	114.03	102.113	2.01	1.01	77.02	6.01	0	111.03	23.01	69.01	83.02	269.162	75.03	130.111	24.03	0	76.02	116.03	7.01
ENSMMUG00000029980	7.01	0	13.8614	0	1.01	0	2.8853	3.10133	0	0	3.5571	17.6755	0	0	17.7881	0	0	0	3.76525	0	0	0	34.6307	26.5334	0	0	4.61476	25.7522	0
ENSMMUG00000022075	12.01	0	85.01	142.01	0	117.01	0	85.01	0	134.01	78.01	63.01	8.01	0	51.01	59.01	0	98.01	53.01	288.01	0	211.01	0	299.01	172.01	0	174.01	99.01	100.029
ENSMMUG00000029777	1.01	0	0	0	0	0	0	12.01	106.01	49.01	0	28.01	0	0	2.01	0	0	0	7.01	78.01	33.01	0	0	0	0	0	0	0	0
ENSMMUG00000016786	0	0	0	0	1.01	0	0	0	0	0	18.01	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011588	11.01	0	0	0	3.01	0	0	0	0	0	0	0	24.8245	11.01	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012718	4.01	0	46.01	0	0	0	0	32.01	0	0	0	0	62.01	0	0	0	0	81.01	10.01	0	0	0	0	0	0	0	0	0	10.01
ENSMMUG00000005312	153.01	0	50.01	6.01	243.665	40.01	277.01	417.589	67.01	0	132.01	106.01	76.01	0	191.01	203.01	80.5353	184.01	35.01	223.713	1826.92	47.01	0	921.01	0	0	102.01	209.094	507.01
ENSMMUG00000013395	87.1386	6.68454	361.652	77.6775	154.212	61.3438	402.93	745.884	432.929	239.365	954.17	976.062	80.1966	41.1802	749.199	84.4858	108.595	681.821	206.365	577.118	61.7255	303.369	459.422	945.725	47.9988	242.573	376.723	413.113	167.321
ENSMMUG00000001075	8.01	0	0	0	0	0	0	19.02	0	0	0	80.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031591	0	0	0	0	0	1.01	10.01	11.01	80.063	41.01	45.01	17.01	0	19.01	0	0	0	29.01	4.01	0	0	0	10.01	40.01	0	0	0	8.01	0
ENSMMUG00000009938	4.01	0	54.01	0	97.01	5.01	0	41.0244	0	0	0	0	39.4397	0	41.01	9.01	0	0	28.01	0	0	38.0122	0	14.0121	0	0	0	0	0
ENSMMUG00000010295	0	0	0	10.01	16.1124	5.03916	0	0	3.01274	0	37.1795	48.01	0	0	0	0	0	0	4.01	0	0	16.01	0	0	0	0	0	0	0
ENSMMUG00000016882	3.01	0	0	0	0	4.01	4.01	2.01	0	0	0	0	1.01	0	0	0	0	0	0	0	0	33.0174	0	0	0	0	0	12.01	0
ENSMMUG00000030084	0	2.64385	0	9.25113	14.8509	33.2908	0	7.92751	3.63086	16.5329	1.78862	11.3792	12.6046	10.2451	1.29889	10.7458	11.5039	0	0	8.00305	0	10.2906	1.07423	7.99499	0	3.25394	5.11629	18.1755	28.9727
ENSMMUG00000022276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002526	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	16.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006725	9.01	0	0	0	0	9.01	46.02	0	0	0	0	2.01	0	0	68.01	0	96.01	0	0	0	0	0	0	0	0	0	74.01	0	77.01
ENSMMUG00000021206	0	0	0	0	0	0	0	0	6.90281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000032458	3.52837	0	0	12.0466	7.28235	1.21188	0	4.75667	23.9252	4.70866	1.22739	3.85463	1.23716	8.78437	0	2.31394	57.4504	4.7133	0	1.36414	1.08736	45.2091	82.338	17.5095	1.43587	14.3923	0	7.12958	0
ENSMMUG00000005511	59.03	9.02	217.057	236.099	111.03	369.039	399.733	208.03	286.258	296.03	304.205	401.288	409.112	184.031	153.717	406.151	140.526	208.03	114.04	280.055	114.03	108.053	259.824	406.654	429.145	373.03	199.619	318.634	464.03
ENSMMUG00000014225	0	0	0	0	1.39065	10.2782	1.04248	0	1.15291	0	0	0	0	12.1785	0	0	0	0	0	0	0	0	0	0	1.53229	0	0	1.01	0
ENSMMUG00000031431	0	0	0	0	0	2.06094	14.01	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	24.6908	0	0	0	6.01	0	0
ENSMMUG00000013451	3.01	0	30.01	71.01	0	0	0	0	70.01	115.01	0	0	64.2918	0	0	0	0	0	0	33.01	0	16.01	0	0	0	0	0	0	0
ENSMMUG00000023728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010681	0	0	0	0	0	0	0	0	0	18.0102	0	0	5.01	0	17.01	22.01	0	5.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005522	0	0	4.01	0	0	3.01	0	3.01	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001725	10.01	22.02	29.01	0	0	3.01	99.01	71.02	0	0	124.01	173.01	0	0	28.01	0	87.02	1.01	34.02	75.5071	0	0	0	23.02	29.01	0	105.02	23.0617	1.01
ENSMMUG00000002397	18.01	0	0	0	42.2752	1.01	37.01	43.01	93.01	0	56.7704	64.1984	0	0	80.01	0	0	58.01	41.6318	70.01	0	0	0	0	0	0	50.01	13.01	0
ENSMMUG00000018544	1.0122	0	8.01	0	0	5.12526	0	33.01	0	1.01081	11.01	37.01	18.1842	0	0	0	0	60.01	5.01	0	0	0	0	21.01	0	0	27.01	0	0
ENSMMUG00000001973	8.01	10.01	46.01	41.9094	0	6.01741	144.01	129.01	0	1.01	95.0189	149.01	3.01033	2.01	71.0593	0	0	89.01	27.01	1.01	0	181.01	0	114.01	0	110.01	60.01	0	80.6891
ENSMMUG00000022934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002196	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017771	13.5241	0	14.2758	1.17351	4.91799	8.27602	7.62192	21.169	39.7712	3.23887	0	54.0116	28.0859	6.19468	4.93849	17.7964	74.9943	35.7141	5.34309	36.3574	11.1721	2.49341	34.8201	2.66631	2.04012	3.22234	5.74108	23.7926	100.47
ENSMMUG00000014825	3.01	0	65.4548	0	0	30.01	111.229	161.01	0	0	48.01	0	0	0	123.01	2.01	43.01	125.01	31.01	28.01	0	0	0	91.01	0	0	146.01	0	22.01
ENSMMUG00000019481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001408	9.01	0	4.01	0	0	11.01	120.01	17.01	50.0343	0	0	6.01351	41.0185	0	2.01	0	7.01	0	16.01	0	0	14.01	0	4.01	185.01	0	0	0	0
ENSMMUG00000013753	1.01	0	0	0	0	74.02	0	116.01	77.01	0	138.02	92.01	0	0	118.02	72.01	0	94.02	30.01	0	0	4.01	0	76.0309	0	0	60.01	0	0
ENSMMUG00000013138	14.02	0	0	0	15.01	4.01	22.03	0	0	0	0	0	0	0	0	0	10.01	50.02	0	0	0	0	0	0	0	0	0	26.01	0
ENSMMUG00000009237	0	0	0	0	0	0	0	0	7.06079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008873	2.01	0	0	0	0	0	43.01	4.01	0	0	0	86.01	0	0	49.01	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016712	0	0	0	0	0	0	13.1946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009912	0	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	0	0	0	0	190.01	0	0	0	0	0	0	0
ENSMMUG00000001484	0	0	0	0	0	0	84.01	21.01	0	0	155.02	105.02	0	0	48.01	0	0	0	14.02	0	0	0	0	157.083	0	0	130.02	0	0
ENSMMUG00000016509	3.01	0	5.01	0	11.01	1.01	0	42.01	0	58.01	21.01	12.01	0	0	26.01	34.01	39.01	10.01	18.01	4.01	0	0	0	68.01	0	0	14.01	37.01	48.01
ENSMMUG00000000490	1.01	0	0	0	0	0	0	1.01	0	0	24.01	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	0	0	0	1.01
ENSMMUG00000031776	4.06716	7.01	6.00525	12.6781	17.8769	7.44196	8.50012	16.9744	41.4282	6.74134	12.3755	10.2132	11.0414	38.6511	7.90142	11.3913	15.0154	0	1.9066	5.02567	1.72233	53.5829	9.33849	8.83191	89.0452	5.82913	5.45073	19.9333	8.19333
ENSMMUG00000008639	2.01	0	0	16.01	6.01	0	0	0	0	0	4.01	0	0	0	0	0	0	0	2.01	9.01	0	0	0	0	0	0	0	0	121.02
ERCC-00148	0	0	0	23.01	14.01	1.01	0	0	1.01126	0	0	1.01	0	0	0	0	1.01	0	0	0	0	2.01	0	0	0	0	1.01	2.01	0
ENSMMUG00000015535	3.01	0	0	25.01	0	0	0	0	0	0	72.01	0	0	0	0	0	0	0	0	71.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000014496	10.01	29.01	0	22.01	0	4.01	137.353	96.01	124.01	0	62.01	179.01	140.375	41.01	45.01	71.01	71.01	41.01	36.01	78.01	0	0	146.01	205.01	0	6.01	28.01	59.01	111.01
ENSMMUG00000020921	0	23.01	0	0	0	0	0	1.01	0	0	0	0	0	1.01	0	0	0	1.01	0	0	0	0	0	0	0	0	1.01	5.08121	0
ENSMMUG00000010649	5.01	0	20.01	0	25.01	49.02	2.01	0	25.01	0	0	1.01	0	70.01	0	20.01	0	0	0	1.01	0	5.01	0	0	0	0	0	0	0
ENSMMUG00000001121	0	0	0	0	0	1.01	0	16.4779	0	0	0	0	0	0	0	0	0	0	0	122.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000009891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000028695	3477.01	1747.34	3098.01	6765.91	1980.26	4446.94	3372.95	2710.12	5607.27	4584.83	3389.08	2492.79	9545.68	6669	2467.88	8198.21	11859.7	3284.8	555.01	6093	7867.33	10097.5	9352.71	4607.1	11211.5	8374	1310.01	10446.6	10466.9
ENSMMUG00000029641	0	0	0	0	0	5.06222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74592
ENSMMUG00000020553	6.01	0	58.01	0	0	14.02	0	0	0	0	0	0	10.01	0	0	0	0	8.01	0	0	0	0	0	0	0	0	37.01	0	0
ENSMMUG00000013896	0	0	0	37.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016239	19.7991	0	204.203	0	42.0298	39.0383	361.692	140.987	257.179	15.0526	389.33	316.123	191.906	1.01	216.125	111.824	0	381.717	95.6298	376.376	51.2357	74.089	0	272.984	128.54	0	162.614	217.743	29.5482
ENSMMUG00000030721	1.68238	6.91063	1.2611	2.18826	6.93765	12.3743	0	1.213	14.7268	24.7938	1.76805	4.11618	13.4039	33.3512	9.44784	1.93843	6.35946	1.14506	1.18599	6.1649	1.3066	6.47634	17.1031	3.28622	14.9744	3.69381	0	3.40344	19.4414
ENSMMUG00000023138	42.03	40.6342	66.453	200.02	49.1512	616.029	276.02	19.02	501.509	144.201	89.02	142.01	4.01	365.886	23.01	155.02	504.269	123.02	16.01	188.02	618.02	308.805	2.03705	131.02	898.767	436.857	44.02	433.062	46.01
ENSMMUG00000019979	0	0	0	0	0	0	0	0	0	0	1.18995	0	2.01	0	8.51909	0	0	45.4074	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000029250	0	0	0	0	6.01	0	0	0	0	0	0	0	3.01161	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	1.01	0
ENSMMUG00000020774	4.01	0	40.02	0	21.01	6.01	79.01	95.02	0	0	83.02	2.01	1.01	0	63.02	0	5.01	28.02	0	0	0	173.172	0	183.03	0	0	161.03	0	0
ENSMMUG00000002090	0	0	0	0	0	0	7.01	0	0	0	0	0	123.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005970	12.01	0	32.0762	38.01	83.01	31.01	211.01	153.01	163.01	82.01	179.01	230.01	0	12.01	108.01	94.01	0	110.17	63.01	251.01	66.01	0	0	406.279	0	0	90.01	136.01	1.01
ENSMMUG00000018731	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000382	0	0	0	0	0	0	43.02	11.02	0	0	26.02	21.01	0	0	8.02	0	0	0	5.01	0	0	0	0	55.0394	63.02	0	0	0	0
ENSMMUG00000006808	0	0	11.01	0	0	2.01	0	36.01	0	0	19.01	0	15.01	0	0	0	0	0	10.01	35.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000022436	1.12831	0	5.03382	10.01	3.23034	8.03921	2.05209	6.01	7.07825	3.13454	6.26737	8.13052	2.37801	8.12857	1.01	2.46805	4.33574	16.6163	1.03578	5.16699	5.4412	159.007	8.01178	2.54611	10.8669	11.0953	44.01	23.5937	3.35361
ENSMMUG00000013628	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004552	12.01	0	48.887	0	0	1.01	0	25.01	0	0	37.01	32.01	0	0	38.01	0	0	31.01	34.01	60.01	0	17.0194	0	4.01	0	0	42.01	21.9672	73.929
ENSMMUG00000031937	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029648	7.54915	0	21.4998	35.6767	2.01	42.1946	0	7.03444	13.1413	49.4257	12.0842	20.8428	38.6858	0	5.46683	32.9202	2.64338	1.01	0	0	8.42357	12.762	0	2.09724	0	0	6.01	18.5708	29.9879
ENSMMUG00000012209	10.01	0	28.01	15.01	3.01	6.01	1.01	1.01	0	3.01	34.01	0	0	0	37.01	0	0	66.02	17.02	0	193.237	0	0	83.01	0	0	0	0	0
ENSMMUG00000020137	0	0	0	0	0	0	0	21.9991	24.4162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009466	0	0	0	0	0	0	0	0	0	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000478	24.01	72.01	305.01	44.01	154.02	47.01	369.99	233.01	116.01	0	258.01	504.371	387.01	0	135.01	357.01	145.08	278.02	112.01	479.938	74.01	163.01	39.01	333.967	14.01	81.01	191.01	19.01	453.01
ENSMMUG00000019089	29.01	0	205.02	9.01	0	124.02	123.02	67.02	0	0	306.254	71.01	266.02	42.02	10.01	1.01	118.01	6.01	31.01	117.01	0	33.01	0	49.01	0	0	124.02	21.01	12.01
ENSMMUG00000013119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0
ENSMMUG00000020277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008556	1.01	0	0	14.4478	0	11.01	0	32.01	0	0	17.5159	0	0	0	0	0	0	0	1.01	0	0	0	14.01	37.01	0	0	34.02	0	57.01
ENSMMUG00000017321	0	0	0	1.01	0	0	3.22101	0	1.01	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006159	0	0	0	0	0	9.01	89.01	24.01	0	0	0	122.01	0	0	0	37.01	0	43.01	27.01	0	0	0	0	15.01	0	0	31.01	0	0
ENSMMUG00000010728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003582	0	0	0	0	0	0	0	0	0	0	0	43.02	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015279	8.01	0	66.01	0	0	1.01	142.03	0	0	0	0	0	0	0	0	0	12.8731	49.055	8.02	21.01	172.318	1.01	0	69.01	0	0	20.02	4.01071	32.02
ENSMMUG00000022570	15.01	0	27.01	0	0	61.01	36.01	93.01	0	55.01	84.01	18.01	0	0	18.01	18.01	0	0	9.01	94.01	194.01	0	0	0	0	1.01	54.01	0	0
ENSMMUG00000023811	2.01114	1.01112	0	5.01361	9.04277	2.01143	1.0103	3.01237	3.01157	0	0	0	0	3.01309	0	0	12.0823	0	1.02465	4.01887	0	1.01121	1.01	3.01767	25.0282	2.02771	0	9.01345	0
ENSMMUG00000028726	0	0	0	0	1.05742	0	0	0	7.04043	0	0	0	0	0	0	0	0	1.01	0	0	0	1.01041	1.01024	0	0	2.39971	0	0	0
ENSMMUG00000011313	12.02	0	97.01	0	28.01	18.01	70.02	101.02	0	281.02	79.01	78.02	118.01	0	77.0504	0	0	147.02	13.01	315.02	0	26.02	0	200.02	1.01	118.01	20.02	149.02	16.02
ENSMMUG00000010165	0	0	0	0	0	0	0	0	0	0	0	17.6896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08873	0
ENSMMUG00000032125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006834	420.01	61.01	1003.66	221.01	399.01	232.01	1867.01	2214.99	273.01	546.01	3218.01	3428.01	213.01	569.01	1718.01	305.01	246.01	380.01	741.01	3614.97	0	832.01	817.01	3094.01	339.01	1039.01	1373.01	1020.01	873.01
ENSMMUG00000020658	1.01	0	0	0	0	1.01	104.01	101.01	0	28.01	0	87.01	0	156.01	76.02	0	0	0	18.01	0	0	190.01	0	96.01	0	0	3.01	0	52.01
ENSMMUG00000010163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002667	0	0	0	0	0	1.01	0	0	0	0	0	38.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015762	3.04408	1.03573	5.01	12.1052	10.1896	32.5627	5.06881	2.01	21.3506	5.54556	8.14295	4.81599	23.5612	18.0227	31.1338	21.5346	15.6418	10.2285	3.01	6.12989	0	25.981	10.3338	1.02674	23.4662	42.6093	4.08555	15.286	1.0185
ENSMMUG00000017355	19.02	0	90.01	30.01	3.01	9.01	118.02	3.03095	73.01	1.01	22.01	43.02	7.01	0	66.01	130.01	0	18.02	12.01	28.02	0	0	0	78.01	0	0	36.02	114.046	119.01
ENSMMUG00000015697	0	0	6.01	59.02	54.01	3.01	24.01	33.01	0	0	69.01	52.02	148.527	0	46.02	0	5.01338	0	0	0	59.01	17.01	0	0	4.01	130.01	93.01	0	70.01
ENSMMUG00000001131	10.01	0	52.01	2.01	30.02	8.01	524.666	122.133	0	0	110.02	346.02	56.0299	10.01	108.02	37.01	130.01	121.122	121.792	1.01	1.01	0	33.01	81.02	1.01	0	109.02	135.01	48.2688
ENSMMUG00000017892	0	0	0	0	6.01	0	279.932	106.01	220.994	118.01	0	72.01	0	0	43.0066	0	0	0	15.8589	48.01	0	0	0	81.999	0	0	44.01	0	28.01
ENSMMUG00000031759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009898	10.01	0	0	0	0	0	41.02	24.01	0	0	0	0	60.01	0	10.01	0	0	67.01	17.01	0	0	0	0	199.125	0	0	0	0	45.01
ENSMMUG00000000242	3.01	0	0	0	37.01	6.01	0	0	0	179.01	1.01	0	0	58.9399	0	63.01	0	0	0	220.01	0	0	0	27.01	0	9.01	0	0	0
ENSMMUG00000011180	3.01	0	0	54.01	0	0	0	0	0	0	16.01	36.01	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006971	44.01	95.01	149.01	0	158.01	97.01	492.01	244.01	632.01	0	385.984	551.01	1.01	0	255.01	60.01	191.01	323.01	143.01	282.01	0	962.01	507.01	596.357	355.886	90.01	183.994	881.01	200.897
ENSMMUG00000021669	13.01	5.01	153.01	0	7.01	5.01	133.912	101.01	209.01	0	135.01	0	2.01	0	135.01	0	0	1.01	18.01	4.01	0	24.3336	0	90.0583	0	0	78.01	0	8.01
ENSMMUG00000013500	0	0	52.01	0	0	20.02	141.02	106.02	2.01	0	0	78.01	0	0	131.01	0	0	62.01	0	74.02	0	0	0	35.01	0	0	251.02	58.01	0
ENSMMUG00000032419	0	0	0	0	0	1.06709	6.31715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09406	0	0	0	0	20.5647
ENSMMUG00000005768	39.01	14.01	31.0557	108.01	71.01	107.084	114.01	226.01	333.01	102.01	271.109	424.01	5.01	0	133.01	492.01	192.01	145.129	128.01	557.01	0	281.01	7.0228	282.127	185.09	147.01	170.01	716.645	4.01
ENSMMUG00000022682	0	0	0	0	0	0	0	0	0	0	0	100.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019474	0	0	0	0	0	3.01	0	0	0	0	69.01	1.01	198.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000182	44.03	0	85.04	0	18.5215	9.03	219.111	229.267	301.862	31.01	96.03	119.04	1.01	0	32.7751	44.2072	1.01	0	8.02	98.03	0	95.02	0	18.01	0	0	6.01	144.839	133.037
ENSMMUG00000006290	0	0	0	0	0	0	0	0	0	0	19.01	0	17.01	0	0	0	0	31.01	0	0	0	0	0	27.01	0	0	0	0	0
ENSMMUG00000004731	0	0	0	0	0	0	39.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011389	6.01	0	0	0	0	3.01	175.01	0	15.01	0	43.01	0	0	0	34.01	0	0	0	0	134.02	0	0	0	0	0	0	0	0	0
ENSMMUG00000019389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002568	0	0	0	0	64.01	1.01	0	0	0	0	0	0	0	0	20.01	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006115	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	1.1374	0	0	0	0	0	0	0	0	3.76722	0	0	0	0	0
ENSMMUG00000008061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013086	0	56.01	0	0	0	2.01	57.01	0	0	0	0	0	0	102.01	9.01	119.01	0	0	0	0	0	0	0	0	0	0	0	0	0
