gene	21373_3_7	21373_3_8	21373_3_21	21373_3_31	21373_3_32	21373_3_50	21373_3_63	21373_3_64	21373_3_99	21373_3_113	21373_3_124	21373_3_131	21373_3_137	21373_3_138	21373_3_154	21373_3_158	21373_3_163	21373_3_167	21373_3_178	21373_3_188	21373_3_191	21373_3_192	21373_3_195	21373_3_208	21373_3_210	21373_3_219	21373_3_231	21373_3_233	21373_3_252	21373_3_275	21373_3_276	21373_3_295	21373_3_302	21373_3_310	21373_3_319	21373_3_326	21373_3_333	21373_3_341	21373_3_342	21373_3_360
ENSRNOG00000029986	0	0	16.0768	0	0	4.01	0	1.01	0	10.0309	0	2.01	0	0	1.03703	0	0	2.01611	0	1.01	0	0	1.01333	1.01	0	24.2782	1.01914	0	0	19.3179	0	1.01	0	0	0	0	0	1.03078	0	1.01
ENSRNOG00000050874	0	0	0	0	0	0	1.0422	0	0	0	0	0	0	0	0	0	1.02365	0	0	0	0	0	2.07582	0	0	0	0	0	0	0	0	0	0	0	1.03566	0	0	0	0	0
ENSRNOG00000014008	0	0	0	0	0	0	171.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009928	0	168.01	136.01	0	0	0	0	50.01	167.01	104.01	0	151.01	0	1.01	0	107.01	0	0	0	7.01	0	0	207.01	32.01	110.01	0	173.01	1.01	229.468	0	32.01	135.01	134.01	38.01	0	1.01	0	105.01	10.01	172.01
ENSRNOG00000020687	28.01	0	0	0	0	0	0	0	0	2.01	1.01	0	20.01	5.01	0	0	0	0	0	14.01	36.597	0	0	0	0	0	0	45.01	2.01	142.01	0	16.0182	0	0	0	0	0	0	0	0
ENSRNOG00000033809	0	0	0	101.153	8.01	0	0	0	0	0	64.3179	0	0	1.01	0	142.01	0	0	0	10.01	0	0	0	20.01	1.01	0	1.01	0	0	24.5415	0	0	0	0	0	2.01553	0	0	0	0
ENSRNOG00000013802	49.5305	28.4162	0	67.475	0	0	0	0	45.3234	0	35.8999	4.01	8.01	0	29.0604	70.167	0	0	3.01	0	0	0	43.2996	0	3.01	0	0	0	0	0	31.7704	0	42.681	15.8284	0	0	0	0	0	0
ENSRNOG00000012654	206.36	89.849	179.684	146.01	9.06588	141.01	238.213	114.01	232.01	0	45.01	157.01	178.01	42.01	143.01	64.01	418.01	0	27.01	41.01	59.4987	0	282.01	167.01	8.01	226.01	443.688	0	1.01	204.01	153.01	289.233	132.968	205.01	0	12.01	0	190.787	185.395	218.01
ENSRNOG00000025285	0	0	0	109.01	2.12276	0	0	0	0	7.59802	0	0	0	5.01	0	1.02984	1.01	0	0	0	0	0	0	0	0	0	303.01	0	0	4.01739	0	73.01	2.03919	0	0	0	3.26377	1.01	53.8428	2.06532
ENSRNOG00000002227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018309	1.01	68.01	0	40.01	34.01	13.01	165.01	36.01	585.267	45.4747	33.01	128.01	207.01	6.01	151.01	51.01	477.379	516.405	21.01	31.01	0	18.01	151.01	189.01	253.01	0	0	140.042	0	13.01	76.01	488.088	197.01	73.1356	0	13.0197	198.01	49.0513	21.01	32.0232
ENSRNOG00000019559	1.01	118.01	1.05056	25.2667	0	0	263.921	0	10.01	0	0	0	3.04192	0	4.03987	30.623	1.36354	2.01104	0	8.01	0	0	0	7.05491	15.0832	247.01	255.472	1.21277	0	80.01	0	251.205	4.01	61.01	265.01	32.01	1.0118	1.14553	0	218.01
ENSRNOG00000024479	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013971	0	0	276.02	353.01	98.01	144.01	0	2.01	216.01	0	0	0	0	0	191.01	118.01	11.01	0	17.02	70.01	0	0	234.207	45.01	0	0	0	0	250.01	258.01	109.01	802.342	0	75.01	0	71.01	2.01	0	0	0
ENSRNOG00000001443	168.01	0	0	25.01	0	0	0	0	0	0	0	0	206.01	0	47.01	132.692	0	0	97.01	5.0556	0	0	236.01	81.01	0	0	112.591	0	0	29.01	11.2363	1.01	0	0	0	26.2644	0	0	0	0
ENSRNOG00000062030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021248	0	0	0	0	0	0	0	0	0	0	19.01	0	0	0	0	0	0	0	18.01	0	0	0	0	55.01	0	0	0	0	1.01	203.006	0	0	1.01	0	0	2.01	0	0	0	0
ENSRNOG00000020322	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	118.01	1.01	0	0	0	0	0	0	45.01	0	0	0	0	0	0	0	232.01	0	0	0	0	0	0	0	0
ENSRNOG00000048469	0	13.0342	0	0	0	0	1.0978	0	0	1.01912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5223	0	2.31009	0	0	0	0	8.37779	1.01	7.29169	0	0	0
ENSRNOG00000019525	696.402	271.01	800.01	2377.01	158.929	179.01	984.01	605.433	773.01	552.01	266.01	274.01	214.01	117.01	695.642	315.01	349.01	0	52.01	209.01	308.01	0	669.01	535.01	1337.01	1017.01	329.242	51.0388	271.01	727.874	349.578	1710.88	214.01	453.01	1557.77	129.006	0	0	255.01	301.01
ENSRNOG00000007864	0	0	0	0	49.8663	0	118.7	6.90488	113.851	1.01	0	1.01	151.594	6.01	0	113.053	96.799	0	13.01	30.01	0	0	182.658	45.0664	51.01	0	2.03249	96.02	0	1.07675	0	0	0	35.01	0	14.01	2.01	0	118.02	99.01
ENSRNOG00000054189	0	0	0	0	0	0	0	0	0	109.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049056	42.02	6.01	55.01	86.0155	16.01	389.514	381.02	52.01	275.603	13.01	0	552.018	0	0	0	245.02	196.105	75.01	19.01	7.04269	0	0	0	129.02	0	379.385	0	0	313.02	151.192	0	45.01	0	0	0	0	242.02	0	0	206.02
ENSRNOG00000021201	0	388.01	2.01	170.053	197.01	0	0	99.01	70.01	1412.14	30.01	151.124	149.01	493.01	68.01	0	632.01	184.1	0	0	831.998	82.01	0	376.087	223.02	1158.36	0	0	450.01	690.844	0	91.01	217.01	325.01	0	0	252.01	0	150.01	0
ENSRNOG00000024027	0	0	0	0	0	17.01	0	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	13.01	0	79.01	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSRNOG00000025261	0	3.21456	36.0003	0	0	55.9861	0	32.6968	0	0	0	0	0	0	2.01	22.8961	0	0	0	0	107.035	0	0	16.6424	0	16.1447	6.05697	0	35.01	9.19048	1.2046	374.27	0	10.8798	42.01	0	1.01	26.0855	38.01	4.27118
ENSRNOG00000061051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2226	0	0	0	0	0	1.05812	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.01	0	0	32.3386	0	0	46.01	0	0	0	0	14.01	0	0	0	0	9.01
ENSRNOG00000007805	0	0	0	0	7.01	0	0	0	0	78.01	57.01	0	2.01	0	0	0	0	0	0	13.01	0	0	0	2.01	0	121.01	1.01	0	0	333.135	1.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000014623	0	0	143.01	90.01	40.01	37.01	149.01	0	21.01	214.73	39.01	37.01	1.01	69.01	315.912	0	12.01	1.01	0	7.01	275.01	0	1.01	0	65.01	0	180.033	0	28.01	198.493	28.01	0	0	0	0	5.01	127.01	0	0	0
ENSRNOG00000002125	19.01	0	0	38.01	49.01	106.01	211.104	115.01	32.015	0	0	170.01	0	0	0	48.01	157.085	0	17.01	24.01	0	0	19.01	15.01	106.01	0	0	0	0	123.01	13.01	575.427	80.01	24.01	7.01	1.01	0	0	38.01	68.0808
ENSRNOG00000006778	119.01	86.799	2.01	137.01	0	0	0	3.01	12.01	0	0	123.094	0	0	71.01	1.01	0	0	0	0	0	0	307.01	78.01	44.01	68.045	0	0	0	0	1.01	69.01	0	59.01	101.419	0	301.01	1.01	84.01	2.01
ENSRNOG00000030680	372.01	209.01	435.01	1004.01	266.01	285.01	1091.94	749.01	421.01	1504.01	225.991	283.01	577.393	70.01	573.525	812.565	296.01	455.305	167.474	164.336	79.0609	139.937	408.01	791.498	1577.93	959.123	1955.01	1.01	2116.64	1236.28	170.01	1782.42	1142.01	136.01	556.403	404.947	247.984	44.01	553.8	525.01
ENSRNOG00000023013	21.02	332.01	0	60.02	21.01	71.01	186.02	8.01	31.01	1.01	5.05376	60.01	0	27.01	0	273.071	0	52.01	0	10.01	0	0	0	0	0	156.01	206.78	1.01	1.01	0	0	0	0	19.01	0	114.01	0	0	0	0
ENSRNOG00000045854	141.01	0	184.01	70.01	65.01	0	300.211	8.01	0	0	0	57.01	0	0	0	209.01	649.981	0	13.01	71.01	4.01	0	0	7.01	227.01	0	0	37.01	483.01	0	105.01	259.178	220.431	36.01	314.01	0	211.01	0	136.01	0
ENSRNOG00000007433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.16	0	0	0	0	0	0	0
ENSRNOG00000011310	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019109	0	0	0	62.01	20.01	0	0	88.01	0	0	0	90.01	0	2.01	127.01	91.01	0	0	2.01	0	0	0	0	0	0	197.009	0	0	0	0	0	0	0	12.01	0	0	156.01	0	77.01	127.01
ENSRNOG00000001099	0	0	0	117.02	0	0	0	0	3.03816	0	0	0	0	0	0	0	0	0	0	1.0353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011533	0	9.01	0	0	22.01	0	0	49.01	118.01	0	0	0	0	0	0	0	0	0	0	0	204.01	1.01	0	0	0	120.01	0	0	0	12.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058316	44.4198	0	82.9671	113.756	12.01	57.4693	22.01	131.109	67.2017	0	0	70.3847	0	19.01	0	11.3838	0	0	7.01	0	0	0	1.01	0	235.949	142.698	174.032	0	4.01	0	0	171.923	147.975	24.8795	0	1.01	1.01	0	0	67.7046
ENSRNOG00000056954	0	0	0	102.02	0	311.02	292.139	0	217.02	14.01	0	309.02	1.01	7.01	106.02	127.02	409.02	0	47.02	0	0	0	1.01	15.8181	0	0	34.253	0	0	0	37.02	223.02	76.02	37.02	0	3.01	0	0	221.02	318.02
ENSRNOG00000001531	0	0	0	0	0	0	0	32.4499	0	0	0	0	0	0	0	56.9447	0	0	26.5387	17.01	0	0	0	0	0	0	0	0	0	28.01	27.01	101.01	0	0	0	0	118.916	0	16.991	0
ENSRNOG00000000833	0	0	0	0	0	0	0	0	4.47994	2.01	3.01	2.12844	0	1.01	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	2.01	0	0	0	0
ENSRNOG00000021589	0	0	0	0	0	0	0	0	1.01052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051152	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.02	0	0	0	1.01	0	0	52.0299	0	0	0	0	0	29.02	0	0	61.0301	0
ENSRNOG00000048421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003276	0	0	0	0	9.01	148.01	254.479	0	220.01	1.01	0	95.01	0	0	138.106	0	507.01	0	0	0	0	0	56.01	5.01	235.01	1.01	262.83	0	0	437.478	54.01	12.01	0	0	0	0	0	42.01	1.01	0
ENSRNOG00000058180	0	0	0	0	0	0	63.01	0	0	0	0	0	0	11.8461	0	0	0	0	0	0	0	0	0	0	25.5461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009421	0	83.2948	0	87.7359	64.01	273.01	74.9273	162.457	173.337	16.04	119.655	245.447	1.01	0	0	126.01	14.0578	1.01	51.01	8.01	0	2.46565	186.01	4.0284	47.01	13.01	1.01528	0	2.01016	2.01208	0	445.937	0	126.01	1.01	2.01	288.01	602.218	293.01	125.01
ENSRNOG00000020457	1.01	0	0	0	26.01	9.57357	0	0	50.0332	0	33.01	80.01	43.0285	23.03	55.02	0	0	0	12.0418	0	0	0	0	0	504.181	189.02	0	0	133.92	267.201	0	296.01	0	19.01	0	0	1.01	0	60.01	0
ENSRNOG00000001062	0	0	0	0	33.8701	4.01	0	48.6775	121.007	0	56.3531	0	0	0	18.01	3.01	13.01	0	0	18.3674	102.01	0	0	0	2.01	72.3415	46.1906	0	108.666	51.6673	0	0	115.426	27.4309	265.164	14.274	0	0	40.8895	0
ENSRNOG00000052376	48.5665	0	4.02	2.01	3.01	0	181.109	1.01	0	0	2.01	94.02	0	0	0	88.9655	0	0	10.01	18.02	0	52.761	27.1042	78.02	31.01	0	176.658	0	0	11.448	0	0	0	8.01323	0	13.01	0	16.0616	0	154.955
ENSRNOG00000045772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042464	0	0	0	0	0	0	0	0	0	0	0	0	108.01	0	115.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.01	0
ERCC-00163	41.01	1.01	48.01	0	0	0	0	0	8.01	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	54.0188	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016618	0	0	0	0	0	0	1.01017	0	2.08843	0	0	0	0	0	0	0	4.19551	0	0	0	0	0	0	0	0	0	0	3.45111	0	0	0	0	0	0	0	6.01994	0	0	0	0
ENSRNOG00000012831	0	0	0	58.01	0	0	0	0	0	0	0	0	0	26.01	0	0	0	0	0	0	0	0	0	14.01	0	0	0	0	0	0	10.01	0	0	22.01	0	0	0	0	0	0
ENSRNOG00000008247	0	0	0	101.02	0	0	137.02	0	261.249	0	0	92.02	2.01	0	0	12.9465	0	0	20.01	4.01	0	0	0	28.01	125.19	0	0	0	0	142.986	0	0	0	71.02	0	0	0	0	76.02	29.0446
ENSRNOG00000058497	0	0	0	106.01	0	0	0	0	0	0	0	106.01	0	0	0	0	345.01	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027891	0	0	0	0	0	0	0	0	0	83.01	0	0	0	0	0	0	372.794	0	0	4.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640.01	0	0	0
ENSRNOG00000017061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.51868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007981	7.70254	0	0	0	0	0	1.01363	0	0	8.86788	41.7568	2.10827	0	0	0	0	0	44.2221	10.01	0	30.6596	2.73739	3.24249	10.7472	0	2.18257	20.7106	9.84489	0	3.2967	2.07382	3.07032	0	0	0	0	0	4.29052	0	0
ENSRNOG00000014431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000632	0	0	0	1.01	33.5307	0	41.01	1.01	178.043	36.05	245.01	0	0	0	0	61.01	876.712	0	233.02	46.01	280.824	0	1116.4	473.695	0	0	0	0	160.244	467.03	0	0	0	1.01	0	0	0	0	0	292.01
ENSRNOG00000012185	0	105.02	0	64.02	58.02	489.02	238.02	119.69	299.02	2.01	2.01	198.673	1399.02	84.02	51.02	106.02	266.02	0	17.02	17.01	0	0	1.01	49.02	289.02	132.02	201.162	1.01	3.01	0	102.02	219.065	278.02	53.02	0	0	290.02	618.496	201.343	61.01
ENSRNOG00000014049	5.86435	11.3689	181.901	0	1.03188	32.6998	49.9241	160.342	113.027	11.0959	94.9447	18.0604	429.286	70.5481	8.35771	30.4362	14.3226	13.3137	21.9967	8.56831	106.923	0	268.971	113.47	253.761	210.578	4.44692	8.70628	3.91214	124.216	0	604.254	44.5948	0	145.492	49.0798	12.0132	216.413	1.029	11.5625
ENSRNOG00000025679	76.01	0	0	40.01	0	0	168.01	2.01	0	2.01	0	3.01	25.0228	0	11.01	0	0	0	16.01	0	0	0	0	137.01	0	5.01	304.01	0	155.085	0	0	156.061	0	1.01	99.01	20.01	0	0	0	1.01
ENSRNOG00000008616	0	0	0	0	3.01	0	0	0	151.01	0	27.01	2.01	0	0	0	118.01	0	627.01	0	0	0	0	0	44.01	4.01	0	1.01	0	0	19.0128	0	0	139.051	67.01	0	7.01	37.01	0	0	22.01
ENSRNOG00000043292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060714	0	0	0	0	0	0	0	0	0	31.9977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008652	180.557	440.01	0	0	12.01	52.01	168.048	3.01	0	67.01	53.01	0	0	101.01	0	119.01	0	56.0393	3.01	66.01	361.01	39.01	0	114.01	0	800.01	339.484	1.01	0	15.01	0	457.01	0	59.01	169.045	1.01	600.923	1.01	0	89.0553
ENSRNOG00000005292	0	1.02255	0	126.01	35.01	63.01	95.7473	227.089	288.071	14.0932	60.8963	78.2728	0	0	9.01	9.01	248.842	453.474	11.01	48.0199	166.7	36.01	224.031	63.01	178.25	398.116	165.044	0	52.01	1.01	48.01	624.341	0	0	149.17	56.01	322.01	1.31472	84.1745	185.01
ENSRNOG00000008411	8.01	266.01	2.01	634.01	31.01	0	232.01	0	338.01	0	80.01	124.01	0	23.01	88.01	178.01	90.01	1.01	28.01	42.01	0	0	1.01	291.01	41.01	115.01	0	0	62.01	184.01	82.01	281.01	0	45.01	526.01	62.01	133.01	0	63.01	206.01
ENSRNOG00000020129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010952	117.02	40.01	138.01	0	0	0	127.01	96.02	46.01	0	55.01	0	0	0	0	0	99.02	0	0	0	0	0	0	126.02	0	0	34.0315	0	0	0	0	11.01	0	55.01	15.1299	8.01235	0	0	33.02	0
ENSRNOG00000015800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000040213	0	0	0	2.01	0	0	0	0	1.41318	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	7.24845	0	24.8912	2.24175	0	0	2.01	2.20581	5.01	0	0	0	0	0	0	0	0
ENSRNOG00000048544	0	0	0	0	0	0	1.02153	0	0	1.01263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008672	171.993	198.489	3.01	41.01	56.01	1.01	242.097	179.01	378.01	148.01	64.3256	304.01	85.01	79.01	195.996	1.01	233.45	286.01	13.01	3.01	136.169	6.01	1.01	196.345	304.005	1.01	299.784	0	261.01	280.01	65.01	424.288	281.33	35.01	8.01	58.2845	783.01	376.254	122.01	236.01
ENSRNOG00000005686	146.01	368.01	283.01	129.01	5.01	0	106.01	0	209.01	2.01	5.01	121.01	0	28.01	0	137.01	1.01	0	38.01	4.01	0	0	209.177	117.01	8.01	0	163.01	0	22.0843	0	45.01	391.01	0	42.01	0	0	261.01	12.01	54.01	234.01
ENSRNOG00000000586	67.01	0	0	0	20.01	0	0	70.01	182.01	0	0	0	354.01	0	47.01	95.01	1.01	0	41.01	1.01	0	0	0	63.01	93.01	0	0	0	0	18.01	0	0	0	0	4.01	0	247.01	0	69.01	0
ENSRNOG00000022725	0	0	0	0	0	0	0	0	0	24.0885	3.01	62.1242	2.02021	2.01392	14.01	0	7.01	7.24137	0	0	0	0	1.26868	53.1263	0	0	2.22738	2.01705	0	0	0	0	0	0	1.01	0	0	6.19136	0	0
ENSRNOG00000001072	13.01	0	0	6.01	0	0	120.01	0	0	0	0	4.01	12.2892	0	0	0	19.9322	0	3.01	0	0	0	4.01	2.01	0	0	2.01	27.5801	9.01	1.01	0	13.033	0	0	0	0	0	0	1.01	0
ENSRNOG00000018018	50.02	0	0	4.01	0	0	0	0	0	1.01	0	0	1.01	0	0	2.09232	0	1.26983	0	0	0	0	0	0	0	0	0	6.01	2.01	5.11066	0	0	0	0	0	1.06275	0	0	0	0
ENSRNOG00000060114	0	0	0	0	3.64933	0	0	0	0	0	0	0	5.35215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47223	0	0	0	0	0	0	0
ENSRNOG00000031588	0	11.1701	0	0	0	0	0	6.40548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.5299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052391	0	0	56.01	0	0	0	219.112	0	191.143	24.01	0	1.01	0	0	7.01	262.01	52.491	0	32.01	32.01	0	0	0	30.2369	165.01	150.01	0	0	0	0	129.235	18.01	0	0	0	4.01	2.01	0	0	0
ENSRNOG00000019048	2793.65	2474.43	1391.01	718.01	359.01	751.01	2275.21	2480.82	1326.01	851.022	69.01	925.433	2868.52	841.01	835.01	2279.71	857.904	2478.96	285.01	471.01	319.01	768.01	713.122	338.01	736.411	2401.31	3242.07	1.01	3915.07	1085.01	569.254	310.01	7491.84	1150.93	1774.58	915.02	7848.05	10454.9	298.01	3296.84
ENSRNOG00000015578	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0
ENSRNOG00000049862	0	0	0	0	0	0	0	2.23704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020659	205.01	0	1.01	55.1573	30.01	0	35.01	0	2.01	0	36.01	8.01	160.01	0	149.01	14.01	4.01	0	0	24.01	0	1.01	245.01	61.01	16.01	67.3388	285.01	0	70.01	160.01	44.01	280.203	0	47.01	3.01	0	1.01	0	154.319	0
ENSRNOG00000027593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6738	0
ENSRNOG00000030537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001886	0	0	0	0	0	0	2.01	0	27.01	13.01	0	0	165.01	0	0	0	205.066	0	14.01	41.01	53.0273	0	0	10.01	0	195.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009276	0	0	130.02	56.01	69.01	0	0	0	8.01	7.01546	2.01	0	0	0	0	0	0	126.01	1.01	0	0	0	144.02	70.01	0	0	30.01	0	0	276.02	2.01	0	0	0	86.2272	31.01	0	0	0	134.01
ENSRNOG00000014785	0	0	163.01	124.01	0	6.42069	0	40.01	43.01	0	49.01	0	0	0	0	0	0	0	26.01	0	0	0	11.01	0	3.01	0	0	0	0	125.01	42.01	0	0	36.01	0	22.5266	1.01	0	38.01	49.01
ENSRNOG00000017136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	269.02	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001058	1.01	0	164.137	9.01	34.01	1.01	0	0	123.934	1.01599	0	6.01	239.01	16.01	0	3.19491	1.01	1.01	0	0	0	0	0	72.0607	8.01	4.01	3.01	0	5.01136	0	1.01	11.01	2.01	14.01	8.01657	0	1.01	0	0	0
ENSRNOG00000009878	2.01	128.01	555.01	0	33.01	0	387.01	101.01	616.01	0	56.0595	898.16	3.01	0	139.01	126.01	87.01	275.01	96.01	73.0866	1.01	14.0965	525.095	320.01	0	150.167	248.614	2.01	224.01	107.01	78.9392	311.204	389.01	10.01	0	121.01	546.01	702.01	53.01	972.01
ENSRNOG00000024808	0	0	0	30.01	15.01	0	0	0	0	0	24.1898	0	0	0	0	0	0	0	9.02	4.01	0	35.01	0	0	41.01	0	0	0	56.01	0	0	0	0	0	0	0	0	0	0	0
