gene	21373_3_7	21373_3_8	21373_3_21	21373_3_31	21373_3_32	21373_3_50	21373_3_63	21373_3_64	21373_3_99	21373_3_113	21373_3_124	21373_3_131	21373_3_137	21373_3_138	21373_3_154	21373_3_158	21373_3_163	21373_3_167	21373_3_178	21373_3_188	21373_3_191	21373_3_192	21373_3_195	21373_3_208	21373_3_210	21373_3_219	21373_3_231	21373_3_233	21373_3_252	21373_3_275	21373_3_276	21373_3_295	21373_3_302	21373_3_310	21373_3_319	21373_3_326	21373_3_333	21373_3_341	21373_3_342	21373_3_360
ENSRNOG00000011573	3.03014	0	1.01104	0	0	8.07957	0	0	124.048	1.91573	52.4159	2.01	0	18.1401	1.01078	0	105.41	0	0	0	7.91542	0	0	4.071	0	5.04285	12.844	28.8203	1.54251	33.9617	0	166.03	0	15.0176	0	3.12303	0	0	0	55.1629
ENSRNOG00000020344	0	0	0	29.01	0	0	0	0	0	0	0	11.01	0	0	0	13.01	0	0	0	16.01	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	27.01	0	0	0	0
ENSRNOG00000012166	0	0	0	0	0	0	0	0	22.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.8	0	0	0	0	0	0	0	0	179.01	0	0	0	0	0	0	0
ENSRNOG00000005794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011168	94.01	180.01	269.01	33.01	164.01	319.416	0	171.216	239.186	0	108.01	575.01	0	39.01	0	32.01	200.118	0	33.1581	54.01	277.172	2.01	261.223	101.01	10.01	341.917	0	0	628.35	76.01	72.9237	96.01	4.01	22.01	1.01	105.01	2.01001	100.01	208.01	116.01
ENSRNOG00000023520	23.01	0	99.01	258.01	57.01	18.0113	50.01	39.1009	330.01	19.1731	10.01	33.01	215.01	0	22.01	16.01	988.01	1.01	74.01	84.01	1.01	93.01	43.01	87.01	188.01	0	191.086	0	13.01	277.266	46.0869	273.01	0	111.01	0	83.01	85.01	89.01	106.01	101.01
ENSRNOG00000019085	0	0	0	0	0	0	0	0	0	0	53.01	0	137.01	20.01	0	0	2.01	0	29.01	50.01	0	3.01	51.01	27.01	124.01	0	0	0	261.01	0	4.66553	0	0	83.01	0	0	0	0	0	0
ENSRNOG00000008062	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	1.01	2.01	0	1.01342	4.01	0	1.01	0	325.01	2.01	0	1.01	0	0	0	0	0	3.01	0	0	0
ENSRNOG00000027552	73.01	142.01	133.003	0	0	3.06581	132.01	0	0	0	0	18.0327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.6036	0	0	0	53.01	133.777	0	121.01	0	0	118.01
ENSRNOG00000047880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061763	0	0	0	1.01	0	1.01	0	0	0	1.31306	0	1.01	0	0	4.03288	0	0	0	0	0	9.8009	0	3.74569	0	0	0	6.43642	6.24498	1.03665	1.01	1.83284	4.12931	7.01	0	16.0027	0	0	1.02387	0	0
ENSRNOG00000060614	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	4.01	0	0	1.01	0	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0	68.01	0	69.01
ENSRNOG00000001300	200.01	212.01	275.01	0	1.01	13.01	220.01	0	0	0	48.01	0	23.01	0	0	116.01	0	0	0	0	0	0	0	10.01	75.01	34.01	208.01	0	0	214.01	0	0	0	0	408.526	11.01	780.163	0	0	116.01
ENSRNOG00000011709	8.74556	45.01	0	80.01	23.01	46.01	278.01	0	98.2247	1.01	42.01	98.01	216.01	37.01	0	256.01	48.01	0	0	23.01	0	0	0	92.01	158.057	218.01	173.01	0	33.01	149.01	0	347.255	0	14.01	0	0	0	249.01	0	59.01
ENSRNOG00000011501	281.516	1.01121	440.01	216.01	93.01	285.01	542.659	88.01	477.829	294.179	220.01	922.999	96.8057	48.01	227.376	626.581	92.01	0	202.01	35.01	0	0	1159.91	284.01	163.01	321.01	944.501	1.01	149.01	863.382	195.01	146.723	702.01	137.01	150.01	83.01	214.01	1.01	325.01	785.15
ENSRNOG00000058408	0	0	0	0	0	1.76416	3.51626	1.36769	9.50603	0	1.55842	0	0	0	3.53771	0	0	0	0	0	0	14.2524	0	17.4188	0	0	0	33.4668	1.45079	21.5671	1.92386	0	0	0	6.44169	2.98519	0	0	0	7.51618
ENSRNOG00000055028	39.01	0	0	0	15.01	0	0	0	0	1.01	0	0	167.01	2.01	85.01	0	0	0	15.01	18.01	0	0	0	54.01	0	0	48.0308	1.01	0	66.01	0	0	0	0	0	56.01	0	4.01	0	0
ENSRNOG00000052444	285.01	1477.81	264.248	143.01	143.574	83.01	517.121	1002.78	421.01	1002.55	40.01	582.209	695.203	160.01	921.764	267.01	0	1373.44	31.01	69.01	895.01	0	159.01	268.01	82.01	1024.89	823.245	650.289	175.01	514.01	76.01	1104.77	171.081	104.219	1469.54	12.01	331.01	2078.62	0	296.01
ENSRNOG00000059001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045743	1.05626	0	0	1.01	0	0	0	0	0	5.24021	0	0	0	0	0	0	0	0	0	0	1.01413	1.01	0	4.0208	0	0	1.01	1.02947	1.01	0	0	0	0	0	0	0	0	25.529	1.01018	0
ENSRNOG00000021087	0	0	0	0	0	7.23094	0	0	0	17.9018	0	1.56855	1.03529	0	0	0	3.41594	11.803	0	0	1.01464	0	1.60339	0	0	0	0	0	0	0	0	0	0	0	0	1.24712	0	0	1.10072	1.01053
ENSRNOG00000010459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015774	0	0	0	0	0	0	0	0	0	0	34.02	0	0	41.02	194.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.01	0	0	0	1.01	0	0	0	0	0	0
ENSRNOG00000008802	0	1.01	1.01	0	20.01	0	118.01	0	0	18.01	0	2.01	0	37.01	161.01	179.01	0	0	49.01	36.01	0	0	0	273.01	86.01	215.01	0	0	338.01	0	31.01	2.0109	0	10.01	0	0	0	0	0	0
ENSRNOG00000010959	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	0	22.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.01	0
ENSRNOG00000054118	0	1.01	186.01	90.01	77.4969	98.01	125.01	0	415.01	0	0	136.01	184.01	0	38.01	224.01	136.01	0	36.01	72.4264	0	0	0	73.01	225.01	0	0	0	0	285.01	0	505.492	215.01	44.01	0	4.01	3.01	1.01	194.01	235.01
ENSRNOG00000012186	8.01	262.01	141.01	21.01	1.01	17.01	87.01	198.01	271.01	265.405	62.01	177.01	368.01	1.01	356.01	117.01	299.01	0	0	28.01	0	160.331	175.01	192.01	316.01	383.475	236.01	148.01	1.01	134.01	73.01	178.01	371.229	1.01	69.01	22.2076	237.01	677.01	76.01	133.01
ENSRNOG00000009891	0	0	0	16.01	13.01	20.01	0	50.01	136.01	719.01	7.01	91.01	28.01	0	0	107.01	0	0	8.01	3.01	0	0	0	55.01	387.01	4.01	165.054	621.012	184.01	0	41.01	0	0	16.01	293.073	28.01	36.01	78.01	0	0
ENSRNOG00000008613	0	0	0	0	0	0	0	0	0	0	3.01	16.01	0	0	0	0	0	0	0	2.01	0	0	0	3.01	32.01	91.01	0	0	0	0	0	0	0	0	0	0	0	0	17.01	0
ENSRNOG00000008758	1.02451	0	0	0	0	0	1.46025	0	0	15.2223	0	0	0	0	0	0	0	32.2044	0	0	4.89368	0	41.6172	11.0547	0	8.06852	0	1.24691	0	19.2464	0	0	0	0	0	0	0	1.2153	0	1.02179
ENSRNOG00000009039	0	0	0	83.01	0	0	0	0	0	0	57.01	0	0	0	0	111.01	0	0	0	0	0	47.01	0	205.01	0	0	0	0	0	0	0	84.01	0	0	0	1.01	0	0	64.01	106.01
ENSRNOG00000024594	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317.01	0	0	44.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007370	0	0	0	0	0	54.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.01	0
ENSRNOG00000028112	0	0	0	0	0	1.65013	0	0	0	1.16249	0	0	0	1.08172	1.063	0	1.20368	8.87595	0	0	0	0	0	0	0	0	0	3.00477	0	0	1.89558	1.01068	0	0	10.5381	0	1.11793	5.04998	4.01	0
ENSRNOG00000005577	0	1.01	0	213.01	30.01	0	20.01	124.01	0	0	1.01	39.01	139.01	26.01	0	0	0	0	26.01	15.01	0	0	0	0	0	17.01	0	203.01	0	4.01	0	315.01	0	34.01	0	0	0	497.872	0	0
ENSRNOG00000047508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023317	0	115.01	330.01	139.01	24.01	0	297.739	0	121.01	0	0	237.164	0	0	43.01	0	0	0	25.01	8.02674	0	0	0	42.01	0	88.01	0	0	0	149.01	41.01	0	19.0213	0	0	2.01	0	0	19.01	0
ENSRNOG00000047368	0	0	0	0	0	0	0	0	2.31175	1.04023	0	0	3.44956	0	0	0	0	0	2.09014	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSRNOG00000012830	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032254	0	0	0	3.01	8.01	0	0	0	52.02	0	0	0	315.02	7.25142	0	0	2.01	0	31.02	23.01	29.035	0	0	362.02	1.01	0	0	0	26.01	1.01	0	0	0	5.01	0	1.01	56.01	0	0	70.01
ENSRNOG00000008353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019507	0	0	0	0	27.01	0	28.01	4.01	0	0	0	0	0	0	0	0	88.01	0	3.01	0	0	0	0	0	0	0	0	0	134.01	1.01	0	0	0	0	2.01	1.01	0	0	0	0
ENSRNOG00000059857	0	0	1.01	0	0	0	0	77.1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.01	0	0	1254.01	0	0	0	0	1.01	0	0	0	0	0	1.01	2.01	0
ENSRNOG00000029238	0	0	0	0	0	0	0	0	1.01	246.01	0	0	144.01	38.2794	70.01	76.01	0	0	0	54.01	0	0	10.0189	96.01	0	0	0	0	372.01	183.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000064	97.01	31.4981	101.851	60.4651	46.5577	80.5018	159.146	48.684	98.5343	23.6642	19.334	72.3721	69.294	6.04265	58.026	46.01	164.172	168.502	25.01	29.7735	33.2877	22.7665	79.4983	23.01	20.01	66.5783	52.2623	117.383	31.6448	70.01	30.3722	102.118	80.5736	32.8962	29.01	15.01	21.7196	257.273	61.3134	37.0169
ENSRNOG00000032437	13.01	59.01	0	66.01	47.01	0	202.01	118.01	100.02	0	48.01	0	0	21.01	0	0	0	0	0	31.01	0	0	107.01	0	75.02	155.02	37.01	0	168.02	1.01	60.01	292.02	242.02	0	0	0	102.02	149.021	0	6.01282
ENSRNOG00000000639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042359	115.349	114.01	267.561	104.01	28.1552	94.01	437.01	274.01	107.01	1.01	49.01	56.01	0	42.01	252.01	272.01	340.01	0	71.3954	45.01	0	0	520.01	93.01	616.01	10.01	128.01	0	157.54	593.428	133.01	223.01	188.01	126.564	116.01	57.01	0	598.01	104.01	217.01
ENSRNOG00000016443	0	57.01	0	48.02	10.01	1.01	84.0174	0	27.01	0	22.01	131.01	0	0	0	0	3.01	0	0	0	331.01	0	0	0	0	0	7.01194	0	0	7.01064	2.01	0	0	98.01	112.01	9.01281	0	0	83.02	0
ENSRNOG00000001825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.01	0	0	0	0	0	0	0	0
ENSRNOG00000021046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017012	0	1.01	0	0	39.02	0	114.02	0	0	1.01	20.01	0	0	0	0	139.03	1.01	0	22.01	35.0299	1.01	0	182.01	60.03	30.01	0	0	0	3.01	301.03	39.01	0	0	36.03	1.01	55.02	163.03	0	39.03	392.722
ENSRNOG00000012742	0	0	1.01	0	22.01	0	0	16.01	100.01	0	0	0	0	0	0	0	0	134.415	8.01	0	0	0	0	21.01	0	0	84.01	0	84.01	0	0	0	0	0	35.01	0	128.01	0	0	0
ENSRNOG00000042804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021693	0	1.0473	0	0	5.01	0	0	0	0	0	8.01	64.0243	0	0	0	0	0	0	0	1.02222	0	0	0	1.01	0	1.01174	37.7162	0	4.01	11.0493	0	143.105	0	0	1.01204	2.01086	0	0	85.4393	2.07447
ENSRNOG00000052839	0	0	34.5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019170	0	377.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016963	148.118	131.02	111.01	154.01	55.01	13.01	172.01	90.01	180.01	1.01	33.01	151.01	154.01	12.01	103.01	176.02	200.71	31.8018	27.01	33.01	0	51.01	714.02	255.02	193.052	38.01	241.062	1.01	2.01	151.02	5.01	207.041	68.01	33.02	6.08418	61.01	23.02	622.01	169.02	430.02
ENSRNOG00000026008	1.01	97.01	0	176.01	0	0	30.01	0	0	9.01	22.01	0	258.01	35.01	120.01	5.01	0	379.01	0	0	0	0	0	57.01	0	23.055	0	0	1.01	0	5.01	0	270.158	0	0	0	0	0	0	0
ENSRNOG00000008010	0	0	0	0	0	0	0	0	41.01	50.01	0	0	0	0	0	0	0	0	0	0	138.01	0	0	0	0	0	0	0	0	0	15.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000005850	0	0	0	0	0	0	0	0	0	1.0113	0	0	0	0	0	0	1.01	2.01895	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0
ENSRNOG00000004364	71.01	88.01	473.01	133.01	0	1.01	120.112	75.01	678.122	1.01	5.01	0	158.189	36.01	87.01	0	1.01	0	16.01	55.1907	68.6723	0	0	0	126.152	111.01	0	0	177.01	0	48.01	0	0	36.01	1.01	1.01	0	89.01	0	117.01
ENSRNOG00000025998	70.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037765	239.537	71.01	187.01	411.01	25.01	0	121.01	111.01	433.01	0	74.01	162.235	137.01	100.01	126.01	40.01	677.241	0	34.01	0	0	0	874.01	56.01	799.921	0	60.01	0	137.01	200.412	209.01	700.794	211.01	103.01	40.0442	2.01	89.01	359.543	139.01	146.01
ENSRNOG00000019268	0	5.01	0	14.01	55.01	0	67.6537	0	0	0	0	0	1.01	0	0	0	0	0	47.01	13.01	0	0	0	0	0	0	138.06	0	0	64.0372	7.01	0	165.01	0	0	0	0	0	0	69.0621
ENSRNOG00000030264	0	0	0	45.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047261	0	0	46.1705	0	0	0	0	53.0644	0	0	10.4807	13.805	0	8.16225	0	0	0	0	0	0	0	0	109.127	0	40.2204	50.1033	25.1254	0	0	24.6874	0	34.8901	0	0	0	0	1.01	0	0	0
ENSRNOG00000010241	48.0514	0	64.01	1.02408	9.01	1.04909	58.8894	0	2.89537	0	18.01	0	7.29171	0	52.01	32.1667	63.9116	5.06431	0	0	22.4662	38.01	67.01	61.9092	148.372	77.01	2.34213	10.3353	0	0	1.01	0	0	9.01	0	14.1571	0	116.37	7.01	57.8674
ENSRNOG00000013965	145.01	0	0	186.785	0	0	0	95.01	0	0	0	82.01	3.01	37.01	75.01	181.189	400.01	0	0	12.01	0	0	0	144.01	0	0	81.01	0	0	102.01	3.01	353.01	42.01	0	0	0	0	5.01	0	3.01
ENSRNOG00000027096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003463	0	44.01	0	0	37.01	156.157	177.01	0	42.01	22.01	89.01	0	1.01	0	0	0	0	0	0	0	0	0	0	78.01	0	224.01	1.01	0	0	0	0	1.01	0	0	1.01992	0	0	0	0	0
ENSRNOG00000053972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027520	253.01	359.545	700.586	610.48	42.01	246.289	625.01	316.01	578.01	3.01	182.01	805.052	1143.01	35.01	677.01	583.741	234.148	1.01	160.01	228.01	0	0	851.01	147.01	196.01	343.01	104.01	1.01	148.172	132.01	383.01	464.164	182.108	331.01	220.53	242.01	520.01	2129.82	231.01	313.242
ENSRNOG00000053234	0	0	0	0	0	0	3.01	2.01	0	47.659	9.01	20.01	0	3.01	0	0	6.01	0	0	0	0	0	0	8.57496	0	0	3.01242	0	6.01	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010392	2.01085	6.64147	0	25.01	49.4357	74.7968	0	4.02243	10.0138	23.8178	49.2603	1.01542	5.9653	23.0729	0	133.469	11.3318	52.6606	127.201	66.261	4.03682	1.01032	3.04444	61.823	171.022	14.0601	801.647	24.8711	96.1593	4.5807	5.24997	121.16	285.262	9.96658	501.359	27.3841	3.93139	4.18167	1.03844	8.03431
ENSRNOG00000021057	42.01	0	0	117.01	19.01	0	0	0	0	0	0	1.01	0	18.01	0	154.01	0	0	10.01	0	0	0	131.01	0	0	173.01	1.01	0	0	252.01	0	290.01	0	11.01	16.018	0	0	0	100.01	0
ENSRNOG00000030494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017770	208.01	51.01	363.01	383.01	154.01	2.01	506.01	150.01	252.891	2.01	88.4416	152.01	177.01	32.01	194.01	277.01	866.525	485.01	17.01	115.01	0	0	889.628	221.01	0	269.842	279.01	0	26.01	326.01	7.64504	232.01	46.574	136.01	204.01	6.03697	3.01	0	184.01	117.01
ENSRNOG00000046332	1.97618	0	0	0	0	0	0	0	6.88545	63.5769	0	0	0	2.7422	0	0	0	2.19609	0	8.17937	0	0	0	0	0	7.76979	0	4.56781	0	0	0	0	0	0	0	0	0	7.32075	0	1.3064
ENSRNOG00000008277	92.834	76.4095	307.01	63.01	135.924	2.01439	339.857	84.01	660.552	218.387	105.01	69.01	198.01	68.9602	45.01	309.511	434.704	1.01	61.01	161.01	14.651	64.4863	199.01	86.5404	334.01	307.358	1.01	0	116.01	402.01	311.625	189.01	380.794	119.597	243.019	0	446.01	1468.25	94.01	848.478
ENSRNOG00000026969	0	0	0	0	0	0	1.02074	0	0	0	0	1.01647	0	0	0	0	0	0	0	0	0	0	1.02658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01592
ENSRNOG00000018217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016782	0	0	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSRNOG00000052980	0	0	0	0	0	0	0	0	0	0.793765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.69792	0	0	0	0	0	0
ENSRNOG00000017585	0	0	0	0	0	0	0	0	66.01	0	0	94.01	275.01	1.01	0	78.01	15.0278	0	8.01	16.01	0	0	0	38.01	0	168.01	0	0	135.01	122.01	0	192.01	152.01	42.01	262.01	0	0	0	48.01	0
ENSRNOG00000018903	82.01	113.01	234.274	0	52.01	420.01	12.01	21.01	233.129	101.01	0	433.01	0	61.1249	225.415	350.01	89.0383	0	69.3639	23.01	0	0	70.01	63.01	0	272.01	324.92	174.074	87.0836	120.388	34.01	306.01	269.231	21.01	245.583	16.01	0	544.51	212.165	152.02
ENSRNOG00000000428	0	0	0	1.01	0	0	38.01	25.01	0	0	0	0	0	0	0	0	105.01	0	4.01	0	0	0	0	2.01	0	0	0	0	0	6.01	0	0	0	0	0	15.01	0	0	0	0
ENSRNOG00000017901	0	92.4512	0	0	0	0	0	0	0	0	0	0	0	0	145.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.01	0	0	220.01	0	0	0
ENSRNOG00000001276	0	0	0	0	33.01	0	0	0	0	0	0	0	0	0	0	1.01	302.088	0	1.01	0	1.01	0	0	54.01	0	0	0	0	0	0	0	0	0	1.01078	0	0	0	0	0	0
ENSRNOG00000056478	3.93451	0	0	0	0	0	3.9654	3.04104	1.69602	24.0438	0	0	10.6083	0	19.6611	1.29503	0	51.4659	0	0	1.34827	0	3.14258	12.1393	0	0	0	7.38185	0	4.33512	3.1134	3.06536	0	0	1.73485	0	0	0	0	0
ENSRNOG00000005498	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010652	0	0	0	0	0	30.0024	0	0	40.0415	0	80.01	0	0	29.01	0	0	0	0	0	1.01	0	0	0	49.01	149.02	0	0	1.06526	0	137.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018788	0	0	0	0	0	0	0	0	0	0	0	98.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010633	0	93.02	30.01	92.02	19.0828	150.01	2.02	0	204.02	0	53.02	0	175.858	27.01	0	58.01	0	0	24.02	1.01	0	0	0	72.02	236.757	450.826	0	0	0	223.02	75.02	287.01	0	0	282.628	56.01	0	1.01	0	92.01
ENSRNOG00000013596	1.01	1.01	0	51.01	0	0	0	88.01	146.01	0	22.01	0	0	0	0	92.01	0	0	6.01	17.01	0	0	0	32.01	14.01	0	252.01	0	154.01	5.01	0	328.01	25.01	52.01	180.01	0	0	0	0	0
ENSRNOG00000010126	70.0934	0	0	64.01	0	0	0	106.01	240.01	0	0	0	363.219	36.01	0	0	130.01	0	10.01	0	0	0	0	0	0	142.932	0	0	4.0667	194.01	0	0	0	0	368.01	0	0	0	0	0
ENSRNOG00000048056	0	0	0	0	0	0	0	0	5.85309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046393	0	0	0	0.612081	0.651378	0	0.645098	0	0	0	0	0	0	0	0.662011	0	0.648526	0	0	0	0	0	0	0	0	0	0.655627	0	1.66906	0	0	0	0	0	1.81723	0	0	0	0	0
ENSRNOG00000026745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046434	0	0	71.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	42.7005	0	0	25.7296	0	1.01	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055738	0	0	0	0	8.39349	0	0	0	0	0	0	0	0	0	0	0	0	8.01	9.09446	0	0	0	0	13.2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019950	2.03256	0	0	0	12.1344	3.22311	0	0	0	4.68623	0	3.14471	0	0	0	0	0	41.9829	7.01	0	1.10037	0	2.42172	0	2.01389	4.2924	7.63452	7.66502	0	0	0	0	4.61687	2.03622	5.7259	1.31646	4.75668	3.53894	0	0
ENSRNOG00000060034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057464	104.02	199.02	162.01	36.02	32.01	49.01	185.02	55.3295	203.01	1.01	22.01	127.02	125.01	28.01	224.02	312.544	195.02	0	77.02	57.01	316.01	0	72.0759	84.02	81.01	95.01	8.01	8.01	1.01	0	0	117.01	130.01	5.01	0	50.7966	564.02	0	21.01	36.01
ENSRNOG00000054488	76.01	0	114.01	0	0	1.01496	0	90.5686	36.8434	0	2.01	29.835	108.01	16.01	96.01	41.8582	78.01	0	0	0	70.2631	0	0	15.953	30.8006	0	1.01	0	1.01	0	0	236.493	0	3.14021	0	1.01	251.01	0	0	44.1178
ENSRNOG00000009870	0	0	0	1.01398	19.4227	0	0	0	0	0	0	0	0	0	68.1252	0	0	0	23.01	4.02125	131.646	0	1.02452	0	0	0	1.01753	0	0	0	0	0	0	0	0	29.7643	0	0	1.01828	0
ENSRNOG00000014369	0	0	58.01	7.01	0	179.01	63.01	0	0	0	0	0	0	0	0	0	26.01	0	18.01	0	0	0	0	0	6.01	139.01	0	0	0	138.01	34.01	49.01	183.109	0	0	4.01	0	0	0	0
ENSRNOG00000018904	367.02	0	140.02	204.477	117.15	3.01	227.02	0	387.02	1.01	37.01	240.02	105.01	22.01	0	136.02	64.01	0	40.01	74.01	0	0	87.01	450.02	0	75.3795	323.758	323.908	0	445.02	105.02	524.02	128.01	29.02	4.01	59.0011	1.01	1099.52	49.01	582.02
