gene	21373_3_39	21373_3_72	21373_3_77	21373_3_78	21373_3_91	21373_3_92	21373_3_96	21373_3_104	21373_3_109	21373_3_110	21373_3_117	21373_3_128	21373_3_133	21373_3_142	21373_3_155	21373_3_156	21373_3_179	21373_3_205	21373_3_229	21373_3_230	21373_3_242	21373_3_259	21373_3_260	21373_3_266	21373_3_291	21373_3_292	21373_3_298	21373_3_305	21373_3_315	21373_3_316	21373_3_322	21373_3_330	21373_3_372
ENSRNOG00000052887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019711	0	0	0.51	0	18.51	0	0	0	0	0	0	5.51	12.01	0	52.01	0	21.51	15.01	0	0	18.01	0	0	6.01	7.01	17.01	0	0	41.51	0	0	8.01	10.51
ENSRNOG00000061587	0	0	0	0	0	7.01	0	0	0	12.01	0	0	66.01	100.01	0	0	120.01	1.01	83.01	0	0	181.01	0	4.01	0	0	0	0	2.01	21.01	19.01	9.01	28.01
ENSRNOG00000020614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000018518	0	0	0	18.01	0	0	38.01	141.01	0	0	0	15.01	0	0	28.01	0	130.01	0	25.0389	73.01	6.01	0	0	0	132.01	1.01	141.01	0	1.01	31.01	0	24.01	15.01
ENSRNOG00000014097	1231.01	768.061	547.01	92.01	919.463	91.01	196.01	323.01	84.01	187.01	446.063	57.01	413.491	104.01	524.955	450.04	401.01	802.01	104.01	106.342	481.01	302.564	493.528	168.01	526.01	1.01	703.01	462.01	528.537	31.01	162.01	97.7014	258.01
ENSRNOG00000009823	271.697	116.796	225.291	55.5292	108.825	45.5504	38.5744	147.92	130.41	94.7314	183.769	71.791	167.767	52.4737	260.407	295.194	350.235	184.74	129.861	46.01	156.01	611.403	128.976	58.6142	325.018	226.195	319.38	111.717	216.598	41.01	85.01	60.01	59.01
ENSRNOG00000000818	0	0	0	0	97.01	55.02	0	118.01	0	0	0	21.01	0	16.01	0	0	151.01	0	0	16.01	0	0	79.02	11.01	201.01	0	0	0	0	0	0	112.03	0
ENSRNOG00000012665	0	0	0	15.0562	137.01	0	0	0	0	0	0	0	0	0	140.684	1.01	0	164.01	131.01	64.01	0	0	0	0	0	0	27.01	0	27.01	0	0	3.01	0
ENSRNOG00000008237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020714	0	1.01	0	0	0	11.01	0	0	0	0	0	0	0	1.43542	0	0	0	77.01	0	0	0	0	0	0	5.01858	21.4083	4.01708	0	6.01	0	0	0	0
ENSRNOG00000031132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016740	0	79.245	0	8.02	0	17.01	1.01	0	0	176.01	1.01	18.01	27.02	1.01	0	0	0	0	91.02	0	0	1.01	81.01	0	0	34.01	0	0	49.0248	13.02	1.01	0	36.01
ENSRNOG00000013180	138.01	187.01	265.01	0	171.01	0	46.01	2.01	62.01	0	252.01	49.01	68.5799	108.01	0	184.199	220.01	137.01	131.01	2.01	0	134.084	0	3.01	118.01	0	335.01	0	0	11.01	29.01	52.01	39.01
ENSRNOG00000008209	0	0	138.054	0	0	0	2.01	140.01	0	35.01	3.01	30.01	0	0	372.01	0	0	110.01	1.01	0	144.01	317.088	65.01	28.01	0	0	0	0	0	62.01	0	23.01	0
ENSRNOG00000052613	0	0	0	0	0	31.01	18.0389	100.02	69.01	0	0	3.01	0	0	79.0299	0	0	97.01	0	19.01	0	292.02	70.01	0	0	322.02	68.1085	166.01	0	0	0	0	19.01
ENSRNOG00000032183	0	0	122.01	0	0	0	0	31.02	0	0	0	17.01	41.02	0	0	0	0	194.02	0	0	43.02	0	0	0	84.02	0	107.02	0	65.02	0	15.02	0	0
ENSRNOG00000001632	71.0957	0	0	0	1.16523	0	9.01236	0	1.01323	20.5822	0	0	0	0	0	220.054	238.54	0	29.1467	6.01432	68.0382	0	13.0149	0	123.03	0	0	186.614	27.2951	1.66235	23.0292	0	7.0157
ENSRNOG00000051727	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013442	242.01	0	285.173	9.23319	82.8077	6.669	8.25581	22.1677	0	94.01	0	31.01	15.8126	40.121	138.629	155.01	157.555	42.3792	99.01	83.02	20.3104	242.15	180.02	21.6428	0	0	88.7719	0	162.01	32.2929	33.3668	0	17.102
ENSRNOG00000040136	0	0	0	0	3.01	0	0	0	6.01	0	0	0	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029785	0	0	0	18.01	0	0	0	0	1.01	0	183.02	11.01	107.4	89.01	0	103.02	128.01	0	162.01	75.02	0	229.01	100.076	63.01	45.01	58.01	48.01	1.01	0	0	0	43.01	14.01
ENSRNOG00000006393	193.01	0	273.01	0	0	0	0	0	0	16.01	0	1.01	0	0	193.01	200.536	0	0	116.01	0	0	0	128.01	0	0	0	0	0	0	0	24.01	0	18.01
ENSRNOG00000042062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018969	127.01	0	0	0	0	0	0	0	0	0	19.01	0	42.01	0	0	0	113.122	2.01	0	0	143.01	0	79.1327	23.01	103.01	0	0	0	0	0	0	0	0
ENSRNOG00000012999	655.175	363.02	208.02	98.02	133.02	50.02	81.02	400.02	146.02	90.02	517.02	59.02	71.02	210.46	659.02	912.02	844.02	480.02	455.02	78.02	798.668	759.02	127.02	149.02	719.02	240.02	700.02	752.02	496.02	58.02	221.466	159.02	122.02
ENSRNOG00000060463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009358	229.01	0	0	1.01	0	19.01	0	0	0	0	208.01	0	0	0	0	0	22.01	7.01	0	0	0	0	0	0	0	0	0	0	0	0	72.01	0	20.01
ENSRNOG00000042581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049402	1037.01	1039.77	1437.27	155.01	593.868	109.01	49.01	338.01	207.236	176.01	0	411.725	638.562	0	142.187	321.01	73.372	1429.18	2054.01	284.545	0	459.01	132.01	207.01	507.414	1123.11	132.371	218.01	69.01	68.01	92.01	40.01	181.01
ENSRNOG00000014684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032699	0	0	0	0	0	0	0	0	0	0	0	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010174	0	0	0	0	0	0	1.01398	0	0	0	0	0	45.6874	0	2.10657	0	0	0	3.476	0	0	11.0763	0	0	50.0232	0	69.1353	1.01	0	0	0	0	0
ENSRNOG00000013679	0	9.17633	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	1.01	0	0	0	0	0	17.01	0	19.8217	0	0	0	0	0	1.01	3.01	0
ENSRNOG00000012008	167.02	0	0	9.01	119.02	16.01	0	0	39.01	0	0	15.01	48.02	110.345	0	39.01	0	0	15.02	1.01212	0	89.2694	0	0	50.01	0	0	0	44.01	0	21.01	10.01	0
ENSRNOG00000005884	846.665	240.01	756.626	118.01	706.01	46.01	164.01	387.521	284.01	453.01	858.564	154.01	277.01	87.01	141.01	786.01	386.46	880.224	108.01	33.01	113.01	594.01	167.01	138.01	865.01	279.01	1085.31	453.89	279.315	142.01	155.573	103.432	39.01
ENSRNOG00000020460	467.971	519.01	432.623	167.01	150.01	245.01	121.01	595.921	147.01	4.01	886.242	182.796	151.01	146.01	1159.86	357.722	549.695	699.702	719.46	104.175	317.01	1026.53	690.343	114.01	1007.17	596.485	639.795	676.01	369.01	56.01	253.776	268.01	80.01
ENSRNOG00000012933	0	0	0	1.01	0	6.01	0	76.01	0	87.01	0	0	67.01	0	0	0	0	0	36.01	19.01	67.01	0	99.01	0	30.01	29.01	0	22.01	1.01	0	0	33.01	10.01
ENSRNOG00000006541	0	2.01	0	0	0	33.01	0	119.01	0	0	69.01	0	38.01	0	0	0	0	0	165.01	0	0	0	0	0	452.01	0	0	1.01	0	44.01	0	20.01	32.01
ENSRNOG00000028743	7.09002	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49096	3.99068	0	1.01	0	0	0
ENSRNOG00000047739	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	34.1422	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023465	0	0	0	0	0	0	38.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.01	0	0	0	1600.05	0	0	0	180.01	0	0
ENSRNOG00000011879	490.051	41.3821	105.406	33.1505	0	43.104	3.0354	147.595	131.316	683.571	4.20264	61.4382	32.2579	7.04856	71.3494	229.154	232.771	378.125	431.309	83.3593	58.0332	260.976	8.04528	9.18166	47.7159	529.429	113.818	992.873	190.174	128.103	15.0214	36.7681	42.266
ENSRNOG00000032134	2171.01	962.01	1395.62	324.01	1252.62	430.004	366.932	1507.45	170.01	603.01	2188.74	531.796	811.83	418.01	2404.29	1570.1	2650.57	1974.96	725.958	497.008	1232.04	3273.79	999.01	468.01	2818.23	1314.73	1800.56	1979.98	1186.72	160.01	399.009	722.577	596.01
ENSRNOG00000007174	0	69.01	179.01	31.01	0	18.01	31.01	158.178	104.01	0	296.01	52.9592	169.01	0	14.0393	64.01	57.0997	1.01	163.01	0	0	266.01	147.01	20.01	345.92	79.01	64.7563	464.664	246.01	18.01	74.9925	73.4157	22.01
ENSRNOG00000032178	0	90.01	0	0	0	5.01	17.01	169.01	0	0	0	56.01	0	0	0	0	0	0	126.094	0	123.201	396.211	1.01	42.01	174.01	0	60.01	0	98.1167	0	1.01	97.01	0
ENSRNOG00000016888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011829	0	0	1.01	0	0	0	3.01	0	0	0	0	0	0	2.01	25.01	0	0	0	114.036	3.01	6.01	0	0	0	0	69.01	0	0	0	1.01	12.01	12.01	0
ENSRNOG00000046379	0	0	0	0	0	0	79.4488	0	0	1.01	48.2334	0	0	79.9666	0	0	0	0	0	0	0	0	60.2084	106.413	509.539	0	149.061	0	96.3535	2.01	0	0	0
ENSRNOG00000018310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000004361	1.01	0	0	0	204.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.01	0	0	0	0	0	52.01
ENSRNOG00000000304	1458.02	332.037	727.02	125.02	458.322	162.02	52.5078	345.02	37.02	511.087	733.02	161.02	245.02	37.1036	383.275	389.337	270.02	491.02	537.535	154.02	220.02	1168.02	699.02	261.02	837.02	681.02	773.02	1855.58	256.02	213.02	219.395	105.02	205.02
ENSRNOG00000034228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00009	138.289	337.01	763.66	127.81	384.882	38.01	37.305	313.251	255.01	183.01	85.8451	77.8731	181.744	173.268	44.0417	267.838	427.529	148.541	805.675	149.582	7.01	401.379	9.01	73.01	498.756	423.582	15.01	1167.03	211.589	115.667	85.01	129.541	142.186
ENSRNOG00000060817	125.01	52.01	332.188	0	0	69.01	0	2.01	53.01	0	0	14.01	5.01	0	0	58.02	175.02	240.01	2.01092	23.01	5.01	209.01	71.01	34.02	106.06	1.01	86.01	1103.01	93.01	2.01	0	0	0
ENSRNOG00000032690	410.952	45.01	255.01	56.01	53.01	80.01	0	97.01	0	139.01	0	21.3227	74.01	0	0	0	0	126.01	1.01	0	41.01	0	147.01	10.01	165.01	90.01	1.01	2893.3	31.01	0	10.01	0	77.01
ENSRNOG00000001867	0	0	0	0	393.01	1.01	0	241.158	0	0	24.01	0	0	0	0	0	3.01	0	0	0	92.01	300.01	0	24.01	124.01	0	0	0	0	0	127.01	0	6.01
ENSRNOG00000060274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSRNOG00000013306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001106	129.01	0	248.01	69.01	131.01	79.01	58.01	179.01	0	53.01	356.01	60.01	231.01	0	277.01	44.01	320.691	302.01	142.01	28.01	137.01	480.982	157.01	8.01	484.008	404.01	175.01	575.673	413.01	6.01	53.01	53.01	34.01
ENSRNOG00000005390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050828	428.328	44.3712	233.286	191.917	313.103	115.185	130.284	202.79	200.444	136.016	266.292	46.7205	106.859	20.7704	690.271	187.897	286.698	213.324	342.988	170.451	564.153	902.558	473.208	148.904	497.233	452.541	437.952	1505.64	227.538	90.1341	108.313	120.217	244.915
ENSRNOG00000012980	0	0	0	0	0	22.01	0	158.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.01	11.01	0	33.01
ENSRNOG00000001260	0	0	84.01	3.04523	0	0	0	0	40.01	0	0	21.01	0	0	0	0	0	0	0	0	0	86.01	44.01	22.01	0	0	0	0	24.01	18.01	0	0	0
ENSRNOG00000058265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.01	0	0	0	0	0	0	0	0
ENSRNOG00000050543	0	4.32426	0	0	59.01	30.02	0	75.6598	0	0	6.01	1.01	4.01	7.01	147.01	0	20.01	0	150.088	0	92.01	78.01	0	4.01	153.01	0	1.01	198.01	172.001	0	0	64.01	0
ENSRNOG00000025520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048213	0	0	0	4.01	0	0	0	0	5.52354	0	12.879	2.73482	16.1909	19.3412	29.5145	16.7006	0	12.058	17.341	1.12626	5.17607	0	0	1.07451	25.1624	10.8363	0	0	0	1.18258	0	0	8.22937
ENSRNOG00000002898	103.752	0	0	27.01	274.881	50.01	25.01	0	0	0	0	0	47.01	0	24.01	135.502	74.8138	131.993	8.01	4.01	1.01	0	11.2453	26.01	62.7062	401.082	319.437	0	155.652	22.4088	0	55.01	63.01
ENSRNOG00000009613	0	0	0	0	0	0	0	0	0	0	0	4.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0
ENSRNOG00000018642	0	0	0	5.01	0	1.01	0	51.9311	50.01	52.02	0	14.01	0	60.01	0	0	0	0	57.02	0	0	55.4058	0	0	0	0	11.01	40.4176	90.02	0	18.01	7.26738	12.01
ENSRNOG00000013877	0	0	0	3.02	0	42.02	0	0	0	34.01	0	0	48.01	0	171.192	0	0	0	8.01	0	0	0	126.02	0	78.01	0	0	0	1.01	20.02	0	0	0
ENSRNOG00000007927	0	0	0	2.58779	0	0	2.01	3.01	0	0	0	0	4.28513	0	13.5602	0	0	2.01108	14.1068	0	0	5.4908	5.01	0	0	0	2.01473	0	2.01	0	1.0122	0	1.0139
ENSRNOG00000033030	8.95594	1.22453	1.20911	0	1.1996	2.45068	0	1.23734	2.49237	1.22876	6.68492	1.22141	1.19443	0	5.20079	2.51604	1.22805	0	2.47619	0	1.21817	1.20968	2.5075	0	12.9223	2.61426	1.20791	3.03433	1.17637	0	1.22397	0	0
ENSRNOG00000047970	0	0	0	0	0	11.01	0	82.01	12.01	62.01	50.1063	26.01	0	54.01	63.1669	0	83.01	0	116.212	0	242.157	123.01	117.01	7.01	47.1174	87.01	117.01	129.01	0	1.01	13.01	42.01	48.01
ENSRNOG00000020169	0	0	1.03355	0	0	0	2.01	1.34595	1.41583	0	0	0	0	2.01105	0	4.02492	0	0	1.07825	0	0	0	1.01	0	1.01254	0	0	0	0	0	0	0	0
ENSRNOG00000043374	13.0582	67.0783	0	3.6303	92.725	13.1194	0	0	0	0	0	7.20723	33.7018	0	4.16717	5.42993	1.84846	4.0454	14.2628	0	3.34565	27.5101	50.6413	4.54175	77.2721	3.41016	49.2222	12.9942	10.7098	8.95614	0	0	4.08871
ENSRNOG00000016883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0
ENSRNOG00000031855	0	0	0	0	0	0	31.01	0	0	0	0	10.01	0	0	0	0	0	61.01	0	0	0	0	0	0	0	0	63.01	0	0	0	57.01	0	12.01
ENSRNOG00000010381	0	0	0	4.01	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	0	57.02	0	0	0	0	137.01	0	64.01	0	0	0	0	0	0
ENSRNOG00000005957	0	0	0	0	0	0	0	0	0	0	24.01	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.2643	0	0	21.02	0	0
ENSRNOG00000022877	69.01	129.01	801.624	109.01	582.377	28.01	185.071	820.714	0	305.724	361.958	90.1451	175.01	96.01	387.01	391.01	1110.14	622.456	874.01	190.01	631.586	757.022	279.01	145.01	975.771	385.01	144.01	1994.75	433.783	139.342	152.01	192.01	328.56
ENSRNOG00000013987	125.747	47.4512	77.0791	24.6738	58.7267	21.2633	5.2793	61.9741	35.1634	87.2349	76.3986	21.4289	76.8913	32.7975	98.0152	67.1856	83.4351	163.132	101.13	22.1484	85.7578	94.9507	26.7631	17.1321	43.8208	33.7847	36.8255	226.715	17.5712	21.5734	18.5566	9.34667	15.4269
ENSRNOG00000000809	164.01	120.04	0	0	0	0	0	139.02	0	0	0	0	58.03	0	1.01	0	0	0	0	0	0	0	15.02	0	0	0	0	392.252	0	22.02	0	0	0
ENSRNOG00000014443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003559	0	0	0	0	0	0	0	0	0	0	0	4.01	19.01	63.01	1.01	0	0	0	0	0	0	0	0	10.01	0	0	36.0552	412.01	0	0	0	0	10.01
ENSRNOG00000036649	0	0	203.01	5.01	0	0	0	0	0	0	0	0	0	0	0	11.01	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	3.01
ENSRNOG00000028512	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	160.01	0	24.01	0	0	0	0	0	0	0	14.01	0	0	0	18.0522	6.01
ENSRNOG00000002541	3.01	0	0	0	0	59.01	0	0	43.01	0	1.01	0	0	0	0	0	0	0	0	0	0	6.01	0	1.01	0	0	57.01	189.01	2.01	0	1.01	0	20.01
ENSRNOG00000049063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000034237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028087	166.01	30.01	50.01	21.01	0	1.01	0	183.007	0	11.01	20.01	20.01	56.01	0	53.01	12.01	0	0	42.01	6.01	22.01	116.01	33.01	9.01	74.01	0	75.01	1.01	13.01	0	17.01	21.01	0
ENSRNOG00000008058	0	0	0	0	0	0	0	0	0	0	0	0	34.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.01	0	31.01	0	0	0	0	0	0	0	0
ENSRNOG00000028072	12.5433	0	0	0	0	0	0	0	1.22888	0	0	0	0	0	0	0	0	1.04593	8.42087	0	0	0	0	0	0	0	19.5364	0	0	5.80866	0	0	0
ENSRNOG00000057227	0	1.07015	282.217	1.03989	48.324	2.32016	2.06176	3.09703	2.01858	0	0	2.01663	1.03315	4.01724	2.34639	0	4.12211	26.5112	4.24855	1.01449	0	2.15568	2.26507	1.08869	0	0	15.0506	16.8782	15.5832	0	0	0	19.4162
ENSRNOG00000028274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020385	0	0	167.01	31.01	0	41.01	25.01	161.01	0	0	187.01	36.01	55.01	0	0	4.01	0	0	0	0	115.01	169.01	118.01	0	93.01	0	0	581.01	167.01	0	0	1.01	0
ENSRNOG00000025643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018994	961.749	574.01	960.01	18.01	111.01	131.01	49.01	394.01	75.4883	1.01	398.01	184.01	248.01	118.01	534.01	234.4	240.01	623.407	95.01	11.01	461.01	535.01	459.01	117.01	622.536	833.625	424.01	1063.45	495.102	24.01	182.541	123.01	139.01
ENSRNOG00000019973	0	129.01	239.584	78.6328	359.459	81.4583	29.01	251.359	194.289	44.01	300.329	70.01	177.01	264.641	163.01	177.01	700.55	579.457	246.014	102.01	35.01	503.01	118.191	65.01	127.01	176.01	288.01	1.01	95.2057	59.01	103.01	27.01	69.01
ENSRNOG00000036675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020235	106.02	4.01	63.1195	2.01	47.02	11.02	16.01	17.01	71.4709	32.01	163.01	25.02	40.02	114.462	112.02	101.02	52.01	83.02	55.02	42.02	95.02	63.815	121.03	10.01	72.03	48.01	60.02	142.02	42.01	12.01	0	26.01	5.01
ENSRNOG00000002196	38.01	0	0	7.01	78.01	0	0	40.4859	0	0	0	17.01	26.01	0	0	0	108.01	204.01	0	0	0	0	0	12.01	0	40.01	27.01	107.01	0	21.01	0	0	38.01
ENSRNOG00000012853	135.226	0	0	24.01	0	0	0	0	0	0	0	0	1.01	0	152.01	0	0	0	0	0	0	1.01	71.01	6.01	184.01	0	0	0	0	25.01	0	0	36.01
ENSRNOG00000053891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059201	1.51293	0	0	3.50821	0	0	0	3.04301	0	0	0	0	0	0	0	0	0	0	7.36935	18.3598	0	0	0	0	0	3.15175	0	9.35265	0	0	0	1.32031	0
ENSRNOG00000007894	0	0	0	0	0	0	0	0	0	0	0	10.01	0	0	0	0	0	0	17.01	0	0	0	0	0	198.01	255.01	112.01	0	1.01	0	0	0	0
ENSRNOG00000002322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002983	69.01	0	298.008	35.01	54.02	0	0	96.01	0	153.01	155.074	28.02	35.01	0	5.01	0	98.01	31.01	202.01	46.01	2.01	154.02	60.01	15.01	239.02	166.489	195.313	0	219.01	0	0	0	1.01
ENSRNOG00000033235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.01	0	0	0	0	0	310.65	0	0	0	0	0
ENSRNOG00000011411	0	0	246.01	0	244.98	0	0	0	71.01	0	132.01	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	89.01	1.01	2.01	0	49.01	0	0
ENSRNOG00000018094	162.112	0	0	0	0	0	0	0	0	0	11.01	15.01	4.01	0	0	79.01	0	0	0	0	0	0	5.01	3.01	6.01	0	0	134.01	5.01	0	0	0	0
ENSRNOG00000019758	0	0	287.01	0	32.0323	0	0	0	0	0	2.01078	0	2.01	0	0	0	0	0	142.076	0	89.01	0	29.01	0	164.01	0	2.01	0	0	0	0	0	0
ENSRNOG00000020276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18007	0	0	0	0	0	2.24318	0	1.08917	0	0	0	0	0	0
ENSRNOG00000060879	0	0	0	0	0	0	0	0	0	61.01	0	0	0	0	0	0	22.01	0	61.01	0	0	0	0	0	0	0	0	167.01	0	0	5.01	0	0
ENSRNOG00000060936	0	0	0	0	0	27.01	0	113.01	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	273.01	94.01	97.01	83.01	102.01	0	0	0	0
ENSRNOG00000042980	0	0	0	158.01	0	45.01	80.01	0	10.01	0	0	15.01	6.01	115.01	117.01	0	135.01	0	183.01	38.01	201.01	161.01	53.01	36.01	127.236	27.0286	0	0	1.01	0	0	0	0
ENSRNOG00000011105	0	0	0	0	0	0	0	0	0	45.01	0	0	0	0	0	0	0	0	0	0	0	102.01	0	5.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000030039	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	16.058	0	0	0	0	0	0	0
ENSRNOG00000012751	458.01	152.01	638.01	29.01	548.01	130.01	31.01	742.01	229.01	35.01	395.01	188.01	66.01	0	554.01	788.01	658.01	381.01	456.01	117.01	436.01	96.01	309.01	115.01	208.01	737.01	316.01	143.01	981.01	145.01	46.01	306.01	138.01
ENSRNOG00000023026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001142	0	0	320.254	25.01	117.01	0	0	287.01	56.01	0	1.01	0	0	0	250.253	0	0	139.114	31.01	0	0	306.01	135.01	69.01	204.01	0	0	0	277.31	0	39.01	0	17.01
ENSRNOG00000025055	1.02333	0	0	0	0	0	0	0	0	0	0	1.01198	0	0	0	0	0	0	3.0242	0	0	0	0	2.01	0	0	1.01092	0	0	0	0	0	0
ENSRNOG00000026870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	1.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003399	0	138.02	546.923	39.01	181.591	43.03	265.02	454.029	35.01	31.02	312.03	101.03	53.02	61.6118	303.495	5.01	684.882	871.465	336.26	167.02	346.03	246.158	437.02	84.02	1136.03	94.03	276.03	360.569	411.03	9.02	196.03	69.02	134.02
