gene	21373_3_39	21373_3_72	21373_3_77	21373_3_78	21373_3_91	21373_3_92	21373_3_96	21373_3_104	21373_3_109	21373_3_110	21373_3_117	21373_3_128	21373_3_133	21373_3_142	21373_3_155	21373_3_156	21373_3_179	21373_3_205	21373_3_229	21373_3_230	21373_3_242	21373_3_259	21373_3_260	21373_3_266	21373_3_291	21373_3_292	21373_3_298	21373_3_305	21373_3_315	21373_3_316	21373_3_322	21373_3_330	21373_3_372
ENSRNOG00000024678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017382	0	0	0	2.01	0	0	0	0	0	0	0	55.01	98.01	0	0	0	0	0	0	0	0	210.445	22.9568	0	45.01	38.01	88.01	456.492	0	0	0	27.01	25.01
ENSRNOG00000016566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	1.01	0	0	18.01	0	7.01	0	0	0	0	0	2.01	0
ENSRNOG00000017201	0	1.01	0	8.01	84.01	4.01	0	0	1.01	1.01	209.01	19.01	12.01	0	0	0	116.082	0	56.01	0	0	0	136.01	38.01	90.01	105.088	29.01	0	0	0	0	0	0
ENSRNOG00000012514	66.01	0	0	23.01	0	0	23.01	0	0	0	0	0	0	0	0	0	0	287.01	11.0178	29.01	24.01	219.01	0	10.01	100.094	56.01	55.01	342.01	0	4.01	0	36.01	0
ENSRNOG00000052628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001807	63.4126	0	217.028	0	98.6992	25.3911	0	68.1812	1.02501	0	0	11.0411	47.462	126.937	0	0	0	0	137.25	26.7863	1.05099	0	5.31599	0	0	0	0	0	68.9281	24.0291	53.5099	11.0203	2.10344
ENSRNOG00000054374	0	0	96.01	0	0	5.01	22.01	0	43.01	95.01	237.01	47.01	172.01	0	89.27	47.01	0	123.01	0	32.2634	128.01	184.324	75.01	43.01	63.01	0	0	119.01	44.01	33.01	58.01	9.01	34.01
ERCC-00046	1085.43	534.855	608.759	109.8	392.416	117.01	146.889	592.793	182.768	253.338	557.731	43.01	512.58	203.629	675.398	371.195	546.389	687.353	513.663	209.749	210.499	610.607	382.469	59.5272	299.129	582.053	292.716	1092.26	271.16	203.01	145.062	259.742	165.43
ENSRNOG00000021918	139.01	0	0	0	0	0	32.01	0	0	0	0	16.01	34.01	0	0	0	0	84.01	97.01	47.01	0	0	0	24.01	18.01	0	0	208.01	0	0	30.01	0	0
ENSRNOG00000049028	0	0	0	16.01	0	0	42.01	0	0	0	0	24.01	40.01	0	0	0	59.01	0	0	0	0	0	0	17.01	0	105.01	0	0	55.01	0	0	0	0
ENSRNOG00000039459	0	0	0	6.8341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000001237	0	0	0	9.01	0	0	0	13.01	0	0	138.043	17.01	20.01	0	0	154.01	1.01	40.01	109.01	73.0687	0	0	0	15.01	0	0	1.01	0	29.2922	0	0	0	0
ENSRNOG00000011375	0	0	0	0	1.0144	12.01	0	191.01	0	201.107	0	10.01	1.01	0	0	81.0529	0	170.01	0	0	0	0	0	0	38.0461	0	0	0	57.01	0	0	0	0
ENSRNOG00000049052	0	0	0	0	0	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.01	0	0	0	0	0	0
ENSRNOG00000053557	373.632	183.683	579.339	77.4144	277.156	107.434	165.535	588.98	99.2696	149.956	487.254	199.651	238.026	145.399	884.229	244.673	592.063	325.315	575.911	75.012	414.126	266.507	605.598	103.96	681.727	212.936	624.92	315.757	567.445	41.8229	153.734	118.078	67.6085
ENSRNOG00000047491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.01	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033498	344.428	234.01	297.49	101.01	359.611	73.01	39.01	61.01	72.2171	131.76	201.373	131.687	122.01	75.01	546.693	77.01	435.061	0	271.01	36.01	103.555	165.01	186.104	35.01	156.974	370.934	163.432	265.01	1.01	21.01	24.01	87.01	47.01
ENSRNOG00000048317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001283	51.01	0	0	6.01	0	0	0	0	9.01	71.01	0	12.01	0	0	95.01	0	0	0	29.01	0	277.01	0	0	41.01	195.01	0	0	0	0	0	0	0	34.01
ENSRNOG00000058940	0	0	0	0	0	0	0	3.28919	0	0	0	0	0	0	0	0	0	4.56678	0	0	0	1.01019	0	1.01	1.02485	1.01011	0	1.01263	0	0	0	0	0
ENSRNOG00000003879	225.01	18.01	0	0	0	0	0	266.287	49.0717	93.01	90.1837	37.01	161.01	168.01	140.01	179.01	0	0	156.01	0	0	0	55.1887	58.01	0	0	10.01	0	97.01	1.01	37.01	0	0
ENSRNOG00000015520	0	0	0	0	0	17.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021609	5.01	0	0	25.01	102.01	0	12.01	0	0	28.01	0	1.01	75.8501	0	0	0	0	0	27.5509	0	0	0	0	0	0	128.01	61.01	0	0	34.01	15.01	0	14.01
ENSRNOG00000017369	0	0	0	0	0	0	0	0	0	68.01	0	0	0	68.3792	0	47.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049757	0	0	0	0	0	0	0	0	0	14.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.01	0	0	0	0	0
ENSRNOG00000058829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017784	0	0	0	0	0	0	0	0	0	2.01	0	8.02	16.01	46.01	212.02	0	0	0	0	0	29.01	0	46.01	0	0	0	12.01	0	0	18.02	0	0	4.01
ENSRNOG00000057116	763.01	495.543	37.01	169.01	0	47.01	169.01	361.01	2.01	0	235.01	114.02	212.01	0	273.01	0	642.01	510.01	111.01	132.01	349.01	349.01	118.01	67.02	402.01	610.01	473.01	486.01	377.01	115.27	131.01	210.02	277.021
ENSRNOG00000007964	0	0	0	0	0	0	21.01	24.01	0	0	0	0	11.01	0	132.01	0	59.01	120.01	270.01	0	0	0	0	1.01	0	8.01	8.01	0	0	4.01	0	0	5.01
ENSRNOG00000000968	6.2365	5.0348	270.847	31.2624	11.3873	23.1405	1.02221	15.1009	6.01578	4.01357	5.4531	4.01	8.19861	10.0376	19.058	15.0117	14.9461	12.6259	10.0417	2.24452	15.9717	18.5039	3.01444	6.6716	19.4703	14.836	8.01749	16.6524	13.6179	1.01052	2.0186	7.01	3.01
ENSRNOG00000034254	6486.41	3921.91	9944.5	2240.74	6824.9	1585.97	1543.02	5024.65	995.362	2743.78	5804.49	2360.42	2691.9	1837.86	10803.1	11643	11701.6	7024.61	5005.26	1730.99	6848.85	6239.84	10794.6	3431.47	12605.5	7043.62	13152.7	3544.35	12376.4	765.02	2670.86	2377.74	2314.8
ENSRNOG00000008187	0	0	0	1.01	6.60991	33.01	0	162.01	3.01	0	0	60.01	8.01	0	0	420.01	0	0	0	83.01	0	0	60.01	15.01	127.01	0	11.01	0	1.01	0	26.01	0	0
ENSRNOG00000042620	59.01	0	210.01	19.01	177.01	0	0	68.01	27.5478	9.01	71.01	0	2.01	0	0	156.01	120.01	70.01	0	48.01	0	1.01	0	0	21.01	1.01	0	0	2.01	0	36.01	0	19.01
ENSRNOG00000003581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.01	3.01	0	13.01	0	0	0	0	0
ENSRNOG00000028024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	68.01	83.01	0	75.01	0	0	0	20.01	17.01
ENSRNOG00000017225	41.01	0	0	0	0	0	0	214.01	1.01	0	0	0	9.01	0	0	0	32.01	0	30.01	0	0	6.01	0	0	0	89.01	66.01	0	0	0	0	0	38.01
ENSRNOG00000030625	159.581	0	201.01	42.01	101.01	58.01	31.01	0	93.01	72.01	315.01	21.01	60.01	71.01	105.01	306.01	408.01	200.01	76.01	0	486.01	342.342	204.01	27.01	41.01	0	252.004	334.01	292.01	0	45.01	0	72.01
ENSRNOG00000025042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1459.97	0	0	0	0	0
ENSRNOG00000031969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027574	0	0	0	0	0	0	0	1.01421	0	0	0	0	0	0	1.01545	0	0	0	1.01668	0	1.01927	1.01682	0	0	0	0	0	1.01627	0	0	0	0	0
ENSRNOG00000022448	321.01	0	179.636	0	133.01	23.01	0	0	102.682	0	109.01	18.01	30.01	0	183.01	292.476	75.5523	86.01	71.0843	7.01	0	2.03549	0	41.01	254.29	0	14.4713	366.573	97.01	30.01	1.01	0	24.01
ENSRNOG00000016462	0	0	0	0	0	0	0	0	35.01	0	0	0	0	0	0	0	0	37.01	52.01	0	0	0	0	0	0	35.01	0	0	0	0	26.01	28.01	0
ENSRNOG00000013383	0	0	211.01	0	134.01	0	0	0	0	0	141.01	0	0	0	5.01	0	53.01	69.01	169.01	0	88.2861	0	0	35.01	0	25.01	5.01	0	0	25.2149	0	1.01	4.01
ENSRNOG00000054420	6.02139	2.85624	1.52041	3.53017	11.6407	0	5.49258	3.21027	0	1.32913	20.9872	0	4.9488	1.24634	12.3531	26.0513	140.517	25.7863	5.0698	2.12496	21.9937	17.9739	7.62872	3.27078	8.43229	9.1658	9.94986	10.2684	12.2982	1.41539	0	1.34407	0
ENSRNOG00000024945	0	0	1.01	0	84.01	40.01	0	116.01	0	0	0	6.01	0	184.967	11.01	0	0	0	0	32.01	103.01	0	0	15.0562	0	0	56.01	0	0	0	0	0	32.01
ENSRNOG00000028844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSRNOG00000018873	0	0	0	0	0	0	22.01	0	0	0	0	7.01	9.01	0	27.01	0	0	0	28.01	0	0	0	0	0	0	0	17.01	0	0	0	0	0	0
ENSRNOG00000008524	0	0	0	0	0	2.09136	0	139.606	34.02	2.01	0	19.0694	0	0	1.01	0	45.01	0	6.13128	0	0	0	2.08945	0	0	0	54.01	0	32.01	0	0	0	0
ENSRNOG00000010303	0	0	0	51.01	4.01	24.01	0	0	28.01	0	21.01	0	7.01	0	0	59.01	136.01	207.01	0	0	0	0	0	0	0	0	93.01	215.01	167.01	0	0	41.01	0
ENSRNOG00000004709	74.1036	0	8.01365	4.21675	0	0	1.01583	0	0	1.01647	0	21.01	0	0	0	1.01139	0	130.195	62.9469	5.14217	72.1696	0	0	0	1.01166	4.95779	1.01599	135.722	1.01062	0	0	0	7.01
ENSRNOG00000010077	0	0	1.01	25.01	10.01	0	0	24.01	3.01	127.202	0	0	84.01	0	184.01	0	0	0	199.01	0	0	250.01	99.8353	0	0	155.01	0	0	1.01	0	0	70.01	0
ENSRNOG00000021802	0	1.01	0	0	0	0	0	1.01	3.01	1.01	0	2.01	3.01	1.01	3.09462	3.01	4.01	0	6.01	0	0	0	0	0	0	92.0759	2.01182	1.01	11.0894	3.14341	1.01	1.01	1.01
ENSRNOG00000018823	0	138.01	0	41.01	53.01	26.01	28.01	0	74.01	35.01	0	0	91.01	0	0	194.01	11.0143	0	3.01097	74.01	156.01	0	3.01	46.01	0	24.01	21.01	131.01	52.01	41.01	66.01	0	7.01
ENSRNOG00000023303	202.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000034272	0	0	0	0	0	2.01	0	83.01	0	0	270.01	0	109.01	0	0	0	0	0	0	115.01	94.01	260.01	31.01	44.01	150.01	0	125.01	541.01	38.01	0	12.01	35.01	111.01
ENSRNOG00000024093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	1.01	0	0
ENSRNOG00000021161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016753	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	2.04017	1.01	0	0	0	0	0	0	0	1.01	0	0	1.01044	4.62114	0	0	1.01	0	0
ENSRNOG00000018809	290.01	502.01	380.01	110.322	271.254	82.3214	265.01	406.01	117.01	232.01	888.466	170.01	241.01	139.01	961.01	583.01	612.01	528.565	303.112	69.188	55.01	343.01	713.01	37.01	1555.01	686.01	295.842	2680.56	152.01	36.01	181.01	68.01	71.01
ENSRNOG00000061524	123.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.01	0	31.01	21.01	0	0	0	0	28.01	0	0	0	0
ENSRNOG00000061608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025354	0	19.01	0	2.01	0	0	2.01	0	1.01	14.01	0	3.01	4.01	0	2.01	1.01	0	0	7.61441	8.01	3.01	3.01	0	2.01	13.0267	0	0	67.3315	0	1.01	0	26.01	0
ENSRNOG00000043219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050089	0	0	0	2.01	10.01	1.01	0	0	5.01	2.01177	0	1.01094	4.49601	2.01142	5.09358	0	6.93177	7.01515	10.1842	0	2.01	4.01103	16.4578	0	0	9.43712	0	11.6089	4.01	3.90701	0	0	2.3518
ENSRNOG00000015275	0	0	0	0	0	1.01	29.01	139.01	0	0	0	48.01	0	0	0	0	0	46.01	0	0	0	246.199	0	28.01	169.01	0	0	0	0	0	0	64.01	0
ENSRNOG00000050047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005615	0	84.01	0	0	0	14.01	24.01	2.01	1.01	3.01	3.01	12.01	0	0	200.01	0	0	327.01	560.01	43.01	0	0	0	21.01	0	411.01	166.01	1093.97	190.01	121.01	38.01	0	0
ENSRNOG00000056643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057502	0	0	0	0	0	0	4.01	0	0	0	0	5.01	0	0	0	0	0	0	0	3.06699	0	0	0	2.01	0	0	0	0	9.01	2.01	0	0	0
ENSRNOG00000050200	0	0	0	6.01	0	0	0	0	0	17.01	161.01	3.09479	0	0	0	0	0	108.01	41.01	0	0	0	0	0	50.01	0	0	0	0	1.01	3.01	0	0
ENSRNOG00000016725	0	0	0	0	0	0	0	112.01	0	0	0	6.01	0	0	0	0	0	0	138.01	0	64.01	0	0	17.01	0	0	0	27.01	29.01	0	0	54.01	35.01
ENSRNOG00000033318	144.503	0	0	0	0	0	0	0	0	0	0	14.1151	0	0	0	0	0	114.626	0	0	93.2759	145.921	0	5.01	120.471	0	0	0	0	26.01	0	27.01	28.01
ENSRNOG00000009583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05868	0	0	0	0	0
ENSRNOG00000016423	246.069	0	8.01	4.01	44.02	0	0	0	1.01	58.0738	0	0	64.01	76.01	0	15.01	56.0359	1.01	16.01	1.01	40.02	0	3.01	0	57.01	222.01	0	0	189.02	39.02	33.02	0	70.01
ENSRNOG00000042353	570.391	0	264.287	26.01	0	3.53732	4.04722	131.041	13.0681	0	1.01127	37.01	0	0	2.0381	0	10.0781	0	37.3484	78.7759	6.73275	0	1.12721	3.32789	31.6811	330.567	3.15221	144.015	34.4656	0	3.01553	1.03637	0
ENSRNOG00000030107	0	0	4.02686	0	1.2262	0	0	3.98804	1.20698	1.21824	4.03047	1.24797	2.52226	0	2.57872	1.23181	4.08114	4.09319	5.36465	0	3.92521	0	0	1.2102	2.65189	2.59584	2.65575	0	0	0	1.23988	0	0
ENSRNOG00000009255	0	97.01	0	1.01	157.01	47.01	40.01	14.127	0	0	0	3.01	0	0	0	0	64.01	0	150.01	0	0	1.01	0	0	126.01	0	0	745.01	65.01	38.01	0	0	76.01
ENSRNOG00000014513	0	91.02	0	0	0	6.01	0	0	0	65.0793	215.02	10.01	0	0	0	0	0	0	0	4.01	0	0	0	0	211.02	0	116.02	0	0	0	0	0	36.02
ENSRNOG00000023101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023233	123.01	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	1.01	87.01	0	0	0	0	0	0	0	0	0	58.01	0	0	0
ENSRNOG00000003038	0	0	0	0	0	0	0	109.01	0	0	0	0	0	0	0	0	0	77.01	0	0	6.01	0	0	16.01	0	95.02	50.01	0	0	0	0	0	0
ENSRNOG00000026132	0	0	0	0	0	0	0	0	0	0	144.01	21.01	0	0	0	0	0	0	90.01	0	71.01	0	0	0	1.01	0	0	0	0	0	31.01	0	0
ENSRNOG00000004730	0	0	0	32.9947	143.026	1.01	0	0	0	0	1.01	0	1.02897	0	0	137.201	0	0	77.1262	44.02	0	0	1.01	0	0	0	1.01	99.661	0	0	0	0	0
ENSRNOG00000031951	0	2.17249	0	0	5.8612	0	0	4.41951	0	0	0	2.03919	2.01493	0	0	0	0	0	1.13283	0	2.01	0	0	0	8.51389	0	2.02621	0	0	0	0	0	0
ENSRNOG00000052455	0	0	0	0	0	0	0	0	9.10759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSRNOG00000013195	0	0	0	7.01	146.01	54.01	0	42.01	0	13.02	0	50.01	65.01	0	0	0	573.01	192.01	0	0	218.01	0	463.01	26.01	85.01	151.01	206.586	264.104	256.01	1.01	0	44.01	27.01
ENSRNOG00000032703	34.7636	5.95587	19.4987	1.25516	17.1527	2.69885	0	9.06142	1.07142	20.7984	19.4861	0	1.5964	3.31039	23.8169	0	12.3528	10.0288	17.6052	2.67074	12.8023	101.652	16.3301	5.59499	2.70931	6.38018	23.7609	16.8541	10.9838	0	3.59807	1.81861	0
ENSRNOG00000015953	78.01	126.01	258.01	83.01	41.01	13.01	32.01	0	125.01	0	0	19.01	0	0	209.01	0	173.56	54.01	243.01	61.01	0	0	406.01	21.01	84.01	48.01	123.01	236.01	69.01	49.01	55.01	86.01	59.01
ENSRNOG00000050949	0	97.01	0	0	77.01	0	0	13.01	0	0	419.02	0	0	0	0	0	0	0	164.02	0	0	0	0	50.01	0	1.01	0	267.149	201.02	0	0	0	29.01
ENSRNOG00000046068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004908	150.01	39.2147	165.01	20.01	199.01	42.01	15.01	201.016	32.01	347.01	379.01	48.02	47.01	71.01	256.01	164.01	97.02	9.01	126.01	40.01	102.01	199.01	84.01	27.01	216.01	213.01	132.01	323.01	139.01	0	23.01	49.01	46.01
ENSRNOG00000006940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009552	358.313	124.01	1561.96	103.01	944.01	4.01	27.01	0	201.197	258.01	0	83.01	364.372	118.01	781.983	168.01	757.01	382.243	494.01	166.01	431.01	570.01	302.01	94.01	93.01	298.01	609.207	2621.57	37.01	107.01	35.01	0	225.01
ENSRNOG00000015939	93.0967	1.92797	3.30174	14.0668	0	0	0	5.43254	0	1.01498	76.0722	3.10137	44.2679	0	0	0	1.09787	0	17.897	0	0	493.779	1.42385	11.6255	2.41791	0	0	0	0	0	3.66571	10.6703	8.45339
ENSRNOG00000017290	0	0	0	0	46.01	0	0	0	0	0	0	21.01	0	0	0	0	0	81.01	0	0	0	0	0	0	116.01	0	41.01	385.01	0	0	0	0	4.01
ENSRNOG00000009116	84.01	0	0	0	72.02	0	0	104.01	45.01	0	0	3.01	0	44.4461	25.01	0	0	0	91.01	9.01	54.02	128.208	0	4.01	48.01	0	0	0	17.01	0	4.01	18.01	25.01
ENSRNOG00000061992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051056	13.01	37.0418	2.01	1.01	13.0369	24.01	1.01	58.01	32.01	30.074	12.0435	1.01	6.01	0	33.1664	17.01	17.01	27.2713	21.01	5.03717	5.01	45.0636	9.01	19.3189	51.01	22.01	0	14.0179	20.0336	8.01	40.2079	112.01	0
ENSRNOG00000019221	20.01	0	0	37.01	0	0	0	0	50.01	0	0	19.01	127.01	0	0	104.01	1.01	0	2.01041	0	0	1.0101	59.01	0	0	92.2423	90.01	0	0	30.01	0	56.01	0
ENSRNOG00000020468	211.01	0	1.01	33.01	0	0	40.01	0	8.01	0	0	19.01	0	0	0	0	0	0	0	0	0	0	160.01	19.01	50.01	121.01	0	0	34.01	0	60.01	0	47.01
ENSRNOG00000056878	0	0	0	0	0	0	0	1.01433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01823	0	0	0	0
ENSRNOG00000010477	0	0	444.02	1.01	0	26.01	48.01	268.01	0	0	0	21.0897	57.01	0	1.01	5.01518	0	0	0	31.01	64.01	691.01	1.01	108.01	0	0	130.892	0	114.02	0	0	0	0
ENSRNOG00000029038	0	0	0	0	0	0	0	105.01	0	0	17.01	0	0	23.01	137.01	0	120.408	26.01	0	0	0	350.01	0	15.01	28.01	0	0	155.152	1.01	0	0	0	27.01
ENSRNOG00000033451	0	0	0	0	0	0	0	1.01856	0	0	1.02203	0	0	0	0	0	0	1.02061	1.0181	0	0	0	0	0	0	1.02059	0	0	0	0	0	0	0
ENSRNOG00000038102	0	0	0	0	0	34.1767	0	0	0	0	0	0	2.01	0	0	58.0966	30.0496	150.01	0	52.01	0	1.06739	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009339	2.01	258.01	0	0	0	0	125.01	536.01	0	0	9.01	71.01	46.01	1.01	35.01	0	0	87.5421	19.0141	0	62.01	112.01	0	77.01	189.059	158.01	0	155.01	202.08	31.01	0	74.01	0
ENSRNOG00000055300	5.01	14.01	211.01	0	0	44.01	0	367.01	0	0	0	37.01	1.01	0	0	0	0	0	116.932	0	0	0	0	0	278.01	0	0	0	153.01	0	14.01	33.01	0
ENSRNOG00000005479	0	0	0	0	0	0	0	0	57.01	0	0	0	0	38.01	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021051	188.01	0	223.01	41.01	3.01	31.01	124.593	277.338	85.01	0	391.168	59.01	75.01	0	164.686	0	219.01	351.01	48.01	45.1849	69.1968	0	153.01	44.01	338.01	0	154.01	248.223	413.886	61.01	33.01	55.01	13.01
ENSRNOG00000009332	0	0	0	0	0	0	0	0	1.04119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025372	0	128.01	0	69.01	106.063	0	71.01	217.01	0	0	198.01	22.01	33.01	0	12.01	268.561	1.01	0	143.01	71.01	35.01	229.01	72.01	0	81.01	96.01	36.01	0	1.01	0	61.01	89.01	15.01
ENSRNOG00000049641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.01	0	120.02	135.01	0	0	0	157.01	0	0	0	0	64.02	0	0	26.02	0	0	0
ENSRNOG00000012103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.01	0	0	0	0	0	1.01	228.01	0	1.01	0	0	0	413.441	1.01	0	1.01	0	0
ENSRNOG00000031896	71.1282	152.146	312.729	64.0991	44.2866	59.2851	26.6057	320.748	55.3614	59.01	157.02	68.0697	137.98	13.01	58.0494	44.786	106.242	201.421	240.443	14.01	113.4	113.01	247.431	41.01	400.109	251.681	124.494	294.553	175.376	36.7604	31.0694	42.0339	21.4643
ENSRNOG00000058003	37.2614	9.43974	14.1597	4.59339	0	2.14984	1.04874	7.42344	11.4915	20.2629	0	3.39746	17.3449	0	0	15.1613	13.7148	14.5631	21.8886	0	0	13.2068	6.12128	2.05977	7.6783	38.0376	13.3738	95.8439	16.5191	6.66889	1.11957	2.52778	8.64292
ENSRNOG00000008781	372.01	131.01	326.01	0	64.2082	63.01	20.01	71.01	66.01	101.01	0	100.01	154.253	79.01	152.01	190.01	122.01	448.01	166.01	39.01	80.01	124.235	125.414	42.01	114.151	71.01	195.01	0	1.01	179.01	25.01	96.01	21.01
